time_ns	protein_sasa_nm2	protein_sasa_output_group_nm2
78.59	333.66	333.66
78.6	338.219	338.219
78.61	333.895	333.895
78.62	336.747	336.747
78.63	334.602	334.602
78.64	332.226	332.226
78.65	330.45	330.45
78.66	329.61	329.61
78.67	331.724	331.724
78.68	332.218	332.218
78.69	334.347	334.347
78.7	332.267	332.267
78.71	330.706	330.706
78.72	330.834	330.834
78.73	333.978	333.978
78.74	328.018	328.018
78.75	330.022	330.022
78.76	332.591	332.591
78.77	330.808	330.808
78.78	333.992	333.992
78.79	329.004	329.004
78.8	332.568	332.568
78.81	331.75	331.75
78.82	331.398	331.398
78.83	333.803	333.803
78.84	332.537	332.537
78.85	327.524	327.524
78.86	326.557	326.557
78.87	328.366	328.366
78.88	329.354	329.354
78.89	330.201	330.201
78.9	327.567	327.567
78.91	331.809	331.809
78.92	330.778	330.778
78.93	328.104	328.104
78.94	330.22	330.22
78.95	330.757	330.757
78.96	329.637	329.637
78.97	329.262	329.262
78.98	327.111	327.111
78.99	328.474	328.474
79.0	324.321	324.321
79.01	326.692	326.692
79.02	327.974	327.974
79.03	326.451	326.451
79.04	327.76	327.76
79.05	328.234	328.234
79.06	329.656	329.656
79.07	328.905	328.905
79.08	328.032	328.032
79.09	326.715	326.715
79.1	326.786	326.786
79.11	331.5	331.5
79.12	327.443	327.443
79.13	329.326	329.326
79.14	325.857	325.857
79.15	325.212	325.212
79.16	329.852	329.852
79.17	327.227	327.227
79.18	328.081	328.081
79.19	326.817	326.817
79.2	330.836	330.836
79.21	329.046	329.046
79.22	325.24	325.24
79.23	328.612	328.612
79.24	324.982	324.982
79.25	326.6	326.6
79.26	328.126	328.126
79.27	329.486	329.486
79.28	326.767	326.767
79.29	329.624	329.624
79.3	329.202	329.202
79.31	333.915	333.915
79.32	329.881	329.881
79.33	326.891	326.891
79.34	328.83	328.83
79.35	331.634	331.634
79.36	327.509	327.509
79.37	327.896	327.896
79.38	329.88	329.88
79.39	332.484	332.484
79.4	332.025	332.025
79.41	325.49	325.49
79.42	329.51	329.51
79.43	329.09	329.09
79.44	330.643	330.643
79.45	327.473	327.473
79.46	331.91	331.91
79.47	329.987	329.987
79.48	332.036	332.036
79.49	332.907	332.907
79.5	330.119	330.119
79.51	330.751	330.751
79.52	333.326	333.326
79.53	332.101	332.101
79.54	331.997	331.997
79.55	330.802	330.802
79.56	332.571	332.571
79.57	334.712	334.712
79.58	333.049	333.049
79.59	336.977	336.977
79.6	334.749	334.749
79.61	329.096	329.096
79.62	330.509	330.509
79.63	328.874	328.874
79.64	329.045	329.045
79.65	330.972	330.972
79.66	336.213	336.213
79.67	332.817	332.817
79.68	330.605	330.605
79.69	331.193	331.193
79.7	330.728	330.728
79.71	328.127	328.127
79.72	329.585	329.585
79.73	329.331	329.331
79.74	332.322	332.322
79.75	333.344	333.344
79.76	324.972	324.972
79.77	323.51	323.51
79.78	331.153	331.153
79.79	332.371	332.371
79.8	329.585	329.585
79.81	326.148	326.148
79.82	323.419	323.419
79.83	329.4	329.4
79.84	328.545	328.545
79.85	327.829	327.829
79.86	328.671	328.671
79.87	330.885	330.885
79.88	330.821	330.821
79.89	331.339	331.339
79.9	330.125	330.125
79.91	327.607	327.607
79.92	330.874	330.874
79.93	330.224	330.224
79.94	331.807	331.807
79.95	330.789	330.789
79.96	333.158	333.158
79.97	329.134	329.134
79.98	329.315	329.315
79.99	331.619	331.619
80.0	329.076	329.076
80.01	335.468	335.468
80.02	329.226	329.226
80.03	332.975	332.975
80.04	328.622	328.622
80.05	332.227	332.227
80.06	328.218	328.218
80.07	329.519	329.519
80.08	329.189	329.189
80.09	324.451	324.451
80.1	327.158	327.158
80.11	331.037	331.037
80.12	328.609	328.609
80.13	329.656	329.656
80.14	331.071	331.071
80.15	325.9	325.9
80.16	328.088	328.088
80.17	328.393	328.393
80.18	329.608	329.608
80.19	332.389	332.389
80.2	329.906	329.906
80.21	329.757	329.757
80.22	330.198	330.198
80.23	331.16	331.16
80.24	328.5	328.5
80.25	331.744	331.744
80.26	332.036	332.036
80.27	331.528	331.528
80.28	329.328	329.328
80.29	330.703	330.703
80.3	331.525	331.525
80.31	329.898	329.898
80.32	325.602	325.602
80.33	332.109	332.109
80.34	326.249	326.249
80.35	329.299	329.299
80.36	329.039	329.039
80.37	327.757	327.757
80.38	330.111	330.111
80.39	328.709	328.709
80.4	332.017	332.017
80.41	335.372	335.372
80.42	328.584	328.584
80.43	329.754	329.754
80.44	327.925	327.925
80.45	328.04	328.04
80.46	329.015	329.015
80.47	330.475	330.475
80.48	327.291	327.291
80.49	327.988	327.988
80.5	331.064	331.064
80.51	325.587	325.587
80.52	329.257	329.257
80.53	330.565	330.565
80.54	327.423	327.423
80.55	327.925	327.925
80.56	325.602	325.602
80.57	326.712	326.712
80.58	323.288	323.288
80.59	330.815	330.815
80.6	327.609	327.609
80.61	328.628	328.628
80.62	327.059	327.059
80.63	321.977	321.977
80.64	324.43	324.43
80.65	324.692	324.692
80.66	326.006	326.006
80.67	331.448	331.448
80.68	331.836	331.836
80.69	330.17	330.17
80.7	325.51	325.51
80.71	330.508	330.508
80.72	330.206	330.206
80.73	329.575	329.575
80.74	328.491	328.491
80.75	332.389	332.389
80.76	327.827	327.827
80.77	331.218	331.218
80.78	328.526	328.526
80.79	331.806	331.806
80.8	331.244	331.244
80.81	325.338	325.338
80.82	329.734	329.734
80.83	330.404	330.404
80.84	325.504	325.504
80.85	330.022	330.022
80.86	328.61	328.61
80.87	326.266	326.266
80.88	328.941	328.941
80.89	329.832	329.832
80.9	326.997	326.997
80.91	329.25	329.25
80.92	332.02	332.02
80.93	326.296	326.296
80.94	328.502	328.502
80.95	327.311	327.311
80.96	328.221	328.221
80.97	327.614	327.614
80.98	329.322	329.322
80.99	335.031	335.031
81.0	331.373	331.373
81.01	330.65	330.65
81.02	332.238	332.238
81.03	334.422	334.422
81.04	332.198	332.198
81.05	335.17	335.17
81.06	334.814	334.814
81.07	333.732	333.732
81.08	336.118	336.118
81.09	331.858	331.858
81.1	332.291	332.291
81.11	333.564	333.564
81.12	328.3	328.3
81.13	330.694	330.694
81.14	328.318	328.318
81.15	330.481	330.481
81.16	327.232	327.232
81.17	328.896	328.896
81.18	331.092	331.092
81.19	325.868	325.868
81.2	326.584	326.584
81.21	332.298	332.298
81.22	331.88	331.88
81.23	332.126	332.126
81.24	329.703	329.703
81.25	330.854	330.854
81.26	334.91	334.91
81.27	330.19	330.19
81.28	325.288	325.288
81.29	327.946	327.946
81.3	325.979	325.979
81.31	326.229	326.229
81.32	328.3	328.3
81.33	326.3	326.3
81.34	321.784	321.784
81.35	327.145	327.145
81.36	326.988	326.988
81.37	328.129	328.129
81.38	330.547	330.547
81.39	326.719	326.719
81.4	327.372	327.372
81.41	328.39	328.39
81.42	329.971	329.971
81.43	330.579	330.579
81.44	330.795	330.795
81.45	330.006	330.006
81.46	328.853	328.853
81.47	332.075	332.075
81.48	332.133	332.133
81.49	328.963	328.963
81.5	331.799	331.799
81.51	329.096	329.096
81.52	330.491	330.491
81.53	329.918	329.918
81.54	326.977	326.977
81.55	329.887	329.887
81.56	328.832	328.832
81.57	329.175	329.175
81.58	335.865	335.865
81.59	331.23	331.23
81.6	329.611	329.611
81.61	331.003	331.003
81.62	328.826	328.826
81.63	330.636	330.636
81.64	332.495	332.495
81.65	330.435	330.435
81.66	328.776	328.776
81.67	331.759	331.759
81.68	328.851	328.851
81.69	331.848	331.848
81.7	331.69	331.69
81.71	327.37	327.37
81.72	329.816	329.816
81.73	328.822	328.822
81.74	333.628	333.628
81.75	329.681	329.681
81.76	331.385	331.385
81.77	329.465	329.465
81.78	328.935	328.935
81.79	328.526	328.526
81.8	330.436	330.436
81.81	329.46	329.46
81.82	326.891	326.891
81.83	330.964	330.964
81.84	329.835	329.835
81.85	327.934	327.934
81.86	331.091	331.091
81.87	330.789	330.789
81.88	328.258	328.258
81.89	330.951	330.951
81.9	333.758	333.758
81.91	330.024	330.024
81.92	328.337	328.337
81.93	332.161	332.161
81.94	331.186	331.186
81.95	335.424	335.424
81.96	329.941	329.941
81.97	334.049	334.049
81.98	330.962	330.962
81.99	329.434	329.434
82.0	332.486	332.486
82.01	332.98	332.98
82.02	331.671	331.671
82.03	331.339	331.339
82.04	329.413	329.413
82.05	329.052	329.052
82.06	328.432	328.432
82.07	328.416	328.416
82.08	328.586	328.586
82.09	325.169	325.169
82.1	327.212	327.212
82.11	328.139	328.139
82.12	327.587	327.587
82.13	328.175	328.175
82.14	334.361	334.361
82.15	330.859	330.859
82.16	327.05	327.05
82.17	325.648	325.648
82.18	330.157	330.157
82.19	328.161	328.161
82.2	327.12	327.12
82.21	331.166	331.166
82.22	326.071	326.071
82.23	327.839	327.839
82.24	324.906	324.906
82.25	328.499	328.499
82.26	330.698	330.698
82.27	330.589	330.589
82.28	327.574	327.574
82.29	333.151	333.151
82.3	330.822	330.822
82.31	330.373	330.373
82.32	328.157	328.157
82.33	331.968	331.968
82.34	330.283	330.283
82.35	332.065	332.065
82.36	333.118	333.118
82.37	328.765	328.765
82.38	324.384	324.384
82.39	332.178	332.178
82.4	328.914	328.914
82.41	329.487	329.487
82.42	333.33	333.33
82.43	337.025	337.025
82.44	333.598	333.598
82.45	330.276	330.276
82.46	334.694	334.694
82.47	330.124	330.124
82.48	330.947	330.947
82.49	329.484	329.484
82.5	334.035	334.035
82.51	335.034	335.034
82.52	331.66	331.66
82.53	329.425	329.425
82.54	330.99	330.99
82.55	334.827	334.827
82.56	330.551	330.551
82.57	330.559	330.559
82.58	330.953	330.953
82.59	334.135	334.135
82.6	329.773	329.773
82.61	330.875	330.875
82.62	333.109	333.109
82.63	333.396	333.396
82.64	331.931	331.931
82.65	332.1	332.1
82.66	327.026	327.026
82.67	330.951	330.951
82.68	328.923	328.923
82.69	333.753	333.753
82.7	329.729	329.729
82.71	332.815	332.815
82.72	329.83	329.83
82.73	331.188	331.188
82.74	333.311	333.311
82.75	330.892	330.892
82.76	331.097	331.097
82.77	332.635	332.635
82.78	331.542	331.542
82.79	332.822	332.822
82.8	333.519	333.519
82.81	330.439	330.439
82.82	333.124	333.124
82.83	330.803	330.803
82.84	328.929	328.929
82.85	332.116	332.116
82.86	329.995	329.995
82.87	332.526	332.526
82.88	330.43	330.43
82.89	330.232	330.232
82.9	329.661	329.661
82.91	329.641	329.641
82.92	332.047	332.047
82.93	331.282	331.282
82.94	334.825	334.825
82.95	332.366	332.366
82.96	329.34	329.34
82.97	331.985	331.985
82.98	335.561	335.561
82.99	334.495	334.495
83.0	336.548	336.548
83.01	334.318	334.318
83.02	332.11	332.11
83.03	332.638	332.638
83.04	332.81	332.81
83.05	334.966	334.966
83.06	332.978	332.978
83.07	332.221	332.221
83.08	332.39	332.39
83.09	330.246	330.246
83.1	334.196	334.196
83.11	334.763	334.763
83.12	330.786	330.786
83.13	326.931	326.931
83.14	327.4	327.4
83.15	330.276	330.276
83.16	328.682	328.682
83.17	332.549	332.549
83.18	331.579	331.579
83.19	336.457	336.457
83.2	331.539	331.539
83.21	331.874	331.874
83.22	335.687	335.687
83.23	332.705	332.705
83.24	330.366	330.366
83.25	332.917	332.917
83.26	329.461	329.461
83.27	333.718	333.718
83.28	330.104	330.104
83.29	331.752	331.752
83.3	331.995	331.995
83.31	331.76	331.76
83.32	331.977	331.977
83.33	334.85	334.85
83.34	335.881	335.881
83.35	332.28	332.28
83.36	330.715	330.715
83.37	332.393	332.393
83.38	333.431	333.431
83.39	331.593	331.593
83.4	331.234	331.234
83.41	332.102	332.102
83.42	330.964	330.964
83.43	333.439	333.439
83.44	333.152	333.152
83.45	333.038	333.038
83.46	332.548	332.548
83.47	335.408	335.408
83.48	332.023	332.023
83.49	335.866	335.866
83.5	333.333	333.333
83.51	331.951	331.951
83.52	332.375	332.375
83.53	330.691	330.691
83.54	331.592	331.592
83.55	330.249	330.249
83.56	331.357	331.357
83.57	330.828	330.828
83.58	331.273	331.273
83.59	327.313	327.313
83.6	325.361	325.361
83.61	327.884	327.884
83.62	331.153	331.153
83.63	327.422	327.422
83.64	331.621	331.621
83.65	330.973	330.973
83.66	324.738	324.738
83.67	329.218	329.218
83.68	326.491	326.491
83.69	327.413	327.413
83.7	328.784	328.784
83.71	326.155	326.155
83.72	325.389	325.389
83.73	327.557	327.557
83.74	326.285	326.285
83.75	325.908	325.908
83.76	329.778	329.778
83.77	328.54	328.54
83.78	331.759	331.759
83.79	322.42	322.42
83.8	325.577	325.577
83.81	328.323	328.323
83.82	326.326	326.326
83.83	325.609	325.609
83.84	322.954	322.954
83.85	324.283	324.283
83.86	325.207	325.207
83.87	324.889	324.889
83.88	326.006	326.006
83.89	322.02	322.02
83.9	328.143	328.143
83.91	328.313	328.313
83.92	325.989	325.989
83.93	324.756	324.756
83.94	322.336	322.336
83.95	325.983	325.983
83.96	323.37	323.37
83.97	329.352	329.352
83.98	321.679	321.679
83.99	326.553	326.553
84.0	325.66	325.66
84.01	330.154	330.154
84.02	330.885	330.885
84.03	327.394	327.394
84.04	329.295	329.295
84.05	326.753	326.753
84.06	328.35	328.35
84.07	328.862	328.862
84.08	329.3	329.3
84.09	326.559	326.559
84.1	329.69	329.69
84.11	328.468	328.468
84.12	331.838	331.838
84.13	327.613	327.613
84.14	331.016	331.016
84.15	327.07	327.07
84.16	331.189	331.189
84.17	328.483	328.483
84.18	327.533	327.533
84.19	333.402	333.402
84.2	327.385	327.385
84.21	329.009	329.009
84.22	332.811	332.811
84.23	326.946	326.946
84.24	329.652	329.652
84.25	327.343	327.343
84.26	329.038	329.038
84.27	327.654	327.654
84.28	326.559	326.559
84.29	328.193	328.193
84.3	327.726	327.726
84.31	332.979	332.979
84.32	329.502	329.502
84.33	328.069	328.069
84.34	335.109	335.109
84.35	337.055	337.055
84.36	334.717	334.717
84.37	330.848	330.848
84.38	332.481	332.481
84.39	333.294	333.294
84.4	337.23	337.23
84.41	337.61	337.61
84.42	332.942	332.942
84.43	336.945	336.945
84.44	333.93	333.93
84.45	333.79	333.79
84.46	332.496	332.496
84.47	334.933	334.933
84.48	332.473	332.473
84.49	335.192	335.192
84.5	337.386	337.386
84.51	331.251	331.251
84.52	328.456	328.456
84.53	330.734	330.734
84.54	330.903	330.903
84.55	328.441	328.441
84.56	332.143	332.143
84.57	329.956	329.956
84.58	332.314	332.314
84.59	329.972	329.972
84.6	328.853	328.853
84.61	329.897	329.897
84.62	329.277	329.277
84.63	329.177	329.177
84.64	332.716	332.716
84.65	329.791	329.791
84.66	332.721	332.721
84.67	335.327	335.327
84.68	332.226	332.226
84.69	332.027	332.027
84.7	329.789	329.789
84.71	331.124	331.124
84.72	326.913	326.913
84.73	330.961	330.961
84.74	331.157	331.157
84.75	334.499	334.499
84.76	332.306	332.306
84.77	334.424	334.424
84.78	331.5	331.5
84.79	333.685	333.685
84.8	335.559	335.559
84.81	329.857	329.857
84.82	329.362	329.362
84.83	331.358	331.358
84.84	333.941	333.941
84.85	326.491	326.491
84.86	327.057	327.057
84.87	327.562	327.562
84.88	331.684	331.684
84.89	330.55	330.55
84.9	331.722	331.722
84.91	333.324	333.324
84.92	329.681	329.681
84.93	328.675	328.675
84.94	327.89	327.89
84.95	330.767	330.767
84.96	327.634	327.634
84.97	329.265	329.265
84.98	331.247	331.247
84.99	333.925	333.925
85.0	333.901	333.901
85.01	334.894	334.894
85.02	328.074	328.074
85.03	333.528	333.528
85.04	334.366	334.366
85.05	332.707	332.707
85.06	333.056	333.056
85.07	332.326	332.326
85.08	334.91	334.91
85.09	334.078	334.078
85.1	334.068	334.068
85.11	330.144	330.144
85.12	330.825	330.825
85.13	332.328	332.328
85.14	332.997	332.997
85.15	327.963	327.963
85.16	330.981	330.981
85.17	332.048	332.048
85.18	333.018	333.018
85.19	333.743	333.743
85.2	332.238	332.238
85.21	331.244	331.244
85.22	331.378	331.378
85.23	334.033	334.033
85.24	332.728	332.728
85.25	332.875	332.875
85.26	332.787	332.787
85.27	330.011	330.011
85.28	331.751	331.751
85.29	335.942	335.942
85.3	334.267	334.267
85.31	334.543	334.543
85.32	333.685	333.685
85.33	330.926	330.926
85.34	330.501	330.501
85.35	332.161	332.161
85.36	333.808	333.808
85.37	336.048	336.048
85.38	332.812	332.812
85.39	332.341	332.341
85.4	331.406	331.406
85.41	329.681	329.681
85.42	332.542	332.542
85.43	328.539	328.539
85.44	331.398	331.398
85.45	334.575	334.575
85.46	332.582	332.582
85.47	331.874	331.874
85.48	332.63	332.63
85.49	336.587	336.587
85.5	332.798	332.798
85.51	332.629	332.629
85.52	335.334	335.334
85.53	334.43	334.43
85.54	327.346	327.346
85.55	331.784	331.784
85.56	331.158	331.158
85.57	333.126	333.126
85.58	334.847	334.847
85.59	335.019	335.019
85.6	336.919	336.919
85.61	333.479	333.479
85.62	334.855	334.855
85.63	332.867	332.867
85.64	332.843	332.843
85.65	334.842	334.842
85.66	335.632	335.632
85.67	335.858	335.858
85.68	335.118	335.118
85.69	337.661	337.661
85.7	333.262	333.262
85.71	337.357	337.357
85.72	333.312	333.312
85.73	339.518	339.518
85.74	333.94	333.94
85.75	338.224	338.224
85.76	331.207	331.207
85.77	335.882	335.882
85.78	334.563	334.563
85.79	334.939	334.939
85.8	338.915	338.915
85.81	333.757	333.757
85.82	330.063	330.063
85.83	334.66	334.66
85.84	337.451	337.451
85.85	333.142	333.142
85.86	332.595	332.595
85.87	331.332	331.332
85.88	335.152	335.152
85.89	337.005	337.005
85.9	334.189	334.189
85.91	332.242	332.242
85.92	331.521	331.521
85.93	336.97	336.97
85.94	332.951	332.951
85.95	332.947	332.947
85.96	328.886	328.886
85.97	332.456	332.456
85.98	329.955	329.955
85.99	333.324	333.324
86.0	336.324	336.324
86.01	333.764	333.764
86.02	335.253	335.253
86.03	337.502	337.502
86.04	336.442	336.442
86.05	334.29	334.29
86.06	333.39	333.39
86.07	334.303	334.303
86.08	335.218	335.218
86.09	332.142	332.142
86.1	334.161	334.161
86.11	332.11	332.11
86.12	335.354	335.354
86.13	338.257	338.257
86.14	327.415	327.415
86.15	330.647	330.647
86.16	330.601	330.601
86.17	327.374	327.374
86.18	329.308	329.308
86.19	331.347	331.347
86.2	332.9	332.9
86.21	334.912	334.912
86.22	330.495	330.495
86.23	333.233	333.233
86.24	329.391	329.391
86.25	330.067	330.067
86.26	328.423	328.423
86.27	334.312	334.312
86.28	335.241	335.241
86.29	330.824	330.824
86.3	334.082	334.082
86.31	334.88	334.88
86.32	331.827	331.827
86.33	330.762	330.762
86.34	334.423	334.423
86.35	330.673	330.673
86.36	330.96	330.96
86.37	331.446	331.446
86.38	332.5	332.5
86.39	332.405	332.405
86.4	332.33	332.33
86.41	336.709	336.709
86.42	338.096	338.096
86.43	335.461	335.461
86.44	331.183	331.183
86.45	332.83	332.83
86.46	336.37	336.37
86.47	332.836	332.836
86.48	331.357	331.357
86.49	332.442	332.442
86.5	336.728	336.728
86.51	332.879	332.879
86.52	333.127	333.127
86.53	334.28	334.28
86.54	333.238	333.238
86.55	335.198	335.198
86.56	334.506	334.506
86.57	328.397	328.397
86.58	333.135	333.135
86.59	329.433	329.433
86.6	328.431	328.431
86.61	327.635	327.635
86.62	333.362	333.362
86.63	333.136	333.136
86.64	327.158	327.158
86.65	331.756	331.756
86.66	330.357	330.357
86.67	333.513	333.513
86.68	334.609	334.609
86.69	336.054	336.054
86.7	333.946	333.946
86.71	332.595	332.595
86.72	333.738	333.738
86.73	337.408	337.408
86.74	331.813	331.813
86.75	332.945	332.945
86.76	332.336	332.336
86.77	334.721	334.721
86.78	329.831	329.831
86.79	330.357	330.357
86.8	330.362	330.362
86.81	333.284	333.284
86.82	331.92	331.92
86.83	330.572	330.572
86.84	335.449	335.449
86.85	336.624	336.624
86.86	335.796	335.796
86.87	336.785	336.785
86.88	330.866	330.866
86.89	329.048	329.048
86.9	331.896	331.896
86.91	331.725	331.725
86.92	333.769	333.769
86.93	333.464	333.464
86.94	332.685	332.685
86.95	331.961	331.961
86.96	332.1	332.1
86.97	328.096	328.096
86.98	326.513	326.513
86.99	327.463	327.463
87.0	328.758	328.758
87.01	327.427	327.427
87.02	326.723	326.723
87.03	327.349	327.349
87.04	329.831	329.831
87.05	328.618	328.618
87.06	330.438	330.438
87.07	331.329	331.329
87.08	331.27	331.27
87.09	330.502	330.502
87.1	330.245	330.245
87.11	328.964	328.964
87.12	328.594	328.594
87.13	327.195	327.195
87.14	330.127	330.127
87.15	326.867	326.867
87.16	334.432	334.432
87.17	330.167	330.167
87.18	333.09	333.09
87.19	331.761	331.761
87.2	330.025	330.025
87.21	330.498	330.498
87.22	329.103	329.103
87.23	333.101	333.101
87.24	329.943	329.943
87.25	332.754	332.754
87.26	330.345	330.345
87.27	331.97	331.97
87.28	328.806	328.806
87.29	327.365	327.365
87.3	333.457	333.457
87.31	330.069	330.069
87.32	332.361	332.361
87.33	331.492	331.492
87.34	330.045	330.045
87.35	327.603	327.603
87.36	327.358	327.358
87.37	326.502	326.502
87.38	327.023	327.023
87.39	326.137	326.137
87.4	324.379	324.379
87.41	326.078	326.078
87.42	326.727	326.727
87.43	330.385	330.385
87.44	331.106	331.106
87.45	330.731	330.731
87.46	330.079	330.079
87.47	329.781	329.781
87.48	328.922	328.922
87.49	329.079	329.079
87.5	328.724	328.724
87.51	331.167	331.167
87.52	331.325	331.325
87.53	328.119	328.119
87.54	329.487	329.487
87.55	328.128	328.128
87.56	327.994	327.994
87.57	329.345	329.345
87.58	329.33	329.33
87.59	333.731	333.731
87.6	331.121	331.121
87.61	329.971	329.971
87.62	328.529	328.529
87.63	327.95	327.95
87.64	330.141	330.141
87.65	328.391	328.391
87.66	331.65	331.65
87.67	319.884	319.884
87.68	326.862	326.862
87.69	329.53	329.53
87.7	325.33	325.33
87.71	328.276	328.276
87.72	327.865	327.865
87.73	327.353	327.353
87.74	329.062	329.062
87.75	332.802	332.802
87.76	329.602	329.602
87.77	328.087	328.087
87.78	329.11	329.11
87.79	332.007	332.007
87.8	331.008	331.008
87.81	334.458	334.458
87.82	331.495	331.495
87.83	332.196	332.196
87.84	331.0	331.0
87.85	332.369	332.369
87.86	329.911	329.911
87.87	333.847	333.847
87.88	334.264	334.264
87.89	334.622	334.622
87.9	335.404	335.404
87.91	336.005	336.005
87.92	335.677	335.677
87.93	332.019	332.019
87.94	329.018	329.018
87.95	331.044	331.044
87.96	329.513	329.513
87.97	331.109	331.109
87.98	328.764	328.764
87.99	331.178	331.178
88.0	331.226	331.226
88.01	329.835	329.835
88.02	332.145	332.145
88.03	333.354	333.354
88.04	332.117	332.117
88.05	335.257	335.257
88.06	335.832	335.832
88.07	335.405	335.405
88.08	332.228	332.228
88.09	333.212	333.212
88.1	331.544	331.544
88.11	331.347	331.347
88.12	330.677	330.677
88.13	331.755	331.755
88.14	333.181	333.181
88.15	329.265	329.265
88.16	326.458	326.458
88.17	328.443	328.443
88.18	331.076	331.076
88.19	334.266	334.266
88.2	328.549	328.549
88.21	330.118	330.118
88.22	332.796	332.796
88.23	327.083	327.083
88.24	328.849	328.849
88.25	327.657	327.657
88.26	329.764	329.764
88.27	322.151	322.151
88.28	326.718	326.718
88.29	328.024	328.024
88.3	326.264	326.264
88.31	325.154	325.154
88.32	329.046	329.046
88.33	325.769	325.769
88.34	328.567	328.567
88.35	334.619	334.619
88.36	326.901	326.901
88.37	330.613	330.613
88.38	328.327	328.327
88.39	330.106	330.106
88.4	331.88	331.88
88.41	328.093	328.093
88.42	331.32	331.32
88.43	333.849	333.849
88.44	333.969	333.969
88.45	327.067	327.067
88.46	333.512	333.512
88.47	332.313	332.313
88.48	331.216	331.216
88.49	331.08	331.08
88.5	330.084	330.084
88.51	333.99	333.99
88.52	333.71	333.71
88.53	331.425	331.425
88.54	336.753	336.753
88.55	336.581	336.581
88.56	336.366	336.366
88.57	331.663	331.663
88.58	336.634	336.634
88.59	334.675	334.675
88.6	327.994	327.994
88.61	329.35	329.35
88.62	330.7	330.7
88.63	332.042	332.042
88.64	331.159	331.159
88.65	326.834	326.834
88.66	326.92	326.92
88.67	327.908	327.908
88.68	330.681	330.681
88.69	326.63	326.63
88.7	324.944	324.944
88.71	328.259	328.259
88.72	328.79	328.79
88.73	326.721	326.721
88.74	325.605	325.605
88.75	327.995	327.995
88.76	330.488	330.488
88.77	330.369	330.369
88.78	329.735	329.735
88.79	330.977	330.977
88.8	326.539	326.539
88.81	327.037	327.037
88.82	328.445	328.445
88.83	327.867	327.867
88.84	327.43	327.43
88.85	328.785	328.785
88.86	326.937	326.937
88.87	326.397	326.397
88.88	329.661	329.661
88.89	328.753	328.753
88.9	325.789	325.789
88.91	326.416	326.416
88.92	327.939	327.939
88.93	331.729	331.729
88.94	330.915	330.915
88.95	330.695	330.695
88.96	322.823	322.823
88.97	328.065	328.065
88.98	327.062	327.062
88.99	325.658	325.658
89.0	324.161	324.161
89.01	325.804	325.804
89.02	327.02	327.02
89.03	324.632	324.632
89.04	327.027	327.027
89.05	326.632	326.632
89.06	326.372	326.372
89.07	325.959	325.959
89.08	329.541	329.541
89.09	327.031	327.031
89.1	326.471	326.471
89.11	327.981	327.981
89.12	329.183	329.183
89.13	325.165	325.165
89.14	325.812	325.812
89.15	332.1	332.1
89.16	331.458	331.458
89.17	332.339	332.339
89.18	330.564	330.564
89.19	332.387	332.387
89.2	332.613	332.613
89.21	331.098	331.098
89.22	329.256	329.256
89.23	330.907	330.907
89.24	330.033	330.033
89.25	330.346	330.346
89.26	330.881	330.881
89.27	331.606	331.606
89.28	332.176	332.176
89.29	331.929	331.929
89.3	335.18	335.18
89.31	334.082	334.082
89.32	333.709	333.709
89.33	332.719	332.719
89.34	333.344	333.344
89.35	334.866	334.866
89.36	330.628	330.628
89.37	330.688	330.688
89.38	333.254	333.254
89.39	333.591	333.591
89.4	329.624	329.624
89.41	328.566	328.566
89.42	332.364	332.364
89.43	332.208	332.208
89.44	330.652	330.652
89.45	330.264	330.264
89.46	331.367	331.367
89.47	331.019	331.019
89.48	333.281	333.281
89.49	333.772	333.772
89.5	328.512	328.512
89.51	332.15	332.15
89.52	335.198	335.198
89.53	332.076	332.076
89.54	332.792	332.792
89.55	335.096	335.096
89.56	334.909	334.909
89.57	333.429	333.429
89.58	330.066	330.066
89.59	332.409	332.409
89.6	331.463	331.463
89.61	334.735	334.735
89.62	335.521	335.521
89.63	334.222	334.222
89.64	330.711	330.711
89.65	328.201	328.201
89.66	330.513	330.513
89.67	324.196	324.196
89.68	326.1	326.1
89.69	324.998	324.998
89.7	326.501	326.501
89.71	329.115	329.115
89.72	327.764	327.764
89.73	331.849	331.849
89.74	331.176	331.176
89.75	331.773	331.773
89.76	329.576	329.576
89.77	327.369	327.369
89.78	326.89	326.89
89.79	324.513	324.513
89.8	330.369	330.369
89.81	322.075	322.075
89.82	326.575	326.575
89.83	327.369	327.369
89.84	328.808	328.808
89.85	328.165	328.165
89.86	327.653	327.653
89.87	329.838	329.838
89.88	331.909	331.909
89.89	327.059	327.059
89.9	331.345	331.345
89.91	329.823	329.823
89.92	329.757	329.757
89.93	330.816	330.816
89.94	329.1	329.1
89.95	325.737	325.737
89.96	328.627	328.627
89.97	327.891	327.891
89.98	329.43	329.43
89.99	331.31	331.31
90.0	328.881	328.881
90.01	334.768	334.768
90.02	333.298	333.298
90.03	329.694	329.694
90.04	330.45	330.45
90.05	334.54	334.54
90.06	331.472	331.472
90.07	330.724	330.724
90.08	331.508	331.508
90.09	332.669	332.669
90.1	327.624	327.624
90.11	332.441	332.441
90.12	334.546	334.546
90.13	333.731	333.731
90.14	330.698	330.698
90.15	330.647	330.647
90.16	330.609	330.609
90.17	329.823	329.823
90.18	331.909	331.909
90.19	328.996	328.996
90.2	326.041	326.041
90.21	328.438	328.438
90.22	330.294	330.294
