frame	time_ns	protein_backbone_rmsd_nm	ligand_heavy_rmsd_after_protein_fit_nm	protein_ligand_min_heavy_distance_nm	protein_ligand_heavy_contact_pairs_le_0_40_nm	pocket_occupied_le_0_50_nm	pocket_occupied_le_0_40_nm	pocket_ligand_heavy_contact_pairs_le_0_40_nm	pocket_ligand_com_distance_nm	protein_radius_of_gyration_nm
7025	70.25	0.21899739019686967	0.4763712217845207	0.29892786925854886	62	1	1	60	0.4649754170353174	2.747800012762735
7026	70.26	0.22604173896295934	0.47606579395421667	0.3176616371372592	67	1	1	67	0.4574838952299567	2.738484936305368
7027	70.27	0.22459636430804242	0.44245006473490467	0.29752790385183436	74	1	1	74	0.4487801724086541	2.7400820283425387
7028	70.28	0.21864856032543356	0.46454498820164575	0.295135436058531	78	1	1	78	0.46094026844164027	2.740587760577149
7029	70.29	0.2228460766066574	0.48385556044022404	0.2987872908957227	71	1	1	71	0.4448696270965423	2.745919437230472
7030	70.3	0.2232652360438873	0.4479400357094895	0.2840180365567013	55	1	1	55	0.42532428747934337	2.744655713323981
7031	70.31	0.21881091212717313	0.4667168479726955	0.29620450573596535	50	1	1	50	0.4411101996585508	2.7363199950616415
7032	70.32	0.216394037176513	0.4618683394076081	0.28802431362583625	73	1	1	73	0.4443359079034915	2.7353058338125367
7033	70.33	0.23056274308366126	0.4573883367817544	0.31104479199090146	70	1	1	70	0.44050981722468513	2.7331717100332202
7034	70.34	0.22708344290383184	0.4816629749394238	0.30688910061222024	75	1	1	75	0.4616694615559206	2.739241827554568
7035	70.35	0.20987715336165133	0.45175917352796924	0.29479530071486526	71	1	1	71	0.4191588239916011	2.7399126012021875
7036	70.36	0.21134726568867307	0.5106241350051038	0.2916062275496726	67	1	1	67	0.4863565688771205	2.746126740600742
7037	70.37	0.21611331908258663	0.4910702611133936	0.3027305827809378	61	1	1	61	0.4711043837865458	2.748744387321524
7038	70.38	0.2119940125843886	0.5204823174585649	0.2951032687034489	87	1	1	87	0.4760262214793438	2.750004985256454
7039	70.39	0.20977447531361754	0.4855620154442327	0.2932999356683731	62	1	1	61	0.4843298094634859	2.7399015869845735
7040	70.4	0.21714211717902857	0.48028094548344835	0.3009763505016562	66	1	1	65	0.46492305719339655	2.735772580202563
7041	70.41	0.22691123696888274	0.5182955529620235	0.3168186705425159	69	1	1	68	0.49427810665065824	2.737960491258895
7042	70.42	0.23146273916346574	0.4797681259120393	0.3099579643150189	63	1	1	63	0.4585541933192981	2.7379516027310244
7043	70.43	0.24101742890937575	0.4739352548232144	0.2892002088429359	61	1	1	61	0.4449283262690429	2.730586693620056
7044	70.44	0.22259642657013456	0.45471880341318255	0.285665804263914	67	1	1	67	0.43825677461359	2.7301312183594186
7045	70.45	0.22466333889798693	0.4754606775001947	0.3231175879791364	50	1	1	50	0.4660264202502494	2.7393039471967198
7046	70.46	0.22525304579094615	0.48349112247206677	0.31974935054848025	56	1	1	56	0.4783378007818242	2.736193100299157
7047	70.47	0.2202519434430783	0.5140595618495815	0.2961136551226903	52	1	1	51	0.4992154473592598	2.7355679281342784
7048	70.48	0.22832256982987667	0.4747456804008898	0.3085747658521137	62	1	1	62	0.46974852104184484	2.7304779051162065
7049	70.49	0.22957159576245614	0.47734219858136184	0.3227550837496139	79	1	1	79	0.4621028737882694	2.7377761647415815
7050	70.5	0.23802632277578706	0.4676668845684203	0.307515619701068	66	1	1	66	0.4420933325186473	2.7341145906028714
7051	70.51	0.2337144471211471	0.4612077283818522	0.32088225582267993	65	1	1	65	0.4363284955951445	2.746564784794147
7052	70.52	0.23326859272903916	0.4815141136907027	0.29589453757614087	83	1	1	83	0.4663693296072321	2.741856451051767
7053	70.53	0.22792927179609918	0.487170849966257	0.3080472435621505	85	1	1	85	0.46327783322493427	2.7400714740024186
7054	70.54	0.2141553015972107	0.4627734334963634	0.3230248990298186	69	1	1	68	0.4277632441311101	2.7428236917990505
7055	70.55	0.22531672633311506	0.47098219002360303	0.3079294643162226	65	1	1	65	0.450407957264643	2.7434911251763507
7056	70.56	0.21717592622276186	0.4737687787696994	0.3070994761274036	80	1	1	80	0.4517481579740691	2.740223046154747
7057	70.57	0.22404935957390254	0.48185320768366263	0.31455846736611653	60	1	1	60	0.4639312616326247	2.7463453259320416
7058	70.58	0.2205302166471625	0.47805268405338025	0.3068959163336319	50	1	1	48	0.40896533836082005	2.738299012555833
7059	70.59	0.23528533378602376	0.47033861481892636	0.29322187961754176	68	1	1	68	0.44489876817098784	2.741457530832595
7060	70.6	0.23650495487183737	0.4801953497595853	0.3099984864254562	64	1	1	63	0.468912466540384	2.7341458714936353
7061	70.61	0.24462288946732985	0.48542773634080527	0.31976856963810857	69	1	1	69	0.43340084037190635	2.7348404130175408
7062	70.62	0.23111696344582294	0.4834270549055019	0.3091762961446683	78	1	1	78	0.4432903982043082	2.734818287989202
7063	70.63	0.24013548062225545	0.5094553195269449	0.29804906168251744	78	1	1	78	0.4639567867346635	2.741509915875709
7064	70.64	0.24650871170014604	0.49417537531719996	0.3056324370843713	70	1	1	69	0.45381190771456226	2.7379188230921163
7065	70.65	0.23831085959118706	0.45930534499955156	0.3123498592011217	57	1	1	57	0.43522107519182895	2.7380119887836734
7066	70.66	0.2553372524498665	0.4927512439252396	0.3190816646806403	62	1	1	62	0.4507029262861719	2.7382680162531083
7067	70.67	0.24524323522602204	0.5044053442002123	0.32042087472695063	73	1	1	73	0.46893769966195376	2.7430291513454135
7068	70.68	0.24180637393135843	0.4726167635833445	0.2973911740506854	82	1	1	82	0.4542785129021222	2.7417824067509273
7069	70.69	0.23484195983148992	0.4586773087754878	0.29313811882676855	65	1	1	64	0.4661557003626016	2.7365489545110044
7070	70.7	0.23374397130038477	0.475417350903183	0.2991354653966646	72	1	1	72	0.45629048408474954	2.733312865119234
7071	70.71	0.23201090244837083	0.45875480601731844	0.31733515198034695	86	1	1	85	0.44608799329691173	2.7381350471613093
7072	70.72	0.2308831685085969	0.41836293219248805	0.2926806469811936	61	1	1	61	0.4090841083306488	2.7317193427706585
7073	70.73	0.2234449474619716	0.46212605488825076	0.31842905318109854	69	1	1	69	0.4533278369353885	2.735466374596115
7074	70.74	0.23192710494547933	0.45830271064359607	0.29864755986291436	50	1	1	50	0.4260427185193967	2.7381508057927446
7075	70.75	0.22401899024087144	0.4585201182772945	0.29567899566693556	69	1	1	69	0.46396398941571765	2.735543142564192
7076	70.76	0.2291351991715465	0.48337804847683497	0.29764705093649046	51	1	1	50	0.4385915721074608	2.7518488149967038
7077	70.77	0.23105124566690471	0.47128834476030895	0.3288861000727023	64	1	1	61	0.4537903015746405	2.7411713787414493
7078	70.78	0.2312410485038669	0.4476139935280307	0.2942485759699203	76	1	1	76	0.433988461556807	2.740276154280187
7079	70.79	0.22862041392051644	0.4576403693421491	0.29090565866104784	63	1	1	63	0.4217723259388741	2.7390580895521035
7080	70.8	0.24714220842056395	0.46274852290362734	0.28889664545669647	70	1	1	70	0.4338682768237307	2.737872870023872
7081	70.81	0.222474581162931	0.4580165797289202	0.31799439005451813	76	1	1	75	0.43266072285973267	2.742219173954711
7082	70.82	0.23930632865342374	0.4589545229849118	0.28912981117839337	63	1	1	63	0.42798082536872073	2.74969275905879
7083	70.83	0.22203890830219022	0.46233456641455434	0.30453403346964175	92	1	1	91	0.4401538607802954	2.748081947809646
7084	70.84	0.2225373541366348	0.4341283109232933	0.3162235250889035	62	1	1	62	0.4399250859334406	2.7412058414067784
7085	70.85	0.22886968730959092	0.4644070511327432	0.29084155870153583	71	1	1	70	0.4442814604864006	2.74626439795722
7086	70.86	0.21560120781363432	0.48276490225460506	0.3070719245655289	65	1	1	65	0.47133875605674136	2.748303703619015
7087	70.87	0.2260709459937058	0.47241982245997544	0.3140335839851893	70	1	1	69	0.43921078854221146	2.754050276754863
7088	70.88	0.2279719727078479	0.4643608521229267	0.31222767231196075	66	1	1	65	0.4337728096126091	2.750791540857088
7089	70.89	0.22521123180055316	0.4512929687720318	0.2973784230447465	45	1	1	45	0.4326261433629487	2.745112586605292
7090	70.9	0.22480270775473823	0.4519245612517461	0.30921926613832595	63	1	1	63	0.44238001234456137	2.745582036590686
7091	70.91	0.23916810276907857	0.4673020460902356	0.2916847109349665	81	1	1	81	0.4524920970028533	2.744306802550965
7092	70.92	0.22989208346035653	0.46763686875696714	0.3013598482375974	59	1	1	59	0.4498419385928586	2.7505743272722643
7093	70.93	0.22756994640621436	0.4729418935193882	0.31349941186153163	71	1	1	71	0.4451078734312251	2.746652973098664
7094	70.94	0.23015422590457627	0.44019473547687066	0.3145190213373814	64	1	1	63	0.43473253279157553	2.736187409198004
7095	70.95	0.22673658402193397	0.4446240195080554	0.2958148524744077	66	1	1	66	0.4216165328521223	2.7425884758545718
7096	70.96	0.2176553269625665	0.4533528281342389	0.3024083559411531	61	1	1	60	0.42515228045630094	2.737337177260513
7097	70.97	0.22689331938580698	0.4764578203931237	0.3136250514787387	79	1	1	78	0.4631476793505458	2.7433283030971163
7098	70.98	0.22822346963312437	0.4892703103147188	0.26845117550329045	75	1	1	72	0.4840162526629749	2.73601076826194
7099	70.99	0.23491699980224987	0.472953342159043	0.2978399354278039	73	1	1	72	0.4557678092105325	2.74296283301397
7100	71.0	0.23689104847570883	0.45537162852197277	0.3115071672703558	64	1	1	63	0.44840238777765534	2.7328488957853585
7101	71.01	0.2283005041785827	0.5072551296720749	0.30569501054819553	70	1	1	69	0.466223084391382	2.743435798575789
7102	71.02	0.21763400768176627	0.48976070339427585	0.31587937314752074	81	1	1	81	0.463868186268065	2.737793177613808
7103	71.03	0.22477567367914256	0.4955093124470512	0.2927438553190036	82	1	1	82	0.4787082492946285	2.7380592425805945
7104	71.04	0.2204009957427026	0.4582463006298835	0.3246876674328783	58	1	1	58	0.4383925780555737	2.7345304655823175
7105	71.05	0.22153893221534937	0.4539210676954658	0.3050855235568467	84	1	1	84	0.4482065143770093	2.7346803580366896
7106	71.06	0.2211801422668656	0.44538641466128465	0.29533020746167893	61	1	1	61	0.4502925394182523	2.7406133468052074
7107	71.07	0.21245929871681696	0.4701626757322603	0.3215762782672366	62	1	1	61	0.478963711510359	2.7365009770639017
7108	71.08	0.2282196498153231	0.4834958156177921	0.30607352384890363	82	1	1	80	0.4792579000462676	2.7308235108789267
7109	71.09	0.2187266824966838	0.4587974162697974	0.3022119085318562	66	1	1	65	0.4500451662725774	2.7353674370974703
7110	71.1	0.22356197854592721	0.486849060935613	0.2901665691206799	79	1	1	79	0.4767156998603565	2.7375478499224277
7111	71.11	0.21122069286719092	0.4697412070532624	0.297406941698226	58	1	1	55	0.4510590073088695	2.7300542134853694
7112	71.12	0.21399487895488317	0.4720416076676921	0.27825536109419946	54	1	1	53	0.44141129057708495	2.7397831473809324
7113	71.13	0.19879895807341338	0.47576402145944996	0.32147485065704784	66	1	1	66	0.444954905019918	2.730118283413998
7114	71.14	0.2044951649253161	0.45291246314562217	0.2994026794829963	75	1	1	75	0.43226084300018225	2.728422519851347
7115	71.15	0.20433213837549108	0.4969202881691925	0.311225348469948	66	1	1	66	0.45680846337544984	2.7306989316923755
7116	71.16	0.21324239425080743	0.4494732690429479	0.2971687915733043	58	1	1	58	0.4394990048565644	2.7275753484620404
7117	71.17	0.20925451118413602	0.4289916211396238	0.2928821121726516	65	1	1	65	0.4035129161485961	2.730258978867237
7118	71.18	0.2172722183592959	0.44738037895792376	0.3136686556962194	71	1	1	71	0.44286808734633915	2.730116112900176
7119	71.19	0.2163216871018625	0.458889583333643	0.32424999980669933	63	1	1	61	0.39513434109962564	2.7347951080062214
7120	71.2	0.21003525922069075	0.46589631637950235	0.3180285165254335	57	1	1	57	0.45074529263655816	2.7345576325482286
7121	71.21	0.20301620726627573	0.42241597661304614	0.2801301957082583	70	1	1	70	0.4213954133400037	2.727576181605146
7122	71.22	0.19839622477350877	0.47659947137512093	0.3003014587563515	73	1	1	72	0.4608556029399759	2.7232984369554467
7123	71.23	0.20813956151572915	0.4788741377331725	0.29835860863407093	68	1	1	67	0.4575029485442802	2.73242137389468
7124	71.24	0.2012546990986998	0.42516435735561703	0.3022004792736793	63	1	1	62	0.4243842177030076	2.7328643909659323
7125	71.25	0.1972839941101788	0.4321892285768709	0.3070602578383085	70	1	1	70	0.4174283346544492	2.733014580144659
7126	71.26	0.1976040761215675	0.4463172341929608	0.30414580337695923	76	1	1	75	0.45539706578709716	2.729856562914079
7127	71.27	0.2165288552369208	0.44184631229931776	0.3117579711505186	72	1	1	70	0.4359933787167316	2.7193010215858067
7128	71.28	0.2054732171457696	0.44713965265774613	0.3063511727760803	65	1	1	65	0.4516240150645534	2.7227682359942484
7129	71.29	0.20892174971862287	0.4542452969050027	0.2927607853992517	81	1	1	81	0.44563580062944597	2.725803957147138
7130	71.3	0.2142771405177783	0.4573120477406671	0.2940305220970057	62	1	1	61	0.4299826635302132	2.7272147112790295
7131	71.31	0.20852948946112404	0.5012557318454889	0.28264111873912445	83	1	1	81	0.47908131752665445	2.7289943193838075
7132	71.32	0.20868866897741056	0.48005304624770834	0.30219224468698436	90	1	1	90	0.4731431913184882	2.7205430673309836
7133	71.33	0.2050911242567624	0.4139790781671347	0.280110746101561	56	1	1	56	0.39088584262402126	2.7280073096647803
7134	71.34	0.20677422436462764	0.44365539978287877	0.2960437666440035	87	1	1	87	0.4126990121045023	2.7262550055016326
7135	71.35	0.2096024670569096	0.44728348079608116	0.30189760609471117	63	1	1	63	0.45215715546962665	2.723739923683925
7136	71.36	0.20299891079185076	0.452158523259644	0.274279112569507	66	1	1	66	0.4421216695348285	2.7318969941737756
7137	71.37	0.20376035723457378	0.4669026976422524	0.310127645191226	56	1	1	56	0.44464322736742307	2.7325621503316726
7138	71.38	0.20618933423920952	0.44721877287720185	0.31213262613899617	62	1	1	62	0.4042716765274886	2.7378407538937646
7139	71.39	0.2171480316986794	0.4567197886222001	0.31089263044917065	69	1	1	69	0.43901413735203	2.7340450050638485
7140	71.4	0.21290983620133583	0.4731046554424022	0.3025026338730768	79	1	1	79	0.4623995741558038	2.7349726301836763
7141	71.41	0.20601949749727516	0.44838274610838813	0.28754437091054574	95	1	1	95	0.43946191795117695	2.7360155878235615
7142	71.42	0.20855721759348986	0.4377914848774835	0.2586136992179944	78	1	1	78	0.42439235987965895	2.732422748373502
7143	71.43	0.1966125579046413	0.4287043868279712	0.2891798924256558	71	1	1	71	0.4016039407655244	2.7282247263891604
7144	71.44	0.19936713766378372	0.4752220405635015	0.3148872448376159	86	1	1	86	0.4473359479867002	2.7335372784999894
7145	71.45	0.19221457940287678	0.4643855333387523	0.30167696464833854	70	1	1	70	0.45841459156475295	2.730219766918806
7146	71.46	0.19794270265193809	0.4547956196623419	0.2848186880549385	66	1	1	66	0.446740491962138	2.730031425071776
7147	71.47	0.1967923862089243	0.4625308707820735	0.29372312498766223	87	1	1	87	0.4319158000696587	2.73209882510987
7148	71.48	0.19092787983788856	0.44617338087120395	0.2787509261476775	72	1	1	72	0.4244248309417202	2.7337450604113456
7149	71.49	0.2056676608129698	0.45849295256484746	0.31029180634513914	61	1	1	61	0.43339388486698766	2.7470922091419028
7150	71.5	0.20740303941397192	0.4705206087744897	0.3136332074501408	53	1	1	53	0.45760492869192626	2.7297219148204386
7151	71.51	0.20894059344614022	0.42486829034712387	0.295076002245881	60	1	1	59	0.417635419604085	2.731730946994844
7152	71.52	0.2138389953734499	0.44311937018929726	0.30753863196658104	60	1	1	60	0.4298064287135241	2.731582011367566
7153	71.53	0.19870135533641825	0.4493414516741897	0.30015187923829234	71	1	1	71	0.41579977646911803	2.7366471155784984
7154	71.54	0.19945684670505498	0.4002204823239991	0.2899414753176142	66	1	1	66	0.39684137959261206	2.7307480029411395
7155	71.55	0.20170061902454509	0.4361308169196107	0.31433720273635934	64	1	1	64	0.4295090370300345	2.731607117893178
7156	71.56	0.20854471305473304	0.47075142006787934	0.29532678199017726	58	1	1	58	0.4248331115269746	2.7358179610378537
7157	71.57	0.21150541564035358	0.43694572616460026	0.32272682245160367	57	1	1	57	0.42229975053990554	2.736484732169727
7158	71.58	0.2218842322800881	0.43428340584455877	0.31360201381751784	68	1	1	68	0.40143004499552604	2.727831138976102
7159	71.59	0.21334311239140352	0.45276004130115544	0.3184415448755542	65	1	1	65	0.42702328821685753	2.726412970017165
7160	71.6	0.20910019419117845	0.4514568288141179	0.3050080060791794	64	1	1	63	0.41703847137146893	2.73455946461561
7161	71.61	0.21831670184596183	0.45186086957443694	0.3021345298072782	66	1	1	66	0.4091900037403658	2.73154856342866
7162	71.62	0.2169373601796843	0.4457348417898868	0.3048552559651577	75	1	1	75	0.4236410716085556	2.730973787791913
7163	71.63	0.2101123778953033	0.4207641303295562	0.30445716429603287	63	1	1	63	0.4091896672870387	2.7291144274601598
7164	71.64	0.20873729045518022	0.4701418219604384	0.2847002303133036	66	1	1	66	0.45340743773015013	2.7339534096686373
7165	71.65	0.20851147377936483	0.47166292267755844	0.31920395911096183	71	1	1	70	0.43272155429199727	2.7358155392979744
7166	71.66	0.21378344285671705	0.4234598704558449	0.28700667461881807	55	1	1	55	0.3910525952539268	2.7381229631962887
7167	71.67	0.21584611297362102	0.44305599434557985	0.3103625248170891	70	1	1	70	0.43610592343111404	2.7320624521612116
7168	71.68	0.21159552822661426	0.43993384734366436	0.30046029701788013	58	1	1	58	0.426981295379398	2.7365448310169223
7169	71.69	0.21200593042742968	0.4411675918068371	0.294906837136934	50	1	1	48	0.4000611971987822	2.730635469697565
7170	71.7	0.20880288466543676	0.44059228835829156	0.2888066686345445	71	1	1	71	0.40301331606323565	2.7389421049344547
7171	71.71	0.21420937171412785	0.46081731699577383	0.3140671548985209	77	1	1	76	0.4525506162369191	2.729756416041706
7172	71.72	0.20980660540033233	0.44585518581103667	0.29864028697499434	80	1	1	79	0.43998898157971256	2.7330740973163357
7173	71.73	0.20327468628542503	0.4565110440148231	0.3201173786341555	75	1	1	73	0.422561235080327	2.7389479580145375
7174	71.74	0.21283004083828985	0.4689480108022104	0.3149185632666425	58	1	1	57	0.43398957738225113	2.739145070955732
7175	71.75	0.23148837054584473	0.41746863845668924	0.3057060619498884	72	1	1	72	0.42016058572535864	2.7259662416602235
7176	71.76	0.21405507852260927	0.424341336040759	0.3067343900793087	60	1	1	59	0.40590826402201563	2.7363992261291585
7177	71.77	0.2109806848843206	0.44705534724206897	0.29437954584981985	62	1	1	62	0.42193575672770695	2.740433235225016
7178	71.78	0.21178941609717597	0.4316776865736903	0.32310252734928724	66	1	1	66	0.41501704927733796	2.728601612371084
7179	71.79	0.20439363987628517	0.4180570799026723	0.29572154801855843	59	1	1	59	0.40040325120156456	2.732794660493711
7180	71.8	0.20983236149140844	0.43310527165043855	0.30573484492086606	63	1	1	63	0.4241366619311955	2.729951074765589
7181	71.81	0.21321463155327863	0.44022975888455607	0.3067412645547052	78	1	1	78	0.4265407012318791	2.7290084006729503
7182	71.82	0.21631835560117554	0.4458638226780664	0.3144158407461404	66	1	1	66	0.4145877804051765	2.7309003459196584
7183	71.83	0.22614608507983552	0.4288342028528741	0.3145027817976443	72	1	1	70	0.4068530649520077	2.7356940700851897
7184	71.84	0.23145722786679523	0.43287614307514	0.2978016863399665	52	1	1	51	0.41397560296208624	2.7386288366404075
7185	71.85	0.21604838112744287	0.4558604136786618	0.2904907959133849	70	1	1	70	0.4304965949579568	2.739687307920163
7186	71.86	0.21343683755495446	0.4300580647674884	0.32333550651837684	75	1	1	73	0.4066244606603323	2.72963240465612
7187	71.87	0.21445952189724019	0.44965063403440714	0.289779410230376	54	1	1	54	0.4169966069969786	2.7341659516375483
7188	71.88	0.19362335927721336	0.4054355541125516	0.28215247649523956	74	1	1	73	0.4099659621132054	2.734624092885984
7189	71.89	0.2078931376364359	0.3987000808458717	0.28070055394934074	67	1	1	67	0.3801026913857247	2.735905139586771
7190	71.9	0.21044733443880922	0.4466893323402501	0.30707004963424833	73	1	1	73	0.43842970924764374	2.7254629171111
7191	71.91	0.2073992304101396	0.41038847259715483	0.2839244732973944	67	1	1	67	0.400921509212684	2.7325146852723257
7192	71.92	0.1919940743967843	0.4339868944470241	0.26965917836098696	73	1	1	73	0.4123801665596093	2.7337074388383495
7193	71.93	0.19321039642352078	0.4257075920542154	0.31649030338833545	59	1	1	59	0.41776452530627184	2.730654102694126
7194	71.94	0.1978975302788033	0.4459601395302397	0.2978762543244241	66	1	1	66	0.42533686017742134	2.731438890538341
7195	71.95	0.1999189097134401	0.44702768766698914	0.3028100420610643	61	1	1	60	0.434203654380169	2.7322560847882653
7196	71.96	0.1946153856080153	0.46791929945300803	0.3067535212280526	60	1	1	60	0.45504684347462865	2.7408449425165444
7197	71.97	0.19740481610631722	0.42234672545982	0.32100292143411335	80	1	1	79	0.42452922927212333	2.7345561114204964
7198	71.98	0.20946908822054114	0.41381439385398694	0.2989333688381264	66	1	1	66	0.391290654895784	2.736894123114971
7199	71.99	0.2010109348036858	0.47654289094489577	0.30526216377663495	72	1	1	72	0.4563441039280006	2.7321397102849425
7200	72.0	0.20612451274342963	0.4383894766820899	0.316603964470054	57	1	1	57	0.4161451616192456	2.7340959933651314
7201	72.01	0.2100379767410566	0.4195404722440627	0.3030400864216084	50	1	1	50	0.4128120901045456	2.7301872069933597
7202	72.02	0.2077739937160064	0.4346058649059919	0.30949575790496164	65	1	1	65	0.42027651048365283	2.72703710757767
7203	72.03	0.2043118201256028	0.4447170050326094	0.29724570917519016	78	1	1	78	0.423777412411511	2.73008561656942
7204	72.04	0.20927719026071814	0.43991924554390505	0.3003822595704832	64	1	1	64	0.41828743733973894	2.7287644526269497
7205	72.05	0.21071958850521874	0.469594535380358	0.29725107113509336	74	1	1	74	0.4438219925447832	2.728150335163456
7206	72.06	0.21154056773372484	0.45108793805305714	0.2949930446241802	81	1	1	80	0.4485689423324204	2.733863967860801
7207	72.07	0.2045388410356291	0.43939331573223017	0.2827806401554993	70	1	1	70	0.43213203564870994	2.7323252236384374
7208	72.08	0.2017489342659176	0.43218031330671014	0.30057289237133844	71	1	1	71	0.41122100531923855	2.7296887582735723
7209	72.09	0.20197571623801897	0.455741628010703	0.3014196869197417	77	1	1	77	0.4221547382414859	2.732684585458549
7210	72.1	0.19964541007049305	0.4542227135110116	0.280171605607356	73	1	1	73	0.43629202005599926	2.7291004512918717
7211	72.11	0.19919714411664785	0.423752196856638	0.268747143043779	56	1	1	56	0.41394345514259745	2.7281015177231147
7212	72.12	0.19652449533044164	0.46175095146647716	0.31333768721437727	81	1	1	80	0.4309297214896013	2.7293388250513475
7213	72.13	0.20322617789723588	0.48365677855161116	0.2979457586988395	50	1	1	48	0.43432416955779934	2.736729639202113
7214	72.14	0.19872451173575356	0.45721366099106	0.30061002550027666	87	1	1	87	0.4338917768865967	2.7274245871634255
7215	72.15	0.19074508566557247	0.43694203605848514	0.2920430414379386	55	1	1	54	0.41117890681324054	2.7324642697964228
7216	72.16	0.18957967332047682	0.4901316628254091	0.30292571798166745	53	1	1	52	0.4361649463781519	2.730615040339141
7217	72.17	0.18596451278501605	0.4380480579577789	0.2814007617543604	57	1	1	57	0.42415539634073285	2.735646042570292
7218	72.18	0.19337574368231147	0.44139447518878117	0.29527616886284364	75	1	1	75	0.4238445476144907	2.733085632616063
7219	72.19	0.19615220472073072	0.45470001028813184	0.27224462360467505	54	1	1	53	0.3927051164462436	2.7377878341799846
7220	72.2	0.18889162601510417	0.4699451493388385	0.28764412729406535	69	1	1	69	0.4402674392231839	2.7438857699600367
7221	72.21	0.1923690998647305	0.4718919401435813	0.2871394094871881	89	1	1	89	0.4429299404995414	2.7297779949741536
7222	72.22	0.19000908160356017	0.4672130584038977	0.311983872921816	70	1	1	70	0.419374358222265	2.7373879572310065
7223	72.23	0.19276887861583097	0.4712015039562957	0.29852157810775354	81	1	1	81	0.440741321601897	2.7369136429524175
7224	72.24	0.18652341282549054	0.4679587523366977	0.28648368264591106	65	1	1	64	0.43475603912011945	2.7363984592811126
7225	72.25	0.19120809266503883	0.4751938879295297	0.3058258210293595	78	1	1	77	0.4396096097289952	2.7389635308410494
7226	72.26	0.18477902874175728	0.43968475506591187	0.29289219267656436	49	1	1	49	0.42622834499988427	2.741393430786625
7227	72.27	0.18559902193615793	0.4512004855531714	0.29782054485741927	54	1	1	54	0.39973821133312737	2.7400086180523213
7228	72.28	0.18980593727262027	0.47433134685063283	0.3222330083986075	72	1	1	72	0.44250120042080576	2.7346803206363424
7229	72.29	0.19385657421790126	0.44813211285876803	0.31308749763171273	73	1	1	73	0.41744118553105797	2.7382894428185702
7230	72.3	0.19274369197981397	0.4937672270013588	0.2896655013224132	74	1	1	73	0.45882016500027295	2.7415574202701256
7231	72.31	0.1878250200392736	0.4335600911114968	0.30583094999161936	62	1	1	60	0.39606891071371575	2.73885831707329
7232	72.32	0.19174021671512906	0.4402345171300657	0.29878097858484265	62	1	1	62	0.41438827120086985	2.739608227120088
7233	72.33	0.1914072638572441	0.4833175759646878	0.289819162625119	70	1	1	70	0.44912279281635864	2.7409271022742923
7234	72.34	0.18721038742555293	0.48591360751319135	0.3046473555327915	71	1	1	69	0.43111239241379684	2.742889995303813
7235	72.35	0.19151845468498976	0.4763961358889482	0.3217905009460936	67	1	1	67	0.4396314076088165	2.740284881949205
7236	72.36	0.18755588442527238	0.43945928645173477	0.28285903604118146	61	1	1	61	0.41081311934719833	2.7277870068248022
7237	72.37	0.18320103133241455	0.41906056606239395	0.31846233990047657	45	1	1	45	0.3932283934029792	2.7389119648764693
7238	72.38	0.1884191735330516	0.44428411105879	0.3092024391043789	75	1	1	75	0.42784241563287984	2.7369672769392603
7239	72.39	0.19305989231414397	0.4601197014179899	0.31162510203927657	74	1	1	74	0.41450895021488476	2.7339480631997053
7240	72.4	0.18847986174985093	0.4741668847111752	0.285513598541388	72	1	1	71	0.4096986365139877	2.734972300535713
7241	72.41	0.18719929556929232	0.48338828555584046	0.3064459038319248	77	1	1	77	0.4493373129188525	2.739074573957163
7242	72.42	0.18788167435995734	0.46746044352484806	0.2873483171223105	69	1	1	68	0.4596655641487108	2.731026905246239
7243	72.43	0.19282928918271683	0.44503889318016326	0.3071189643651891	65	1	1	65	0.4375633170006828	2.734816121265226
7244	72.44	0.19696174102996053	0.41689164653830335	0.31900695263364054	74	1	1	74	0.40842833611187696	2.7253947800682186
7245	72.45	0.18797650158001167	0.46574442374443803	0.3021161392084023	57	1	1	57	0.4546646095658076	2.7405829731011293
7246	72.46	0.20037937712882187	0.47309306628531234	0.2902722078577974	71	1	1	71	0.4511557006035824	2.7360582499727277
7247	72.47	0.19779977217390882	0.4777401875608069	0.2911267344213498	61	1	1	61	0.4561502760534995	2.738431126801999
7248	72.48	0.19585955757447399	0.47356537895159284	0.31529951821318847	67	1	1	67	0.44869218242198033	2.74028024717031
7249	72.49	0.19589010715665162	0.4601559365164535	0.2878785910381535	75	1	1	75	0.4133558508903447	2.7458428774250154
7250	72.5	0.19159587225389924	0.45270918678105776	0.2943211779421663	68	1	1	68	0.42534173850191914	2.738245116877456
7251	72.51	0.19586721905380192	0.453445328662281	0.29917366058344375	40	1	1	40	0.4073785127621437	2.7402966179242676
7252	72.52	0.19330510986043342	0.4757985612226293	0.3159306853822428	75	1	1	75	0.4415361462955899	2.7365156721671964
7253	72.53	0.20040974710993095	0.4554857745090163	0.303198082610588	68	1	1	68	0.43225251570018275	2.728146804900738
7254	72.54	0.19493352531574826	0.43204467007151254	0.31088588883514634	71	1	1	71	0.4143081241150403	2.731453762001633
7255	72.55	0.1943385191039369	0.4614104963788105	0.2919228738762695	68	1	1	66	0.412747788227113	2.733134133199848
7256	72.56	0.19382201826188877	0.49538763766854366	0.3141529165024945	63	1	1	61	0.4297888712159515	2.7378514071563047
