frame	time_ns	protein_backbone_rmsd_nm	ligand_heavy_rmsd_after_protein_fit_nm	protein_ligand_min_heavy_distance_nm	protein_ligand_heavy_contact_pairs_le_0_40_nm	pocket_occupied_le_0_50_nm	pocket_occupied_le_0_40_nm	pocket_ligand_heavy_contact_pairs_le_0_40_nm	pocket_ligand_com_distance_nm	protein_radius_of_gyration_nm
811	8.11	0.1520945656873764	0.3761396714077788	0.2802648231291866	75	1	1	75	0.3441571249990195	2.725601103066909
812	8.12	0.15872355707223498	0.36972811848991854	0.27947557639667286	83	1	1	83	0.3121215556618274	2.729582140574654
813	8.13	0.15580101278068778	0.3781681077185501	0.2726336069783901	78	1	1	78	0.3331532345681404	2.726433071150766
814	8.14	0.15539231691190597	0.36244330719110524	0.2661367561164608	78	1	1	78	0.33247954199886165	2.7271011220634347
815	8.15	0.1627239620283798	0.3464012975776045	0.2740679289734845	69	1	1	69	0.3338969069722046	2.7311016363768377
816	8.16	0.15231981044624204	0.38545428649038477	0.2877359575715633	67	1	1	67	0.3460247515604918	2.742512993909209
817	8.17	0.1513980598003565	0.36196865911626147	0.28148405933158793	77	1	1	77	0.3472527621137199	2.7269524308860933
818	8.18	0.15633261923637568	0.3367787159726405	0.26609310747047227	65	1	1	65	0.2913262223950941	2.7318213787559698
819	8.19	0.15354056205759947	0.37275693726294545	0.2710476173106605	85	1	1	85	0.31382388841125813	2.7376478890286293
820	8.2	0.14976977205566772	0.3774973948457776	0.2657834427371462	69	1	1	69	0.3318727593707193	2.7401612395837733
821	8.21	0.16279687438211515	0.37597172084916797	0.27169916223965135	95	1	1	95	0.3203382686966362	2.7367958024479258
822	8.22	0.15222454957841117	0.37408430679093485	0.2756398503859364	70	1	1	70	0.34313662747835305	2.7339368757236286
823	8.23	0.150845236473316	0.35956616556622323	0.2665542331491781	69	1	1	69	0.31830416161721775	2.7295080277965216
824	8.24	0.15118186765813063	0.34333763264833506	0.26078516181745115	80	1	1	80	0.3261796594642552	2.7316146072320557
825	8.25	0.16282589051033444	0.3449375022183753	0.30529183116191166	69	1	1	69	0.32958996916374417	2.734785277468502
826	8.26	0.15437350174049497	0.3291660823835943	0.28344689148855406	71	1	1	71	0.29304428460479715	2.733066320221268
827	8.27	0.1454899160766307	0.33165781409350653	0.2713387651855989	66	1	1	66	0.27777882622688865	2.7342911390182025
828	8.28	0.15049683741135383	0.34698957610829423	0.2897330838050896	76	1	1	76	0.3053832754394814	2.7375376842147703
829	8.29	0.14729006103188863	0.32852116558218325	0.29536906830483617	72	1	1	72	0.26254259268449437	2.7320545650524255
830	8.3	0.15717680032938094	0.30829108162608043	0.2698229450289159	73	1	1	73	0.27015235052021	2.71962791143558
831	8.31	0.15669994443087262	0.3295135147474241	0.28826542265511146	72	1	1	72	0.3010527013785519	2.725276843085275
832	8.32	0.15493920125744937	0.2685726100337559	0.3012470237256254	66	1	1	66	0.25694248640797984	2.7256879881524645
833	8.33	0.15145167293765055	0.35319313045854006	0.27928216239802006	73	1	1	73	0.31171001638793916	2.7239205432858924
834	8.34	0.16441067285626468	0.3323236509441511	0.2666097408750375	69	1	1	69	0.29199340277203445	2.7333425971214638
835	8.35	0.1634776833129546	0.36200730013304705	0.2827625017807038	81	1	1	81	0.2729891293801611	2.734905919769787
836	8.36	0.1609816496900051	0.3385175183509387	0.2870504846633171	65	1	1	65	0.29081931373706343	2.737002159540421
837	8.37	0.16309479985137448	0.31756743821725003	0.2768825394467942	67	1	1	67	0.2892911987636491	2.7258826731257217
838	8.38	0.15796414345160803	0.3287536488398336	0.2639270315666899	67	1	1	67	0.27823789612353117	2.7308230240849967
839	8.39	0.1595455660749598	0.3155971525316471	0.2833471980795966	70	1	1	70	0.28997542296866036	2.7267995530700726
840	8.4	0.16170901912391294	0.3321288688994633	0.2837349192605852	63	1	1	63	0.30646950268863904	2.7294459625462624
841	8.41	0.16555995909677618	0.38242904390248345	0.2858687527475593	58	1	1	58	0.3616936699912167	2.7203804786871673
842	8.42	0.15944042618804516	0.35599682278576716	0.28490443361656514	67	1	1	67	0.3298250605429277	2.7276473701124893
843	8.43	0.1542962536712499	0.31252946519475405	0.27778565972896196	76	1	1	76	0.32320198254452304	2.7283696565856714
844	8.44	0.1546509807639218	0.3315785138257801	0.26878431139186293	57	1	1	57	0.31161391776870884	2.724225300848149
845	8.45	0.16790208120624914	0.34136125595859923	0.2592026868670695	84	1	1	84	0.2863490185051411	2.732366132272989
846	8.46	0.17360409010168973	0.3635910460656192	0.2920849643190913	84	1	1	84	0.32157445516419714	2.7329624861766866
847	8.47	0.1629906208548322	0.3960174812214763	0.2725991045017855	67	1	1	67	0.37256337644022636	2.7314810429057483
848	8.48	0.1692009741517735	0.36025120458533383	0.27338497278568	68	1	1	68	0.3094328686718467	2.73038523243745
849	8.49	0.1625902814413087	0.3841871248522633	0.2637369461400181	69	1	1	69	0.3637855041077612	2.7243236082454776
850	8.5	0.16334777070818332	0.3536697448063779	0.25583963681146504	56	1	1	56	0.31835859328677	2.7362839322480847
851	8.51	0.16505236804240994	0.34502452124339256	0.2840144320177095	64	1	1	64	0.3179840123821199	2.7279418929698354
852	8.52	0.16621889048791644	0.39780012280942356	0.27864285272808814	67	1	1	66	0.38232987737948976	2.7287028613381996
853	8.53	0.16601043289803916	0.3504116992861236	0.2602220327483725	71	1	1	71	0.31547064487640386	2.721823392277445
854	8.54	0.16166934866119284	0.35494712063968203	0.27055815883527023	64	1	1	64	0.2995708402520071	2.7267016019471733
855	8.55	0.15641838308028008	0.34098391276608875	0.282142576286976	76	1	1	76	0.32763005092537106	2.7234441542896626
856	8.56	0.1672965300318395	0.33075107746413307	0.2710755306199123	71	1	1	71	0.28081754073163484	2.7329066765939567
857	8.57	0.17013541696222875	0.3455684351247778	0.26947345510286475	69	1	1	69	0.3108729759634143	2.729604386098901
858	8.58	0.17143764803845213	0.35276058099643876	0.26757002199946894	62	1	1	62	0.34688226909591663	2.736463954654387
859	8.59	0.17326734931133156	0.3894985900652438	0.2691427240496175	70	1	1	70	0.35672253659412406	2.721360161929223
860	8.6	0.16519261651254952	0.36117457815564713	0.2879341269421584	68	1	1	68	0.3171644095976939	2.727858389102521
861	8.61	0.1714482228223811	0.33776857316324715	0.28760763786355686	86	1	1	86	0.27529140923738227	2.7338465289500125
862	8.62	0.1607237304872111	0.3522671616856946	0.2779804942327752	68	1	1	68	0.3200389451247047	2.7347681942555697
863	8.63	0.16309612087223505	0.3609016741604246	0.2727791983353034	86	1	1	86	0.3167124122386028	2.7274741438111
864	8.64	0.16329851072607177	0.3836623965673056	0.2724590243275894	68	1	1	68	0.3326760020092623	2.730456742378684
865	8.65	0.16935727547367965	0.3709255746636578	0.2681557416116043	53	1	1	53	0.3545456905423333	2.7283813704491005
866	8.66	0.16386266218852624	0.32804943597659253	0.26819751703625344	67	1	1	67	0.2861414357157857	2.7287615784852286
867	8.67	0.16708152849642027	0.3366524055269143	0.2718470513044863	72	1	1	72	0.28676362188223226	2.724104330185907
868	8.68	0.16682727557209126	0.33277223545232076	0.27446112452585947	77	1	1	77	0.3202757573791047	2.730258482183859
869	8.69	0.16106598532846556	0.36398900290138064	0.2836574701157203	77	1	1	77	0.36059678439306997	2.72767932786852
870	8.7	0.16480475744257422	0.33395753142797197	0.2671351363161944	71	1	1	71	0.29268293395266565	2.7316198883055707
871	8.71	0.17443465221935733	0.32625428582050986	0.27038302828156546	79	1	1	79	0.2863604479212788	2.728287687890279
872	8.72	0.16467243068967874	0.317684317412365	0.3176123041116862	78	1	1	78	0.26510818859192653	2.7259859396950143
873	8.73	0.16575725612122524	0.36114176277316967	0.3027363341841541	69	1	1	68	0.30787709962158527	2.734537118022767
874	8.74	0.16860453140816772	0.3590545726326637	0.25365522706495786	64	1	1	64	0.2988428721573783	2.7352865444074985
875	8.75	0.1655245689950866	0.3303617898689871	0.26713839127789807	68	1	1	68	0.2805683004334675	2.7375846808520388
876	8.76	0.1718545166855535	0.3436446179880211	0.2675552179947378	79	1	1	78	0.3046272137831168	2.7281145073167083
877	8.77	0.16789861087469032	0.3594015297201267	0.2763427028040254	64	1	1	64	0.31764709477232944	2.729540506279956
878	8.78	0.16124302732673895	0.3543171499117298	0.2899215736039719	77	1	1	77	0.32314938286774153	2.7292437274791896
879	8.79	0.16502596843819112	0.41457373594451924	0.2933200772489123	60	1	1	60	0.38776961977985075	2.7337125317469333
880	8.8	0.17443842343889643	0.34369257000299935	0.27721724866011765	75	1	1	75	0.3187982889991797	2.7328832881569736
881	8.81	0.17404486948309789	0.3467626827471013	0.2900659775472614	73	1	1	73	0.33386486697606044	2.7307568010559544
882	8.82	0.17884843257242075	0.38475143551445135	0.2662341504333479	77	1	1	77	0.3300717688916465	2.7316896529844295
883	8.83	0.1780940911404206	0.4189694349493013	0.291674884781324	74	1	1	74	0.3765984806906287	2.7233318537825997
884	8.84	0.1802947037095582	0.3433337362059599	0.2696513745972516	80	1	1	80	0.2944711096521686	2.7256691946145963
885	8.85	0.1837268855988598	0.38266059316424106	0.2698700744795629	71	1	1	71	0.34797204810591054	2.7281764188427897
886	8.86	0.17115557744777588	0.3309005154792716	0.2805524174147331	66	1	1	66	0.298147178367567	2.73149944707898
887	8.87	0.1744744823272409	0.33562504119993275	0.28913250872589974	76	1	1	76	0.3223914222662149	2.7251937729843716
888	8.88	0.18047471752534372	0.3461822902502906	0.2858301637889826	72	1	1	72	0.3214056477912771	2.7268505518455406
889	8.89	0.17702571068153994	0.36190460706324645	0.28256537021799016	65	1	1	65	0.3324047392573753	2.734444430550405
890	8.9	0.174237818491889	0.33498904802223006	0.2596972794636441	77	1	1	77	0.30750831698049086	2.7214106180630417
891	8.91	0.1807939132209679	0.3448958808080871	0.2599427428603342	73	1	1	73	0.29240145508003945	2.7234175756510557
892	8.92	0.1755086511191409	0.36058961863339656	0.3066250499985681	55	1	1	54	0.3274999260895469	2.729888181133228
893	8.93	0.17863774429025153	0.3356560098100521	0.27231560867887594	78	1	1	78	0.28647177111319033	2.7263169164222036
894	8.94	0.17637717650469706	0.3295565401295467	0.2624853067148962	69	1	1	69	0.2817242763425187	2.7331508241740154
895	8.95	0.17652673274676706	0.32538857576157737	0.2926244539748307	70	1	1	70	0.2785674816912206	2.736431136893529
896	8.96	0.1749814315732992	0.3405645680700621	0.2870048939573745	70	1	1	70	0.3042712396987343	2.7348806761943814
897	8.97	0.17016059298815583	0.3285020262501415	0.2645814995445486	66	1	1	66	0.30350322619494274	2.7345343122745636
898	8.98	0.1653760624322307	0.36274559820260166	0.27049901707437857	61	1	1	60	0.3295903547989685	2.737089033766784
899	8.99	0.17458971249575136	0.3376918161970052	0.2813265025217921	63	1	1	63	0.29761429978266163	2.7351013516731424
900	9.0	0.18931998584768875	0.3580230055955944	0.27059168868590555	81	1	1	81	0.3249849948571292	2.7317422051637097
901	9.01	0.18036590322717994	0.31750347293470993	0.2943657951129303	90	1	1	90	0.2817263420637501	2.72638843388416
902	9.02	0.1842746655431127	0.34264873127983325	0.2740536965774867	69	1	1	69	0.29914505702570393	2.731810775998059
903	9.03	0.17644352559960144	0.3363270273869028	0.2659994252285448	79	1	1	79	0.3048324302160781	2.7211595629656267
904	9.04	0.17857012179804738	0.34824275745371114	0.2805905420679565	62	1	1	62	0.3168166077806326	2.7236873203982594
905	9.05	0.164076099047735	0.31204577930380495	0.29459491839707186	63	1	1	63	0.27853857679602234	2.7263721173763207
906	9.06	0.1729190919590582	0.3403424275401686	0.278211851439722	61	1	1	61	0.2790601512688861	2.7284351983798008
907	9.07	0.1748793027531767	0.34133240841861645	0.2834353092653894	79	1	1	79	0.301322474980583	2.7158792555671036
908	9.08	0.17178479461429202	0.34385620715175963	0.29338031128700753	68	1	1	68	0.27960409360295857	2.724785227622811
909	9.09	0.16685583382628766	0.3895407033517634	0.2693772339591907	69	1	1	69	0.3494181642176563	2.7311584411578087
910	9.1	0.18040828383549334	0.3638667395712164	0.30392591098773997	67	1	1	67	0.31935702737120975	2.724780625332571
911	9.11	0.17057333527149485	0.3559268288164416	0.26539464213826547	78	1	1	78	0.33817922201081363	2.7303953479165766
912	9.12	0.17499020930558337	0.37320848299560144	0.28787746215867555	66	1	1	66	0.32980855663829495	2.7379062565648757
913	9.13	0.17967434698716125	0.2804439139641074	0.2879401589336049	61	1	1	61	0.2892064243832396	2.7230813316324296
914	9.14	0.18220893051059253	0.309755808125689	0.2833941937471714	67	1	1	67	0.29895070798083545	2.7254608413741503
915	9.15	0.1746067093980008	0.3649375393661407	0.2791451845875213	81	1	1	81	0.3199360142518203	2.725499943689131
916	9.16	0.17975900308821807	0.3700157376617329	0.25658887559956867	80	1	1	80	0.34128334248055825	2.723311825908365
917	9.17	0.16834808191465686	0.35107104094724495	0.29702033805411376	73	1	1	73	0.3285405384340685	2.72049984250785
918	9.18	0.17118225767810574	0.37414093811941457	0.2835014760265626	72	1	1	72	0.3356201599552213	2.7314293188685177
919	9.19	0.1721271467634314	0.32702648779072996	0.2668206421203512	66	1	1	66	0.29345007588341737	2.729987889488529
920	9.2	0.17971572410980727	0.312092320987733	0.301140701153049	63	1	1	63	0.3156574782074927	2.73195358579693
921	9.21	0.17108562067508631	0.3776913677853672	0.2887637848263987	58	1	1	58	0.3381658203753961	2.7331435885381126
922	9.22	0.17636934676435048	0.32215042290189355	0.2564400953895974	83	1	1	83	0.31384122380705404	2.733575994044954
923	9.23	0.17061639990434727	0.32819599226977814	0.2816845276022259	67	1	1	67	0.3011782921329742	2.733775847666023
924	9.24	0.1673837422935593	0.30502710631780316	0.29376239450612646	69	1	1	69	0.29414216447275665	2.731077463198858
925	9.25	0.17096423266686595	0.34803093350159287	0.2619737589696134	80	1	1	80	0.30802805622150425	2.7310642362888844
926	9.26	0.1740751866494084	0.3661930828979948	0.3040951545891172	75	1	1	75	0.3201820114673132	2.7330044136971536
927	9.27	0.1748698930835685	0.3469099247754593	0.28740819370736187	59	1	1	59	0.3127458540049596	2.727440781117774
928	9.28	0.18910580017733372	0.3020788394833302	0.2964013770356349	60	1	1	60	0.2836085944767193	2.732026458214258
929	9.29	0.1808380978426803	0.3254352813322685	0.276459290134148	71	1	1	71	0.2881163888707542	2.725441855324465
930	9.3	0.18420581861631616	0.3086848807838448	0.27548105861432115	61	1	1	61	0.2795012545273951	2.7239266978370855
931	9.31	0.18461094526317737	0.33930532163675603	0.2500129176260997	66	1	1	66	0.3070373538374921	2.729322740259027
932	9.32	0.19648412385627542	0.3447354306178284	0.2654998817501836	67	1	1	67	0.3116076706232078	2.7225597179941565
933	9.33	0.18772508482743336	0.3338229049016913	0.27535867075798726	72	1	1	72	0.3046373178450391	2.7220508943484174
934	9.34	0.17491678733618074	0.34861770784979595	0.29569995241183855	58	1	1	58	0.30874148605741963	2.7310314625957886
935	9.35	0.18088407489725813	0.34880134048441575	0.26218748972764777	67	1	1	67	0.3009987259719356	2.724677503500008
936	9.36	0.1755679197942052	0.32805122198011544	0.2820434607007214	59	1	1	59	0.30128400045609416	2.73140929972124
937	9.37	0.17322126488455808	0.3926990215763867	0.3189826712567167	72	1	1	72	0.33016276095329145	2.738158211409494
938	9.38	0.17109830864936373	0.34754120068731786	0.29034834518288605	74	1	1	74	0.3256952565865808	2.7388256582942363
939	9.39	0.17253845969650491	0.3532492428906213	0.29621252477218574	58	1	1	58	0.3091444942776912	2.7334082589025326
940	9.4	0.16541455813097697	0.3789224228046003	0.3177639897792794	65	1	1	65	0.3218869556254921	2.7403175238695754
941	9.41	0.17929308820377524	0.3561070219089432	0.3120291712984754	55	1	1	55	0.3014108630106084	2.739953078022126
942	9.42	0.16910974327206388	0.3561815057777633	0.29650339716553026	82	1	1	82	0.32787237251352913	2.732183693376724
943	9.43	0.16696382223544554	0.3650298706116576	0.295237047677566	81	1	1	81	0.3128187244745095	2.732205741340503
944	9.44	0.18245257925148334	0.3504484993290634	0.3002947191952675	62	1	1	62	0.33500415541969986	2.7279598327199746
945	9.45	0.17466017661978298	0.380410900306497	0.2745772924629324	62	1	1	62	0.3464030586137684	2.7242361208426056
946	9.46	0.17562708909454386	0.3397130998745615	0.3038291960591038	62	1	1	62	0.3087255945400602	2.7256857276509336
947	9.47	0.17716846290389113	0.3646119440794172	0.29479798219944997	69	1	1	69	0.3060270626477497	2.727766694975722
948	9.48	0.17710039303424469	0.3958342756849208	0.2961383710069117	69	1	1	69	0.3413680310685518	2.728030067736799
949	9.49	0.18712910864191654	0.3576330334383232	0.28225857556294953	84	1	1	84	0.3174557826144616	2.728480063540486
950	9.5	0.17280015246432479	0.41183274679300974	0.3211762382250567	65	1	1	65	0.37715636912845774	2.728545723801679
951	9.51	0.16916799769567226	0.37199777411882373	0.2935850046532409	63	1	1	63	0.33241817275794244	2.734797345156339
952	9.52	0.17186122536160323	0.36398486626530524	0.3144583241469125	77	1	1	77	0.32606682440785817	2.7268881742545372
953	9.53	0.17005962477240993	0.3743667709701727	0.3006078202566884	85	1	1	85	0.31270528221406596	2.7290220682974895
954	9.54	0.17228480749764968	0.37155059178224353	0.29274560048593	66	1	1	66	0.34297647418321653	2.7304360710768205
955	9.55	0.170013752428268	0.3410011029883041	0.3111284837618956	67	1	1	67	0.29045254518556485	2.7278465109701506
956	9.56	0.16336871639154765	0.31712610326683244	0.2835155052716082	84	1	1	84	0.28979316372336283	2.727510557317623
957	9.57	0.17365037079923207	0.36689620254516364	0.2908855576454969	70	1	1	70	0.3342559802555475	2.7252365169643986
958	9.58	0.16470191460268047	0.3972315710541351	0.3014973183286761	64	1	1	64	0.33459104001770107	2.734100299065911
959	9.59	0.1727750112896733	0.3267873149738208	0.32668121978358927	53	1	1	53	0.2794574822701239	2.723180719002645
960	9.6	0.16967661941319054	0.36628068919245427	0.2867502056873591	68	1	1	68	0.3013943724173217	2.7361693497352673
961	9.61	0.1715630175427139	0.3277629283365832	0.29990285498627867	53	1	1	53	0.29333521293771125	2.7313322737528454
962	9.62	0.16583394696221124	0.3632606057732878	0.30591528908190163	63	1	1	63	0.33522717382866735	2.7257188342286782
963	9.63	0.15890377290029162	0.3486058318950939	0.30950931548437316	55	1	1	55	0.3246448219965598	2.7315575547339486
964	9.64	0.16512967353231262	0.371888350203772	0.29175547950571207	55	1	1	55	0.34760907177863554	2.731574413454486
965	9.65	0.16570830443357415	0.38486641747271205	0.28806981480726435	59	1	1	59	0.32881216289753656	2.7323415142097343
966	9.66	0.1661624461868782	0.3667760303950577	0.29335626914610147	71	1	1	71	0.33026148713905024	2.7379011973455047
967	9.67	0.16962428100100388	0.3507423571508522	0.27284051555625044	77	1	1	77	0.32173684677887054	2.7344328661464723
968	9.68	0.17773107745551522	0.36536472189521085	0.31216341604894166	60	1	1	60	0.34561070197132304	2.723146405201739
969	9.69	0.16389204760117276	0.393732698267473	0.30034303884692537	85	1	1	85	0.35031496485304775	2.739134797507772
970	9.7	0.17067784967296837	0.3831692758179053	0.2829384961756135	63	1	1	63	0.34177871032767215	2.7290579983808603
971	9.71	0.17619835090719282	0.34181869972591045	0.2950220259394761	69	1	1	69	0.31436589706429297	2.732082904850581
972	9.72	0.17766349369979487	0.3636404336715259	0.29495913951838026	80	1	1	80	0.34807761127208214	2.7286367383629853
973	9.73	0.17544758691787354	0.3956838890843191	0.3060288660160226	77	1	1	77	0.3427065468762687	2.7258806775256312
974	9.74	0.1746678079674932	0.3896498956268686	0.30673405814160487	75	1	1	75	0.3680920380498968	2.7297909897332664
975	9.75	0.165738585356609	0.37415311192741274	0.2747744235812999	79	1	1	79	0.35601337008567635	2.7291203689582804
976	9.76	0.1749133130479518	0.4012988627385032	0.3181281796505789	66	1	1	66	0.36358513363436223	2.738608066461064
977	9.77	0.17129275033117386	0.36723797639346883	0.29669291392225833	74	1	1	74	0.3328601658227421	2.7334286707230935
978	9.78	0.17450419038738443	0.36852532412807815	0.2890711040644504	78	1	1	78	0.33070425800540143	2.732420116812211
979	9.79	0.1570565398941431	0.397274317770142	0.2899209303287891	60	1	1	60	0.3642489515754538	2.7314731398651886
980	9.8	0.16440179957528836	0.38385606320962984	0.2950490901738744	63	1	1	63	0.35571414852586547	2.722789069224346
981	9.81	0.16304227001682994	0.35845102354155095	0.3367795713505254	55	1	1	55	0.3559945461497797	2.7278686053356034
982	9.82	0.16915723212335937	0.35966176453982895	0.28875753197752463	58	1	1	58	0.3414992829824114	2.7245230782173047
983	9.83	0.17161170189395705	0.3821014299433608	0.30588050038816006	75	1	1	75	0.3647733551501225	2.7337230837266002
984	9.84	0.17277346215955755	0.3953410936501183	0.2942397699741787	82	1	1	82	0.384140104172273	2.7312899372643136
985	9.85	0.16332074325084966	0.3721037085967934	0.290670016262822	65	1	1	65	0.3578754469345944	2.732659996450219
986	9.86	0.1617117474388332	0.3500379754867634	0.29701530135710835	49	1	1	49	0.3283197780287183	2.7296175424430382
987	9.87	0.15798159605160927	0.342696761186645	0.31147336905537537	71	1	1	71	0.34189583872399204	2.7294848582872056
988	9.88	0.163885178542399	0.35112169868147625	0.3113630825633843	75	1	1	75	0.34455218556560097	2.7277562203333345
989	9.89	0.15900175740521705	0.3385699166458421	0.3099887115035232	75	1	1	75	0.31261817196441544	2.7295566375492206
990	9.9	0.16143227824380696	0.38613091638969504	0.2988539935832041	82	1	1	82	0.34281278869194143	2.7223645092409607
991	9.91	0.15800502309343695	0.34909408677587833	0.3140366696590418	60	1	1	60	0.3394511401464824	2.72541018892261
992	9.92	0.16462339878538795	0.38204677720912844	0.3103928984539447	66	1	1	66	0.36726080266724404	2.7297895407050077
993	9.93	0.16832281688877088	0.36245654131488914	0.2923043484073722	72	1	1	72	0.3545855745889698	2.720902864732226
994	9.94	0.15372363735046365	0.39694764087734274	0.3053231033750924	61	1	1	61	0.36552135347969106	2.7289020051341017
995	9.95	0.16461063086518576	0.4084421818010441	0.3075548249356285	58	1	1	58	0.3771805720990631	2.729340156967014
996	9.96	0.1647528218660725	0.3551689625342045	0.2913642687742314	76	1	1	76	0.33397133172103977	2.727025638485297
997	9.97	0.16796157514746282	0.4003002453729314	0.28964433285563357	73	1	1	73	0.3667859565192007	2.734076104164726
998	9.98	0.17707325247389322	0.3824302148153199	0.2884648014214235	81	1	1	81	0.3445787059671234	2.7316601347212996
999	9.99	0.17206926001720743	0.3615644746760591	0.30215561806734886	68	1	1	68	0.3218217151010303	2.738509049499118
1000	10.0	0.16444774312761448	0.3663951160076938	0.2625263421496201	65	1	1	65	0.36353718669441537	2.730498975037059
1001	10.01	0.16992097816105023	0.3804788199452735	0.28665302479171195	65	1	1	65	0.34714210775418625	2.7403442043328456
1002	10.02	0.17031188989987464	0.4075900467731114	0.2851996804922002	71	1	1	71	0.38670453053424575	2.730785197177014
1003	10.03	0.17165779424795144	0.4049286772821804	0.30216514984716414	59	1	1	59	0.36638552847523714	2.733692982302329
1004	10.04	0.18370715980472888	0.38848861381460476	0.3031204483327502	64	1	1	64	0.35844667021867294	2.729446569770624
1005	10.05	0.17904761790172613	0.3966594012704485	0.2800461289808976	80	1	1	80	0.3622101058903814	2.724056317680384
1006	10.06	0.1671087821049904	0.34202682828232184	0.29747791249333033	58	1	1	58	0.31335489230776015	2.7258940126599103
1007	10.07	0.16800292475443496	0.38604136860045707	0.29456906014559686	64	1	1	64	0.3438633830469553	2.726598695420236
1008	10.08	0.1752601392764346	0.374640345793931	0.3114947948500291	55	1	1	55	0.3514735509640853	2.724777114913832
1009	10.09	0.16546733758809368	0.40960637766354174	0.3034834425852465	75	1	1	73	0.39470702015854653	2.730911229862879
1010	10.1	0.16748921334715197	0.41011332812931683	0.2998617554307453	67	1	1	67	0.3606411502246115	2.728988233402265
1011	10.11	0.16801373147636406	0.4126737735518168	0.31524620379898854	60	1	1	60	0.36640898813435946	2.736229690805133
1012	10.12	0.19053127221700666	0.3753296756663572	0.2988124219018248	73	1	1	73	0.3292651193083362	2.726618256847572
1013	10.13	0.17861697187514394	0.39545339336951024	0.31122075059980886	71	1	1	71	0.3678385768869571	2.7295693573385558
1014	10.14	0.1814167723365023	0.3915984005216481	0.2921469729478946	75	1	1	75	0.3523514418228405	2.730912095154876
1015	10.15	0.17267788325729308	0.4389018691548287	0.30153094715583856	82	1	1	81	0.39170804959552535	2.7355090547815424
1016	10.16	0.17918917363220752	0.4243594052566541	0.30513089455134673	53	1	1	53	0.35004413091076825	2.7389327013474074
1017	10.17	0.17893535356791918	0.3868958418707982	0.2854155097888176	79	1	1	79	0.3518829639677015	2.7419457167438384
1018	10.18	0.18209860053615765	0.3657635669669305	0.32090371069742996	71	1	1	71	0.3323470531633023	2.7317705840749267
1019	10.19	0.18857786890007489	0.37800089903472883	0.30639351853943275	74	1	1	74	0.3445426430547956	2.7361810414744405
1020	10.2	0.1831627409778247	0.3809914127863806	0.2892162004365702	85	1	1	85	0.32902784857643674	2.736437624312603
1021	10.21	0.18324945722951597	0.37098885197775644	0.28740715239904585	61	1	1	61	0.34769499925070063	2.7386394368911504
1022	10.22	0.17294474412505295	0.36782845612483867	0.318317533388046	73	1	1	72	0.34560692505928253	2.74159998167222
1023	10.23	0.18434461590639145	0.3936569486929619	0.310755412239909	76	1	1	75	0.3515192401930775	2.7386319162136465
1024	10.24	0.17645567298769857	0.3742603932074512	0.27598790403638945	76	1	1	76	0.3380249130251802	2.734557212040291
1025	10.25	0.17987833236360745	0.37633409943351115	0.29632517221295696	65	1	1	65	0.3441424542602806	2.740047386103101
1026	10.26	0.1673471377992403	0.33041454076940385	0.3280379781601752	57	1	1	57	0.31420416442006893	2.733550973129358
1027	10.27	0.17790028255746113	0.3471080641299217	0.2790948072738163	73	1	1	72	0.32582877020720724	2.728863241935044
1028	10.28	0.17725707346763203	0.3532323172465875	0.31432659644511457	67	1	1	67	0.3315441420666665	2.736768691110928
1029	10.29	0.17621664814238167	0.3852672256966452	0.28255659080230455	70	1	1	70	0.3262086141571557	2.7439705551016274
1030	10.3	0.17433339447849566	0.3796781981473517	0.27505616727328386	75	1	1	75	0.3273926223255564	2.7437360222867584
1031	10.31	0.16341788952897168	0.3622590935040167	0.2836195588709311	78	1	1	78	0.32599652925996797	2.740242340762582
1032	10.32	0.16464486273964887	0.3684546064433108	0.274834703049607	75	1	1	75	0.32319147371120305	2.740013533833559
1033	10.33	0.1563240677390902	0.3973347951458168	0.3095417086696671	67	1	1	66	0.35430776987211055	2.7437379084334728
1034	10.34	0.16090611908363786	0.39303470993359263	0.29393362110974064	79	1	1	79	0.34818764267687774	2.7438530385617925
1035	10.35	0.1635867732552076	0.41057504897522357	0.30407623486447904	70	1	1	69	0.3701550283731473	2.74037858369243
1036	10.36	0.16272139574177152	0.40178662840331125	0.29291993846828335	66	1	1	66	0.3453406460305455	2.740554977421725
1037	10.37	0.15902478868020403	0.4343547798929411	0.30272118532189046	79	1	1	79	0.3728475316784956	2.7471799958763046
1038	10.38	0.1545955628025224	0.4131092033815544	0.2805107475508227	72	1	1	71	0.37443890515445455	2.7418990038662705
1039	10.39	0.15301938636917073	0.40900715119948955	0.3149687529841264	67	1	1	67	0.36470620416944455	2.739514151988943
1040	10.4	0.15480226908951972	0.406172561094624	0.29690697052787635	93	1	1	93	0.34270595140633764	2.743500263891138
1041	10.41	0.1562290139337355	0.4050027490256592	0.307256144360916	86	1	1	86	0.35273991842205127	2.744298324368831
1042	10.42	0.16838547544070853	0.3899557284173902	0.28792540179828136	91	1	1	91	0.3378445559581354	2.741363265628989
1043	10.43	0.17541581003698875	0.37107214609928185	0.31098249278858847	74	1	1	74	0.3368790874807686	2.741298788655869
1044	10.44	0.1696948382986137	0.3932665807459182	0.29045809696958086	78	1	1	78	0.35311006352787033	2.747110264791116
1045	10.45	0.18694056225084704	0.40076936945008657	0.31429933541076793	77	1	1	77	0.37352128568339216	2.7398697717193796
