"gene","distance","Z","FC","p.value","p.adj"
"ANKLE2",9.30793286950724e-11,-1.36123032840251,2.28059445689072e-08,0.999879506368925,0.99999999994277
"PDCD6",9.29606189371738e-11,-1.36142812776398,2.27478100333168e-08,0.999879660041817,0.99999999994277
"EAPP",9.16426111720355e-11,-1.3636390024248,2.21073399559844e-08,0.999881366237408,0.99999999994277
"TAF11",9.12515284704858e-11,-1.36430029076632,2.19190574473835e-08,0.999881872504214,0.99999999994277
"UPF3A",9.02278280902271e-11,-1.36604291989464,2.14300204965072e-08,0.999883197711183,0.99999999994277
"SMC5",8.86929529617171e-11,-1.3686879135177,2.07071251756427e-08,0.99988518464726,0.99999999994277
"ATP6V0A2",8.82112681950826e-11,-1.3695261168787,2.04828182477466e-08,0.999885808200814,0.99999999994277
"CUTA",8.6473970252108e-11,-1.37258241796756,1.96839556429903e-08,0.999888057178531,0.99999999994277
"SREK1",8.49461529643833e-11,-1.37531424647727,1.89945500500093e-08,0.99989003497805,0.99999999994277
"SYNE2",8.41763988916361e-11,-1.37670669112352,1.86518650475805e-08,0.999891031444871,0.99999999994277
"TTC19",8.40655798996197e-11,-1.37690805972729,1.86027866761732e-08,0.99989117490296,0.99999999994277
"BRD2",8.38534147411318e-11,-1.37729422305165,1.85090055440855e-08,0.999891449556318,0.99999999994277
"PAPOLA",8.38486287550273e-11,-1.37730294376711,1.85068927782398e-08,0.999891455751903,0.99999999994277
"RSBN1",8.38139315630519e-11,-1.37736617958672,1.84915793649967e-08,0.999891500668327,0.99999999994277
"NARF",8.37729807458507e-11,-1.3774408417068,1.84735141035248e-08,0.999891553680233,0.99999999994277
"IL7R",8.37683224920858e-11,-1.37744933669466,1.84714596959269e-08,0.999891559710465,0.99999999994277
"ATP6V1B2",8.33030522328494e-11,-1.37829988140617,1.82668393010591e-08,0.999892162015009,0.99999999994277
"TPGS2",8.20961378892695e-11,-1.38052543868592,1.77413650898094e-08,0.999893724397258,0.99999999994277
"TFRC",8.15763903302582e-11,-1.38149255293858,1.75174363537067e-08,0.999894397224095,0.99999999994277
"CRHBP",7.98243316325511e-11,-1.38479228190322,1.67730546251508e-08,0.999896665309999,0.99999999994277
"LAPTM4A",7.92926441136297e-11,-1.38580597786927,1.6550357525481e-08,0.999897353593427,0.99999999994277
"MAP4",7.75630965008267e-11,-1.38914449814504,1.58362320611253e-08,0.999899592538142,0.99999999994277
"BZW1",7.69666227161574e-11,-1.3903107506016,1.55936018053611e-08,0.99990036468909,0.99999999994277
"JUN",7.59387538762065e-11,-1.3923388896953,1.51798860723148e-08,0.999901695292244,0.99999999994277
"KDM5C",7.56524801217157e-11,-1.39290796215654,1.50656515942706e-08,0.999902065881122,0.99999999994277
"EWSR1",7.47777650153471e-11,-1.39465834830452,1.47192791218136e-08,0.999903198222754,0.99999999994277
"CYTIP",7.46509172868402e-11,-1.39491364578134,1.46693839823417e-08,0.999903362430463,0.99999999994277
"SMARCE1",7.43792147927437e-11,-1.39546174276504,1.45627957423804e-08,0.999903714156463,0.99999999994277
"TMEM59",7.32456434266564e-11,-1.39776724383135,1.41222916573237e-08,0.999905181594309,0.99999999994277
"TERT",7.29129863335113e-11,-1.3984496504008,1.39943055498934e-08,0.999905612227635,0.99999999994277
"MFNG",7.24924384938984e-11,-1.39931620529339,1.38333382735901e-08,0.999906156637836,0.99999999994277
"CPA3",7.03786926844816e-11,-1.40373841335744,1.30383900879919e-08,0.999908892937191,0.99999999994277
"CYBB",6.99909499025539e-11,-1.40456201496668,1.28951190208912e-08,0.999909394880385,0.99999999994277
"PSMA3-AS1",6.97726830466849e-11,-1.40502736537988,1.28148175402638e-08,0.999909677432551,0.99999999994277
"MRPL20",6.8625775081379e-11,-1.40749341965041,1.23969858264312e-08,0.999911162134975,0.99999999994277
"CD2",6.83835220023661e-11,-1.40801884588553,1.23096161105563e-08,0.999911475737935,0.99999999994277
"AAK1",6.73784757607344e-11,-1.41021598549339,1.19504413230237e-08,0.99991277679664,0.99999999994277
"C1D",6.68849903573152e-11,-1.41130515534949,1.17760303738388e-08,0.99991341562643,0.99999999994277
"LYPLA1",6.61721204898258e-11,-1.41289082100955,1.15263468261609e-08,0.999914338455159,0.99999999994277
"ZMYM2",6.61624602636025e-11,-1.41291240955631,1.1522981693248e-08,0.999914350960575,0.99999999994277
