"gene","distance","Z","FC","p.value","p.adj"
"CALM3",1.0982867043251e-09,1.13509949175926,0.107727946139831,0.742745813243592,0.999999989686377
"TRAM1",1.09147579422864e-09,1.13339349486046,0.106395961890842,0.744285192475295,0.999999989686377
"UBL4A",1.08984234003272e-09,1.13298278043374,0.10607774524159,0.744654532569491,0.999999989686377
"MPP1",1.08896311525071e-09,1.13276145648679,0.105906658914693,0.744853358276037,0.999999989686377
"TERF2IP",1.07439505828616e-09,1.12906831748274,0.103091992134149,0.748150207895287,0.999999989686377
"CD47",1.07088335290439e-09,1.12817065247882,0.102419172489654,0.748945622478694,0.999999989686377
"GPCPD1",1.06294910385061e-09,1.12613171584882,0.100907133210824,0.750743742574515,0.999999989686377
"RAB10",1.06202083635336e-09,1.12589218661149,0.100730966898746,0.750954202345687,0.999999989686377
"CENPT",1.06111936499516e-09,1.1256593733628,0.100560033261411,0.751158604546797,0.999999989686377
"JAK1",1.05961188836539e-09,1.12526961585071,0.100274515485191,0.75150045313215,0.999999989686377
"ITM2B",1.05881354426998e-09,1.12506298189113,0.100123472615948,0.751681512379196,0.999999989686377
"KCTD20",1.04877732253015e-09,1.12245208558131,0.0982343789856851,0.75395882516774,0.999999989686377
"ZMYND8",1.04778308939146e-09,1.12219209325848,0.0980482163396448,0.754184542885866,0.999999989686377
"MCTP1",1.04378574511447e-09,1.1211443154669,0.0973015258088851,0.755092259542532,0.999999989686377
"RAB11A",1.03978051868785e-09,1.12009047979798,0.0965562254718561,0.756002105384723,0.999999989686377
"RNF11",1.03215542209347e-09,1.11807304627199,0.0951452528030617,0.7577351923201,0.999999989686377
"LPIN2",1.02776986729337e-09,1.11690603050955,0.0943384397065046,0.758732525349405,0.999999989686377
"ELF1",1.02622213091262e-09,1.11649299367106,0.0940545218770145,0.759084596969465,0.999999989686377
"CLCN3",1.02365278307935e-09,1.1158059608163,0.0935841436719288,0.759669170088079,0.999999989686377
"SNAP29",1.01252535789109e-09,1.11281069226651,0.0915606242288571,0.762202441892686,0.999999989686377
"CARD19",9.94844680213684e-10,1.10798373801749,0.0883908869156515,0.766232863710058,0.999999989686377
"RYBP",9.79786414890504e-10,1.10380527627449,0.0857353163611572,0.769670490481607,0.999999989686377
"MFSD1",9.77063734816294e-10,1.10304298813972,0.0852594871382835,0.770292532380456,0.999999989686377
"SLC2A3",9.75461326652035e-10,1.10259336686797,0.0849800612156024,0.770658698501084,0.999999989686377
"OAZ1",9.7483924103817e-10,1.10241861819303,0.0848717062963054,0.770800864998391,0.999999989686377
"IL6ST",9.71753417754451e-10,1.10155015119107,0.0843352392364983,0.771506188245759,0.999999989686377
"TYMP",9.71282797830003e-10,1.101417461108,0.0842535719486816,0.771613773942873,0.999999989686377
"OSTF1",9.70376175077569e-10,1.10116166163143,0.084096356038024,0.771821044101968,0.999999989686377
"TUBB1",9.58810297537658e-10,1.09787747784837,0.0821036202274682,0.774466634661579,0.999999989686377
"VPS26B",9.36529631342726e-10,1.09143872485777,0.0783321367295457,0.779570500800205,0.999999989686377
"ICAM2",9.36500930610132e-10,1.09143033339558,0.0783273356956313,0.779577081505189,0.999999989686377
"RILPL2",9.28030209533501e-10,1.08894248773124,0.0769167906809947,0.781519996190981,0.999999989686377
"HOOK3",9.27029068469932e-10,1.08864696891711,0.0767509274982591,0.78174971658012,0.999999989686377
"B2M",9.2121128626187e-10,1.08692338661982,0.0757906144379479,0.783085032757724,0.999999989686377
"WBP2",9.19125391499477e-10,1.08630279162863,0.0754477782930048,0.783563949956585,0.999999989686377
"LEPROT",9.03973563084874e-10,1.08175252640658,0.0729807608889774,0.787045229632162,0.999999989686377
"FNBP1L",9.02862821054736e-10,1.08141599349815,0.0728015233547029,0.787300601836237,0.999999989686377
"GAS2L1",8.72591133788665e-10,1.07208290013857,0.0680015042108683,0.794269124632725,0.999999989686377
"CTSA",8.72200999863134e-10,1.07196053682376,0.0679407111038481,0.794359041776902,0.999999989686377
"CD68",8.68473629744485e-10,1.07078872869677,0.067361259663821,0.795218254830073,0.999999989686377
"EGLN3",8.64696329046503e-10,1.06959613301554,0.0667765777775692,0.796089231057085,0.999999989686377
"FAM212A",8.60020347291591e-10,1.06811263494034,0.066056320760208,0.797167778510106,0.999999989686377
"GSTO1",8.58100053704061e-10,1.06750108989707,0.0657616628162937,0.797610819810991,0.999999989686377
"TMEM40",8.52983443704797e-10,1.06586499390356,0.0649797641979735,0.798791618487981,0.999999989686377
"TMOD3",8.49112701626972e-10,1.06462081056157,0.0643913606950909,0.79968520482037,0.999999989686377
"GADD45A",8.48562949484941e-10,1.06444364699289,0.0643080082051553,0.799812140028697,0.999999989686377
"RIOK3",8.29379708156973e-10,1.05818940210581,0.0614332850103334,0.804244750367049,0.999999989686377
"YWHAH",8.28336965256743e-10,1.05784534887601,0.0612789073428209,0.804485875490774,0.999999989686377
"TWF2",8.27702805139848e-10,1.05763589787954,0.0611851151660514,0.804632528537404,0.999999989686377
"PRKCD",8.27085610827496e-10,1.05743189775908,0.0610939012051637,0.804775264749166,0.999999989686377
"TAL1",8.23271041370923e-10,1.05616772105403,0.0605316631172915,0.805657590131484,0.999999989686377
"AGPAT1",8.22877060262783e-10,1.05603682254421,0.0604737414265336,0.805748733679015,0.999999989686377
"CYB5R1",8.22182476037206e-10,1.05580589876946,0.0603716936694346,0.805909425146374,0.999999989686377
"EMC3",8.20175417315775e-10,1.05513753842951,0.0600773024796048,0.806373802502053,0.999999989686377
"RAB32",8.18784626428714e-10,1.05467344785194,0.0598737262202374,0.806695632743225,0.999999989686377
"PLA2G12A",8.16038500610053e-10,1.05375480171746,0.0594727781460044,0.807331184757835,0.999999989686377
"NCOA4",7.85855084820484e-10,1.04345105699149,0.0551546156975069,0.814325004417958,0.999999989686377
"SPARC",7.70338626239988e-10,1.03800067384021,0.0529980971879888,0.817926139391742,0.999999989686377
"R3HDM4",7.67246926015922e-10,1.03690169261245,0.0525735425450451,0.818644138061045,0.999999989686377
"PTPN18",7.50018822384449e-10,1.03069631830564,0.0502390308327427,0.822647863168434,0.999999989686377
"PTPN1",7.44976039059977e-10,1.02885324876333,0.0495657334354277,0.82382065991634,0.999999989686377
"HRAT92",7.44885438893328e-10,1.02882002279517,0.0495536783077239,0.823841734343011,0.999999989686377
"PDGFA",7.36068400598905e-10,1.02556724251487,0.0483875101554927,0.825893263437183,0.999999989686377
"GNG11",7.34022586537599e-10,1.02480698856673,0.0481189093553853,0.826369449463754,0.999999989686377
"FTH1",7.30365269461386e-10,1.02344263493759,0.0476405925276431,0.827220889813496,0.999999989686377
"SOD2",7.09645498257738e-10,1.0155831274837,0.0449758968177972,0.832048355471666,0.999999989686377
"PHKB",7.05931652994593e-10,1.01415040051723,0.0445063766229013,0.832914313736384,0.999999989686377
"PRKAR1B",6.99437524538314e-10,1.0116270695034,0.0436912816268166,0.834429038063664,0.999999989686377
"SQSTM1",6.98352658137215e-10,1.01120327864792,0.0435558515350663,0.834682138008894,0.999999989686377
"STK38",6.9369689145709e-10,1.00937712447393,0.0429770324669137,0.835768525149512,0.999999989686377
"PGRMC1",6.78496691589913e-10,1.00332945163594,0.0411142522787808,0.839317545511941,0.999999989686377
