frame	time_ns	whole_protein_backbone_rmsd_nm	chain_A_backbone_rmsd_global_fit_nm	chain_B_backbone_rmsd_global_fit_nm	chain_A_backbone_rmsd_self_fit_nm	chain_B_backbone_rmsd_self_fit_nm	interface_min_heavy_distance_nm	interface_heavy_atom_contact_pairs_le_0_40_nm	interface_heavy_atom_contact_pairs_le_0_50_nm	interface_residue_contact_pairs_le_0_40_nm	interface_residue_contact_pairs_le_0_50_nm	chain_A_B_com_distance_nm	protein_radius_of_gyration_nm	interface_hydrogen_bond_count	chain_A_sasa_nm2	chain_B_sasa_nm2	protein_AB_sasa_nm2	interface_buried_sasa_total_loss_nm2	interface_buried_sasa_per_side_nm2
650	6.5	0.2005744962577102	0.1311602885131631	0.2494346353116124	0.122980340429561	0.237404896305872	0.245433102478069	95	358	28	50	2.1771580236507537	1.7836193342227122	10.0	65.361	68.675	110.824	23.212000000000003	11.606000000000002
651	6.51	0.2033326266605411	0.1328058596250983	0.2529439367287693	0.1162918524760355	0.2361713036351212	0.2615130246072674	77	318	27	50	2.1860149223614878	1.7835581304656785	11.0	64.142	71.832	113.154	22.819999999999997	11.409999999999997
652	6.52	0.2049168295377342	0.1300484107658522	0.2567820494994665	0.1113620113122112	0.2399843944196627	0.2631545451181973	76	304	25	48	2.210561732017441	1.791306230206276	8.0	66.544	69.653	113.478	22.71900000000001	11.359500000000004
653	6.53	0.2012423613607232	0.1171148476672611	0.2570446298218226	0.1026477658546894	0.2468779599668755	0.2675594697388074	78	329	29	49	2.194295963259033	1.7854823089940166	10.0	64.633	71.085	113.642	22.075999999999997	11.037999999999997
654	6.54	0.2050494928721309	0.1303865769099209	0.256825322575925	0.1056506950747739	0.2398462949356044	0.2553370115390487	97	369	30	53	2.178496255900735	1.778074720352437	11.0	63.496	69.818	110.463	22.851	11.4255
655	6.55	0.1976697632925007	0.1222933872336715	0.2492030588616496	0.0996154282333907	0.2326963838742646	0.2513224863414738	90	329	28	46	2.182880906161336	1.779725223367425	10.0	63.915	71.076	111.996	22.99499999999999	11.497499999999995
656	6.56	0.1995347717551605	0.115924722568568	0.2549488923232565	0.0981736603878987	0.2428435270014859	0.2508320745500913	82	335	30	52	2.16168326934189	1.7702066133817946	11.0	63.428	70.211	110.51	23.129000000000005	11.564500000000002
657	6.57	0.2060818889449096	0.1186076080869808	0.2637981591315013	0.092804462129213	0.2494409409429076	0.2608468315258163	80	334	27	49	2.149295460110228	1.7696569906400232	8.0	64.022	69.967	110.641	23.348	11.674
658	6.58	0.1950433539060633	0.1206163830643894	0.2459163453059172	0.092112963297207	0.2347121670823719	0.2633039569865719	94	348	29	51	2.1786058354963727	1.778301361229237	12.0	63.484	69.682	109.155	24.011	12.005499999999998
659	6.59	0.1992986668287842	0.1191231220717593	0.2531738913985131	0.098264947607607	0.2406609407148038	0.2584012451296079	77	319	24	47	2.1830581391152366	1.7788170945224206	13.0	63.767	68.718	108.613	23.87200000000001	11.936000000000009
660	6.6	0.1985977757235466	0.1240745701105932	0.2498039828081923	0.0974842100754092	0.2353551004498375	0.2726552055280712	69	336	25	48	2.1791499061866686	1.7757205575188948	14.0	64.461	69.294	110.597	23.158	11.579
661	6.61	0.1991313957695807	0.121365933282768	0.251896240146222	0.0951072934295142	0.238138721852007	0.2479695510936762	99	383	32	49	2.159249620848025	1.7712843292940874	15.0	64.964	70.489	111.552	23.901	11.950499999999998
662	6.62	0.2109036258755576	0.1340325840258706	0.26419472443713	0.111432574909333	0.2510856760899275	0.2866266723160297	85	373	29	52	2.160597061865057	1.7699621756797352	12.0	64.537	70.795	111.174	24.157999999999987	12.078999999999994
663	6.63	0.211423181091222	0.127467754482254	0.2680801968647542	0.0996908009702482	0.2512776863401167	0.2492307118469253	93	366	27	54	2.1605360440446306	1.7716401392089776	14.0	65.603	70.179	111.175	24.606999999999985	12.303499999999993
664	6.64	0.2162120370972778	0.1221030574097563	0.277756601730975	0.0936304225181956	0.2611505435405912	0.2551450591886364	88	385	30	50	2.1679630165517567	1.7688913632972023	12.0	63.503	70.948	110.975	23.476	11.738
665	6.65	0.199737917183388	0.1221577753572047	0.2524688352386851	0.0949052311762371	0.2349432258723333	0.2726866595285587	87	334	25	44	2.1676381636088307	1.772613593021458	14.0	63.895	70.897	111.221	23.571	11.7855
666	6.66	0.2012976492907482	0.1202232236093327	0.2557557791586057	0.0960530682116762	0.2375511030820036	0.2624649472782687	114	404	29	52	2.170987611199991	1.7714942790746826	12.0	63.24	70.75	109.455	24.53500000000001	12.267500000000004
667	6.67	0.2087492820834215	0.1329402707794554	0.261361756260111	0.1010620721486672	0.2371613733508527	0.2704328371782725	91	337	25	48	2.209741622435124	1.7882708071180162	15.0	63.699	68.786	109.053	23.432000000000016	11.716000000000008
668	6.68	0.2040723651492509	0.1318549702321154	0.2545782332201337	0.0992478802952184	0.2396360014899346	0.2654446458325826	82	342	28	49	2.183831283238257	1.7793388005872708	12.0	64.524	70.635	110.51	24.648999999999987	12.324499999999992
669	6.69	0.1894094289529466	0.1248543641841051	0.2350475382206477	0.1070322967298984	0.2232065086137483	0.254458179436727	94	369	29	47	2.184109259051648	1.7797082235171586	12.0	63.994	69.422	108.864	24.551999999999992	12.275999999999996
670	6.7	0.1932551553955033	0.1117226933832861	0.2471650253114188	0.0978769026170441	0.2388741414592018	0.263630581502362	90	367	29	49	2.1754106176547907	1.7732953992115277	13.0	61.76	70.629	109.041	23.348000000000013	11.674000000000008
671	6.71	0.1835459200770566	0.1130490865861418	0.2316336337121551	0.0880250755289221	0.2214978587780167	0.2682029272385266	85	362	29	50	2.16274931198242	1.7731755747014042	10.0	64.685	71.537	112.64	23.582000000000008	11.791000000000004
672	6.72	0.1822296646787898	0.1138232793370195	0.2292275178283349	0.0966567616030243	0.2215070332094711	0.2719506163737047	80	331	27	50	2.1750079710960746	1.7807200104645404	11.0	65.289	70.499	112.266	23.52200000000001	11.761000000000005
673	6.73	0.1938399737763828	0.1150641039047289	0.2465958514385658	0.0936318973286077	0.2375305181426909	0.2816897051094897	99	353	30	47	2.196027469999957	1.780804395867363	10.0	63.05	70.854	109.778	24.12599999999999	12.062999999999995
674	6.74	0.2021859684042102	0.1206391980111338	0.2569358133247255	0.0970085773870948	0.2437415384107223	0.2704122901814998	90	339	32	46	2.2056013795113887	1.7882374892441226	11.0	64.687	70.623	112.067	23.24300000000001	11.621500000000005
675	6.75	0.210542360883683	0.1219964403228941	0.2691536674343587	0.0932721227711732	0.2509375014125419	0.2637818316339845	80	341	29	46	2.2076047517103228	1.785213125170647	13.0	65.41	69.821	111.858	23.37299999999999	11.686499999999995
676	6.76	0.2117072874129385	0.1142116673840919	0.2741552089609538	0.1005184534444361	0.2639980146913782	0.2806189520732179	73	312	25	49	2.1918503282251898	1.7823074717564125	11.0	64.057	69.997	110.574	23.480000000000004	11.740000000000002
677	6.77	0.2051156048322296	0.116431654162911	0.2632509921513826	0.0916090592786864	0.24479413736375	0.2699478889314357	81	345	23	51	2.215586216847252	1.794308424015116	9.0	65.989	71.368	114.103	23.254000000000005	11.627000000000002
678	6.78	0.2010686026421494	0.1135833017516149	0.2582890372136508	0.0905826382449455	0.2485834277824033	0.2731542172328713	91	317	30	46	2.195625856228693	1.7851583675759295	13.0	65.249	70.986	111.981	24.25400000000002	12.12700000000001
679	6.79	0.194645794390365	0.1150983118844597	0.2478184063344074	0.0967723104091391	0.236333362620163	0.2698649578782831	83	317	26	48	2.210305294578692	1.785931855231487	10.0	64.545	71.036	112.142	23.43900000000002	11.71950000000001
680	6.8	0.1932083807183413	0.1103018976403645	0.2477022858471228	0.092598022578	0.2349515329375954	0.263570063427481	83	339	28	48	2.198300268957776	1.7822815794648257	11.0	64.231	68.725	110.482	22.47399999999999	11.236999999999997
681	6.81	0.1876063005820569	0.1057646650573599	0.2410852807026585	0.0861463202390227	0.2310677212031659	0.2590867416504275	83	352	25	51	2.2036963950101507	1.7787117590323454	10.0	64.696	70.348	111.978	23.06599999999999	11.532999999999994
682	6.82	0.1995339736098138	0.1171642922062295	0.2544060322166139	0.0915763318956019	0.2388613434939454	0.2653775593126165	86	359	31	50	2.176350845786766	1.7749651501469876	12.0	64.001	69.511	110.046	23.465999999999998	11.732999999999995
683	6.83	0.2052406023935066	0.1169471383657246	0.2632232595986603	0.0932058489344966	0.244976775382743	0.2649698681674651	87	338	27	46	2.2072710154634656	1.7850045506937462	12.0	64.213	71.397	112.894	22.716000000000008	11.358000000000004
684	6.84	0.2088882281543683	0.115500121157457	0.2693708042190533	0.0947005084882885	0.2575258282694757	0.2648567949280493	95	342	29	49	2.185520195377962	1.773223604045021	12.0	65.426	69.173	111.118	23.480999999999995	11.740499999999995
685	6.85	0.1932818667079739	0.1112123984157685	0.2474254636602781	0.0974844684092336	0.2385788213568748	0.2475968268225084	89	351	30	50	2.171926219346432	1.7717418720745173	10.0	63.905	70.663	110.498	24.06999999999998	12.03499999999999
686	6.86	0.1999053702745203	0.1132407853509979	0.2566624554093991	0.0885789202164863	0.2477361250278108	0.2692748425899451	87	353	25	47	2.1659279730417174	1.7709407790647511	10.0	63.871	71.409	112.025	23.254999999999995	11.627499999999998
687	6.87	0.2169530930168819	0.1284537719577539	0.2761464468999123	0.0963860996057507	0.2580385679867	0.2508591374595998	93	330	30	46	2.207958483611572	1.7829928029694586	10.0	64.183	70.159	111.092	23.25000000000001	11.625000000000009
688	6.88	0.2086284183388138	0.1158465111961159	0.2688346319288289	0.0915686039503227	0.2559583200285033	0.2510516842537845	89	355	24	49	2.190803710757377	1.7726782390525948	10.0	64.325	69.315	110.748	22.89199999999998	11.44599999999999
689	6.89	0.1981511228859391	0.1095986734327752	0.2555103271117832	0.0861652748051508	0.2416808552639174	0.2683915430428515	93	364	28	48	2.197771812451092	1.7822036582840268	9.0	64.954	72.294	113.517	23.730999999999995	11.865499999999995
690	6.9	0.1997173437069065	0.1115260301319447	0.2570928792645047	0.0955709168074505	0.2443092301649585	0.2632470449396573	80	370	27	51	2.176049939353315	1.7770701406961569	11.0	64.5	70.855	112.131	23.224000000000014	11.612000000000007
691	6.91	0.1951415404609718	0.1023536501894355	0.253846299714888	0.0878568622772068	0.2456609417739983	0.2677762543766214	92	348	26	49	2.175510213218224	1.7718073867450823	13.0	65.268	71.606	113.074	23.8	11.9
692	6.92	0.2034568158898455	0.0948966905515961	0.2689269405888657	0.0759694602739044	0.2575052078908247	0.2700476319920318	95	334	29	48	2.1686081825056003	1.771140034962146	11.0	62.859	71.476	110.665	23.67	11.835
693	6.93	0.1941714534889567	0.1031166122125984	0.2520911955361126	0.0870046413818731	0.2435848667459238	0.2584049603477648	86	369	28	49	2.157260850903841	1.770636630357212	10.0	65.444	70.407	112.034	23.816999999999997	11.908499999999997
694	6.94	0.1922435427895606	0.1145810208065419	0.244357439451392	0.0855432156923148	0.2208729481890012	0.2521707125089781	88	338	28	49	2.1931629278636056	1.7789225815537204	11.0	64.844	71.096	112.795	23.145	11.572499999999998
695	6.95	0.1816082131594339	0.0999551239641772	0.2343802739317073	0.0830193365227143	0.2234617851046881	0.2612923301389325	87	365	29	51	2.17605357561401	1.7734179683949158	9.0	65.897	70.583	112.744	23.73600000000002	11.86800000000001
696	6.96	0.192097659439628	0.096280123677541	0.2515664540818302	0.0759339780564779	0.2410409310501132	0.2676283313135652	85	375	24	48	2.1711504907162147	1.771857272692498	12.0	63.918	71.774	112.68	23.012	11.506
697	6.97	0.1856154913160028	0.0998008555868065	0.2404999713054729	0.0816454216698141	0.2328636825685682	0.2529052723928796	85	344	27	48	2.1974001850681555	1.7788791565846136	11.0	63.853	71.643	112.376	23.120000000000005	11.560000000000002
698	6.98	0.1942088960675879	0.0994258319909311	0.2535590443018191	0.0803749274506677	0.2409637666518086	0.262169918964894	82	320	25	48	2.1989391702326264	1.783995368646592	9.0	64.648	72.742	114.68	22.70999999999998	11.35499999999999
699	6.99	0.1928600351055362	0.1048732671431883	0.2494171080396257	0.0781350528558236	0.2333341468427799	0.2534108062652554	71	341	24	47	2.2017620695766125	1.782873411389496	11.0	64.143	71.274	113.015	22.402	11.201
700	7.0	0.1927231228337156	0.1038798524941313	0.2496071131703131	0.0833666852248877	0.2367643409087507	0.269832757125074	61	301	23	48	2.2286288026876586	1.7890381020526085	11.0	64.884	70.267	113.079	22.072000000000017	11.036000000000008
701	7.01	0.1879923116356168	0.1016038246863912	0.2433709324388702	0.0819737528949321	0.2331060479055632	0.2534985898486735	102	381	35	51	2.1857446143637835	1.7771094737900448	12.0	62.825	70.239	110.746	22.318000000000023	11.159000000000011
702	7.02	0.1886072760386934	0.0994924021437638	0.2451276718620755	0.0802219234947873	0.2363753259916111	0.2587775019909402	101	364	24	52	2.172502256344869	1.7723104074761429	12.0	63.989	70.771	111.654	23.105999999999995	11.552999999999995
703	7.03	0.2010601940536274	0.1178495056004287	0.2564446379720015	0.1021154805928021	0.2426479221755901	0.2501163342168628	104	341	26	49	2.209586539334899	1.782703939089815	10.0	63.546	70.298	111.349	22.49499999999999	11.247499999999995
704	7.04	0.1882450717900424	0.1054788989475868	0.2421757225475041	0.0890811788923052	0.2310838657048012	0.2649414615556568	74	297	23	46	2.216202719002585	1.7849462542667598	10.0	63.089	69.621	110.435	22.274999999999977	11.137499999999989
705	7.05	0.1906546658338417	0.1065324477250076	0.2453987996088653	0.0863435765094758	0.2317669763414623	0.254111796352153	74	331	23	45	2.200404837782863	1.7833447845818102	11.0	64.517	71.594	112.395	23.715999999999998	11.857999999999995
706	7.06	0.1976707739950188	0.1011507333337279	0.2580966197241295	0.0879005151486846	0.2465943511896809	0.2720772117317224	82	349	27	47	2.185281193915464	1.7782995694850894	10.0	63.582	71.225	111.618	23.188999999999997	11.594499999999996
707	7.07	0.2040068279885641	0.1029267007002741	0.2669138329589696	0.088724312196903	0.2574286616077545	0.2566512360109289	67	310	23	47	2.1932902161298733	1.7788070701336327	11.0	63.304	70.61	111.263	22.650999999999986	11.325499999999993
708	7.08	0.2072518714573038	0.1144435811800804	0.267322730554559	0.0964421067084901	0.2490562936849907	0.2623853649385217	83	329	28	44	2.211163840932127	1.788013775433288	10.0	63.882	71.306	113.233	21.954999999999984	10.977499999999992
709	7.09	0.1935837080622508	0.1056716059788735	0.2501901042458077	0.0875880024378649	0.2368590366992685	0.2630685760502455	84	322	28	46	2.1917555562051514	1.77769127648709	10.0	65.633	71.513	113.714	23.432000000000016	11.716000000000008
710	7.1	0.1956533732286371	0.1075716544431744	0.2525530024227495	0.0871421778733127	0.2420481416699599	0.2712949679997747	97	384	31	51	2.1887178315716245	1.7727771339827592	11.0	63.775	70.993	111.647	23.120999999999995	11.560499999999998
711	7.11	0.2001487319899747	0.1140150040155568	0.2567059290922687	0.0960936347925199	0.2487886724898145	0.2699646694456181	88	371	28	50	2.1780191950751893	1.773737914563556	12.0	64.073	70.702	112.087	22.68799999999997	11.343999999999989
712	7.12	0.2032941808937997	0.1169144106307274	0.2602678056416064	0.0978997819177912	0.2484889807853731	0.269499454207192	83	325	25	48	2.211076528404101	1.7853295215748497	11.0	64.757	70.974	114.471	21.25999999999999	10.629999999999995
713	7.13	0.2099258304599725	0.1308135751483299	0.2642130050748207	0.1030686132690874	0.2503008683605908	0.2654316373443195	88	337	32	54	2.200082049504993	1.7847729460919235	10.0	63.573	71.392	112.097	22.86800000000001	11.434000000000005
714	7.14	0.200698229132576	0.1364990887349093	0.2468810053651184	0.1085622108948148	0.2287819223508255	0.2566020222969429	85	346	31	51	2.198571613982921	1.78458936482604	11.0	63.957	70.965	112.374	22.548	11.274
715	7.15	0.2171562106770935	0.1425608579522031	0.2697751087926509	0.1172117203484022	0.2547123799748965	0.2547040665005137	98	350	27	48	2.2066876147910484	1.7840008151031377	11.0	64.471	69.192	111.048	22.61500000000001	11.307500000000005
716	7.16	0.2130519712225448	0.1352168902973926	0.2669735211260914	0.0983548511626671	0.2485825881220173	0.2719778517136096	66	307	22	47	2.207661318032273	1.7833461198034857	10.0	64.037	71.25	113.678	21.60900000000001	10.804500000000004
717	7.17	0.2124863233375441	0.1373201483369407	0.2650603354732763	0.1093363321092777	0.2496013881791795	0.2634578559791428	87	323	27	45	2.222299120928521	1.785613537260446	11.0	62.929	70.692	112.46	21.160999999999987	10.580499999999994
718	7.18	0.2250709112383248	0.1355445845941509	0.2854539413162792	0.0969056368421002	0.2703869902581012	0.27535586436183	90	332	31	46	2.187609648338893	1.7780107124691042	11.0	62.435	70.01	111.66	20.785	10.392499999999998
719	7.19	0.2086475708829058	0.1278061791957359	0.2636384547561998	0.0956222997559358	0.2464350517505802	0.2602425600832489	76	306	28	48	2.217381531767687	1.7851073111105695	13.0	63.034	70.055	111.623	21.465999999999998	10.732999999999995
720	7.2	0.2051004158462306	0.135075254240983	0.2545812309668326	0.0967076207952979	0.2358565914958227	0.255282250177358	77	341	27	50	2.18573182017112	1.776528986380977	11.0	63.732	70.555	112.718	21.569000000000003	10.7845
721	7.21	0.2069836060491461	0.1309645588279429	0.25956284172324	0.0974266355013932	0.2417102348961615	0.2655070170046806	86	343	25	47	2.2135845682369464	1.7853538400016506	11.0	64.211	70.157	112.352	22.01599999999999	11.007999999999996
722	7.22	0.2187657860327772	0.1375587802203038	0.2747510732733603	0.0967390866578061	0.2556044878063737	0.2654716319075471	83	363	28	50	2.21443527621125	1.786563524543356	11.0	64.721	70.183	112.984	21.92	10.96
723	7.23	0.2149291632338947	0.1336662577005965	0.2706353839660586	0.1088562453265139	0.2543149472348188	0.2708210443800881	71	297	28	45	2.241065599558963	1.7944201639955562	11.0	62.858	70.684	112.12	21.422	10.711
724	7.24	0.2151735830177697	0.1305866338196562	0.2724446280407276	0.1071291119031613	0.2531767834047732	0.2576367488088519	86	316	28	44	2.2249004928412064	1.789998465451458	9.0	62.473	68.187	109.862	20.798	10.399
725	7.25	0.219062523958555	0.1340008581440664	0.2768839018874705	0.1066178317960762	0.2594593689200842	0.2627968005011916	68	279	23	43	2.2446307052831598	1.7961140098737638	10.0	63.73	70.488	112.629	21.588999999999984	10.794499999999992
726	7.26	0.2192063714662083	0.1194954488398113	0.2833707761839077	0.0954888237253626	0.2711593495430954	0.2616124668800177	70	279	28	40	2.2426068422994447	1.7959673351355374	12.0	63.803	70.143	112.344	21.602000000000004	10.801000000000002
727	7.27	0.2157306526609334	0.1306050920707364	0.2732960336636069	0.1068620460021156	0.2547795639931266	0.2709188128187248	72	281	28	49	2.248928597051565	1.8001135689449417	10.0	64.612	67.666	110.593	21.684999999999988	10.842499999999994
728	7.28	0.2133849808236309	0.1260449366236232	0.2717361994938206	0.0955710799360878	0.2546336942487553	0.2552038625133831	82	306	28	43	2.2288065755842696	1.7887256513026295	10.0	63.734	70.505	112.007	22.232	11.116
729	7.29	0.2070140445440266	0.120946858846107	0.2642104175886756	0.0972076187591216	0.2523238113596635	0.2513122996302429	78	308	26	42	2.2045423094154386	1.7856635679781736	11.0	64.07	69.388	111.288	22.17	11.085
730	7.3	0.2013101892264221	0.108323289994421	0.2608022072525102	0.093914010623546	0.2476349771140605	0.2567995105016459	84	304	26	46	2.207587574487973	1.786102531463436	9.0	63.453	68.386	108.966	22.873000000000005	11.436500000000002
731	7.31	0.179389187698415	0.0958853968970872	0.2326568031363904	0.0841148521740652	0.2239920689432865	0.2654445796366079	70	319	27	46	2.191193100988301	1.7761835414421363	12.0	63.626	69.816	110.604	22.838000000000008	11.419000000000004
732	7.32	0.2050827479263833	0.120386823944064	0.2614964003091769	0.0878565939487246	0.2489585445831027	0.2522485620846996	96	342	29	47	2.199183982885744	1.7802844847572907	11.0	64.221	68.209	110.013	22.417	11.2085
733	7.33	0.1876509646100337	0.1079466326957134	0.240228262653518	0.0895592359087781	0.2282643222903342	0.2509046139129408	93	318	31	45	2.2089860019663687	1.7851349616739118	12.0	64.95	67.462	110.554	21.858000000000004	10.929000000000002
734	7.34	0.1995096261060544	0.1047947295615375	0.2594706543892759	0.0861025636830674	0.249170041817733	0.2715767264515824	83	327	27	46	2.1934561580082814	1.780606594875374	11.0	64.419	69.528	111.02	22.927000000000007	11.463500000000003
735	7.35	0.1953181184731841	0.1111019374991717	0.250578648766803	0.0933021453503087	0.2340635224039154	0.2615127711564983	80	342	28	49	2.1872531043464654	1.780419083642671	13.0	64.683	68.45	109.857	23.27600000000001	11.638000000000003
736	7.36	0.1887895884434707	0.1072011169699487	0.2422822119855306	0.088268189600596	0.2319609933284154	0.2565686923270039	99	368	33	50	2.179688401655432	1.7801933015665343	11.0	65.697	68.508	110.772	23.43299999999998	11.71649999999999
737	7.37	0.1997015207005199	0.1099144883756761	0.2577307576402879	0.0965136982951814	0.2465577557122078	0.2624100272252399	81	334	33	49	2.197968836240798	1.7853006554417128	12.0	64.937	66.935	108.753	23.11900000000001	11.559500000000009
738	7.38	0.2030801773958277	0.1032630687434696	0.2654041173560072	0.0794005776581103	0.2524619574794643	0.2696261153921649	67	281	24	48	2.222557051751712	1.789131275470885	12.0	65.331	67.925	111.025	22.230999999999995	11.115499999999995
739	7.39	0.1947406458027439	0.1044804871324972	0.2524130636274589	0.0877631074127408	0.2404222644333447	0.2737665037264413	68	274	22	44	2.204224533745106	1.7908194246275175	10.0	66.51	68.37	112.017	22.863	11.4315
740	7.4	0.2125409473966638	0.1127005978175858	0.2760070089925474	0.0916167702237489	0.2553941509146027	0.2544745652217938	78	324	29	49	2.200835077489073	1.7866782177534286	11.0	64.867	69.311	111.609	22.569000000000003	11.2845
741	7.41	0.2038996928514268	0.1072768617753315	0.2651121057795703	0.0936251476459066	0.2521483696250964	0.2491795768204385	84	351	29	50	2.210594025141196	1.7836565026193714	12.0	64.144	67.887	108.704	23.32700000000001	11.663500000000006
742	7.42	0.1957194177198001	0.0990792856700576	0.2559477946477345	0.0937075887063528	0.2503094696622029	0.2541223071093878	88	367	34	52	2.168097962292435	1.7718452148126551	10.0	64.067	69.523	110.593	22.99699999999997	11.498499999999986
743	7.43	0.1900563588432532	0.1085683956625384	0.2436331822698061	0.0932994083286608	0.2339690391986333	0.2536939502318691	89	356	29	51	2.185914550627364	1.7767375831684618	11.0	65.086	69.09	111.577	22.59899999999999	11.299499999999997
744	7.44	0.182572166032027	0.1009968614967392	0.2354155498848424	0.0890384814025158	0.2267973369793118	0.2579395359177858	75	323	28	50	2.179900893978445	1.776688797628888	13.0	63.101	70.109	110.456	22.753999999999976	11.376999999999988
745	7.45	0.1789288145588954	0.1016936218391055	0.2295886358917923	0.0886584634519484	0.2208724692796209	0.2657478581237461	96	379	30	48	2.1602895488809875	1.7642103923640338	14.0	62.091	69.06	108.237	22.914000000000016	11.457000000000008
746	7.46	0.1931416570936019	0.1114087517825779	0.2471269038447022	0.0998563521200428	0.2379543105559347	0.2601557641084923	93	394	30	51	2.1644566545539723	1.768417248495992	14.0	64.33	69.657	109.745	24.24199999999999	12.120999999999997
747	7.47	0.1842263112984403	0.1030941652752013	0.2370608541863792	0.0869247490163319	0.2303399855599548	0.2623640449430616	70	318	28	45	2.1871325887140967	1.7800833987020903	12.0	63.687	68.772	109.504	22.955	11.4775
748	7.48	0.1813314021532249	0.1049305075050665	0.231871417868111	0.0935819597756866	0.2215499047358041	0.2673741632738922	83	346	29	51	2.186723684413773	1.7814160332320086	12.0	63.466	69.712	109.369	23.809	11.9045
749	7.49	0.1873768485859813	0.1022070296806687	0.2421990910837664	0.0920718445478674	0.2298306357052749	0.2648582142424141	74	329	29	50	2.1801196056578283	1.7759899354112716	13.0	63.189	68.502	108.229	23.462000000000003	11.731000000000002
750	7.5	0.1811354724352218	0.1072177404454582	0.2305692928107697	0.0977002198186985	0.2196038137184276	0.257592283106493	72	339	28	51	2.184806165417195	1.7776712680522433	15.0	61.976	69.557	108.105	23.42800000000001	11.714000000000006
751	7.51	0.1719784254588374	0.090564227517351	0.2235761181788151	0.0815184021374273	0.2149228618860283	0.2604975378843535	75	339	30	54	2.1713950715921118	1.7735623239111633	15.0	63.201	68.436	108.82	22.817000000000007	11.408500000000004
752	7.52	0.1696349460030804	0.0983727512693997	0.2168238514487804	0.0904382683132613	0.213191781100498	0.2561444993836767	69	343	25	53	2.1601501689609157	1.7695911838963023	13.0	63.436	68.402	109.421	22.416999999999987	11.208499999999994
753	7.53	0.183810560295101	0.1064854078857844	0.2349895430776797	0.0966202927117598	0.2294942087735834	0.2649173537901381	79	333	31	47	2.161751219631192	1.7665825637786925	12.0	62.61	68.717	107.931	23.396	11.698
754	7.54	0.1865589183516182	0.1016336195935041	0.2411930940200431	0.0894426768542733	0.2318398962543436	0.2469030018013759	69	351	29	54	2.188831241231301	1.7799582542149728	14.0	63.003	69.09	108.664	23.429000000000016	11.714500000000008
755	7.55	0.1929544351149049	0.1009900774917305	0.2510844620934979	0.0929047368585272	0.2468073372759057	0.2536703238660767	76	338	29	49	2.152331915248451	1.7664074822640754	13.0	63.574	69.299	109.88	22.992999999999995	11.496499999999996
756	7.56	0.1981399310663781	0.1094259658701305	0.2555640360012108	0.0973006018154512	0.2415654216087333	0.2729873528065671	78	348	29	52	2.183528809221568	1.7784410918189053	11.0	62.901	69.774	109.192	23.48300000000002	11.74150000000001
757	7.57	0.1918692010116392	0.1032228609491519	0.2485792347735085	0.0859094561066597	0.2347594005448074	0.2656366515560412	83	362	27	52	2.1753633024441124	1.7710655489285394	10.0	64.852	69.296	110.637	23.511000000000024	11.755500000000012
758	7.58	0.1927277587384551	0.1127009296980056	0.2459328770774866	0.0957105844547529	0.2363586706037572	0.2672378905756586	86	355	26	51	2.171741030062477	1.7685576667628855	12.0	64.889	69.458	111.165	23.181999999999974	11.590999999999989
759	7.59	0.1772781121501487	0.0866118058937835	0.2329662550957839	0.0778765710841563	0.2255253382828808	0.2691655170067178	79	326	28	53	2.171195077647547	1.7716304532040918	8.0	62.885	69.279	109.887	22.276999999999987	11.138499999999992
760	7.6	0.1950185334125157	0.10757505558949	0.2515899226607752	0.0868886861186322	0.2348315697616039	0.2769222567945811	86	393	31	53	2.192050432638161	1.7802702049582295	15.0	64.26	68.654	110.781	22.13299999999998	11.06649999999999
761	7.61	0.1927272791291591	0.1037594956651849	0.2496611809426362	0.0889571554976884	0.2362256986561036	0.2754395259613829	77	372	29	53	2.187075181151476	1.7745835215739385	13.0	63.338	67.65	107.663	23.325000000000003	11.6625
762	7.62	0.189154894444587	0.1077036702082999	0.2426261375427461	0.0933056381620809	0.2269675746876012	0.2767473785410733	98	398	33	54	2.170502541155693	1.77448346489942	13.0	64.585	68.907	110.433	23.058999999999983	11.529499999999992
763	7.63	0.1934957057969249	0.1202138840761611	0.2437045563867566	0.1019298299037178	0.2280712055968252	0.2514878837371012	96	384	29	52	2.169963424236381	1.7716130488157529	15.0	63.149	69.401	109.287	23.263000000000005	11.631500000000004
764	7.64	0.203645896750435	0.1020080392753324	0.2667117052700204	0.0813607091716829	0.2537594600514877	0.2680759652393439	66	341	24	52	2.186917437023723	1.782548767692432	14.0	64.01	70.137	110.403	23.743999999999986	11.871999999999993
765	7.65	0.1981586963885271	0.1027456014478699	0.2582264650798778	0.0847227029608475	0.2430930677754928	0.2628630415270745	77	334	26	52	2.1990817466153745	1.7780516981510115	11.0	63.125	70.135	110.032	23.227999999999994	11.613999999999995
766	7.66	0.1964556099540852	0.1094441184158564	0.2530018523401006	0.0925265254180311	0.2413986887504227	0.2666329002842573	79	315	31	47	2.203631234457317	1.7798287977960097	14.0	63.935	70.312	110.815	23.432000000000016	11.716000000000008
767	7.67	0.196357519628845	0.0962944781023694	0.2579105728999136	0.086786391430477	0.2503032505281811	0.2564399313768982	77	319	28	47	2.180179710026901	1.7790145076561212	13.0	64.181	69.631	110.289	23.52300000000001	11.761500000000003
