frame	time_ns	whole_protein_backbone_rmsd_nm	chain_A_backbone_rmsd_global_fit_nm	chain_B_backbone_rmsd_global_fit_nm	chain_A_backbone_rmsd_self_fit_nm	chain_B_backbone_rmsd_self_fit_nm	interface_min_heavy_distance_nm	interface_heavy_atom_contact_pairs_le_0_40_nm	interface_heavy_atom_contact_pairs_le_0_50_nm	interface_residue_contact_pairs_le_0_40_nm	interface_residue_contact_pairs_le_0_50_nm	chain_A_B_com_distance_nm	protein_radius_of_gyration_nm	butin_heavy_rmsd_after_protein_fit_nm	protein_butin_min_heavy_distance_nm	protein_butin_heavy_contact_pairs_le_0_40_nm	pocket_butin_min_heavy_distance_nm	pocket_occupied_le_0_50_nm	pocket_occupied_le_0_40_nm	pocket_butin_com_distance_nm	interface_hydrogen_bond_count	chain_A_sasa_nm2	chain_B_sasa_nm2	protein_AB_sasa_nm2	interface_buried_sasa_total_loss_nm2	interface_buried_sasa_per_side_nm2	protein_butin_hydrogen_bond_count	protein_butin_surface_sasa_nm2	butin_sasa_nm2
59	0.59	0.1049145311323829	0.1028790589164354	0.1068219160521306	0.0851099405210499	0.0907180167770032	0.2729629979445222	95	378	33	52	2.127542395667716	1.7783168187611	0.0753132318852593	0.2719353977751726	62	0.2719353977751726	1	1	0.2271153782083071	14.0	67.075	72.803	113.989	25.88899999999998	12.94449999999999	2.0	112.204	0.0
60	0.6	0.1011361093584455	0.0954378170463849	0.1062924167075936	0.0848724185829115	0.0961078946963185	0.2597861170192612	96	336	31	46	2.142581117965744	1.7821443478030126	0.0585474367567288	0.2852611662666415	62	0.2852611662666415	1	1	0.2132213106521769	14.0	68.042	73.783	117.382	24.442999999999984	12.221499999999992	2.0	115.241	0.027
61	0.61	0.1077901737217526	0.1132781316278063	0.1022755132854299	0.0975756503628937	0.0961332473082843	0.2642894906695903	89	353	30	47	2.138372837618057	1.7806673264642705	0.0652575133566318	0.2665425528643731	59	0.2665425528643731	1	1	0.2208748453169262	15.0	66.375	75.409	116.899	24.88499999999999	12.442499999999995	2.0	115.074	0.027
62	0.62	0.1081429923918289	0.1052216971133184	0.1108605793407689	0.084165508776892	0.0926951488383729	0.2633057971060714	97	355	31	48	2.1702363869454624	1.7923776155487718	0.0553614433769144	0.2853395103637764	58	0.2853395103637764	1	1	0.2206016206509453	15.0	66.72	75.257	116.06	25.917	12.9585	2.0	114.131	0.027
63	0.63	0.115372007196895	0.1024844200167565	0.1264578499735321	0.0790293028151362	0.1056036862977709	0.2830919128185524	68	305	23	47	2.156494303590246	1.789755465724109	0.0939154097639211	0.2767997583692124	52	0.2767997583692124	1	1	0.251509808434855	11.0	67.292	74.732	118.122	23.902	11.951	2.0	116.189	0.053
64	0.64	0.111013615646319	0.1012380006527076	0.1196045084674746	0.077169204243208	0.1000832433022373	0.2747030545680478	100	358	32	48	2.169321086717241	1.791984668799449	0.1099748556781698	0.2812192439302979	34	0.2812192439302979	1	1	0.2730438896085217	13.0	68.767	75.228	119.264	24.73100000000001	12.365500000000004	2.0	116.893	0.06
65	0.65	0.1231228351418782	0.1163416488472902	0.1292662916227074	0.0892853588019652	0.1097853322616938	0.2651527520758164	91	332	25	46	2.1774516988397443	1.7909757202332417	0.09909779334692	0.278098512723471	50	0.278098512723471	1	1	0.2262082906981967	15.0	65.911	74.564	116.332	24.143	12.0715	2.0	114.517	0.133
66	0.66	0.1102399278841894	0.1037736073464939	0.1160786119852033	0.087740434887168	0.0986471695829791	0.2774056348596176	104	343	33	47	2.184908159629274	1.797502267169147	0.1090917212878899	0.2790414019226177	38	0.2790414019226177	1	1	0.2584119895103661	14.0	67.985	74.531	118.27	24.246000000000024	12.123000000000012	2.0	115.919	0.027
67	0.67	0.1420085726688193	0.1331875192796357	0.1499478561861388	0.1085008677192192	0.1298340737226347	0.2752703223896599	88	355	26	49	2.1901432191676173	1.7964327275866123	0.1713095094596424	0.2699071939207384	48	0.2699071939207384	1	1	0.3079713461945132	15.0	67.294	74.606	117.733	24.166999999999973	12.083499999999988	2.0	115.532	0.098
68	0.68	0.1362158229771635	0.1352934109428678	0.1370907987979083	0.108360265759755	0.1183683282460858	0.2762644059789456	94	362	33	46	2.157804351932969	1.7889349607654177	0.1397651469466769	0.2602806593916057	58	0.2602806593916057	1	1	0.2858312939767413	12.0	67.681	76.902	119.753	24.83	12.415	2.0	117.943	0.091
69	0.69	0.1182042852044185	0.1016483485304424	0.1320900877188465	0.0900364342602514	0.125998783194898	0.2747236943693977	70	287	23	44	2.1930380920025425	1.8016363292331992	0.1205616757304411	0.2649860569752693	52	0.2649860569752693	1	1	0.2843861646016411	14.0	68.525	75.744	119.504	24.765	12.3825	2.0	117.266	0.091
70	0.7	0.1198899892244311	0.1090073279591536	0.1294301373203676	0.0977725750834221	0.1240341295389683	0.2678269510489731	85	307	26	45	2.198453327808987	1.8021171308839044	0.1459852437972894	0.2741863639278489	37	0.2741863639278489	1	1	0.3111407227689371	12.0	67.671	76.11	120.51	23.271	11.6355	2.0	118.324	0.064
71	0.71	0.147538308964197	0.1250144566100575	0.1662207504919334	0.1181977148861964	0.1610914206009175	0.265098012433538	71	275	22	42	2.189357548465967	1.8070406346343129	0.1207438289482111	0.2707838570790944	56	0.2707838570790944	1	1	0.2809630737323291	12.0	68.323	75.891	120.6	23.614000000000004	11.807000000000002	2.0	118.623	0.14
72	0.72	0.1517891788791555	0.121171451566947	0.1761251775809958	0.1104687422464206	0.1698548948652792	0.2763496110712163	83	300	28	45	2.220675651418716	1.81635893625174	0.1209442424181564	0.2719062699338997	51	0.2719062699338997	1	1	0.2680642702961313	13.0	67.735	76.464	120.932	23.26700000000001	11.633500000000003	2.0	118.846	0.027
73	0.73	0.148159916740322	0.1015732625475379	0.1818250440424187	0.0944082403296786	0.1800251513509116	0.2573592040839547	78	309	23	44	2.1991948910182564	1.8103116067482496	0.1518004810867323	0.2682325582491019	56	0.2682325582491019	1	1	0.3198254679044366	14.0	68.748	77.116	122.354	23.510000000000005	11.755000000000004	2.0	120.176	0.053
74	0.74	0.1399921104126925	0.1023028666288469	0.168277833915774	0.094712323500131	0.1641173569868558	0.2639474878265363	79	305	27	45	2.189477597648973	1.801702831287185	0.1638515546456766	0.2676153908933315	54	0.2676153908933315	1	1	0.2765976395393093	10.0	66.207	76.515	119.523	23.198999999999984	11.599499999999992	2.0	117.462	0.0
75	0.75	0.1422078324239219	0.1124419142473341	0.1657128365418623	0.0942670937460881	0.1508068017473009	0.2750457455294024	92	313	25	44	2.20779197834128	1.8096890706081468	0.113498642820656	0.2892226049901661	64	0.2892226049901661	1	1	0.2662028159198728	10.0	67.918	75.976	120.09	23.804	11.902	2.0	117.928	0.0
76	0.76	0.1200034594911221	0.0997235365554891	0.1365858737945146	0.0901257747964933	0.1312733220706188	0.2619661682891863	97	340	28	49	2.198793662983654	1.8062393513397492	0.1069229059267808	0.2732854054333117	57	0.2732854054333117	1	1	0.2785816009845565	12.0	68.294	75.615	119.654	24.254999999999995	12.127499999999998	2.0	117.697	0.027
77	0.77	0.1118271360581707	0.1016619308124262	0.1207372888234188	0.0960538664527642	0.1164637914058991	0.2673091919951036	94	353	32	50	2.1951724635940484	1.8058545072740408	0.1146694575090337	0.2705845088910169	54	0.2705845088910169	1	1	0.2760324328745403	14.0	67.932	76.744	119.401	25.27499999999999	12.637499999999996	1.0	117.459	0.08
78	0.78	0.1066573576292668	0.101174902190863	0.1116413071170016	0.0972985691476235	0.1071765587654744	0.2697734561414965	98	331	26	45	2.189529274648299	1.804624231799935	0.0915472527900741	0.2848351940081043	55	0.2848351940081043	1	1	0.2638394698368428	13.0	67.36	75.671	118.384	24.64700000000001	12.323500000000005	2.0	116.561	0.027
79	0.79	0.1029314838057593	0.0941583498967801	0.1106612979285243	0.0846527353208126	0.1041736932651663	0.2573574421595178	105	377	30	50	2.16608649701865	1.79185959483327	0.0930520945925424	0.2921062800545094	53	0.2921062800545094	1	1	0.2641987791448261	13.0	68.607	74.775	116.939	26.44300000000001	13.221500000000006	2.0	114.852	0.053
80	0.8	0.1029333323099458	0.0888827751878537	0.1147550351222454	0.0826819080339005	0.1103778541968354	0.2750367463302069	92	337	28	46	2.1620567625098444	1.7919430265762812	0.1260656126299315	0.2740695374669161	62	0.2740695374669161	1	1	0.3012265455510626	13.0	67.77	75.647	118.127	25.290000000000006	12.645000000000003	2.0	116.165	0.027
81	0.81	0.1105937852749171	0.0973424470400135	0.1219098843018303	0.0906042765192491	0.1139568621723715	0.258360478992558	88	310	27	43	2.181571030141628	1.8035906527433163	0.1177812578188126	0.277946060098737	43	0.277946060098737	1	1	0.2654516550053089	12.0	68.227	76.471	119.629	25.069000000000003	12.5345	2.0	117.495	0.027
82	0.82	0.1051651599466042	0.0974011543463204	0.1120778008086613	0.092351353262354	0.1043693051525092	0.2679116918758307	102	386	29	52	2.169299607732175	1.7946582028636098	0.1510993238187673	0.2804948038433382	47	0.2804948038433382	1	1	0.3260897342789253	14.0	67.609	76.767	118.885	25.49099999999997	12.745499999999986	2.0	116.965	0.053
83	0.83	0.1062256495552853	0.095964254178208	0.1151736557152362	0.0910858128022126	0.1052289843461546	0.2531601583481003	103	343	26	46	2.191299235959113	1.79965052617022	0.1318462621975991	0.2644633061239978	56	0.2644633061239978	1	1	0.3068251003300098	11.0	66.279	75.263	116.626	24.916	12.457999999999998	2.0	114.52	0.027
84	0.84	0.1141345052455558	0.0958298120525584	0.1292149519936794	0.0799970709737745	0.1179490485492307	0.2761389725065324	89	324	22	42	2.2039220909959774	1.8047099054852316	0.0649654822991763	0.2972710892151962	51	0.2972710892151962	1	1	0.2363534602441833	11.0	67.483	76.656	118.432	25.707000000000008	12.853500000000004	2.0	116.425	0.08
85	0.85	0.0958438119794081	0.0950347713718929	0.0966100040230863	0.0943936269411637	0.0955751398206644	0.2630774246981629	107	377	32	50	2.1675858818622067	1.7928186587966195	0.1217398032929691	0.270076163785148	51	0.270076163785148	1	1	0.2830100803456816	15.0	68.202	76.457	119.325	25.33399999999999	12.666999999999994	2.0	117.436	0.064
86	0.86	0.1071637158493186	0.1055306033965941	0.1087002017087866	0.0947233235999925	0.1007247960281212	0.2619253193848346	108	388	32	55	2.157447056473328	1.7915415484940858	0.104711977053796	0.2684290243961166	51	0.2684290243961166	1	1	0.2713331180748701	13.0	68.369	74.743	116.498	26.61399999999999	13.306999999999997	2.0	114.692	0.117
87	0.87	0.1152489156551677	0.0933792937710741	0.1328116909493364	0.0770010638358384	0.1229349355453367	0.2672403676180079	91	341	27	48	2.1920208582796845	1.8002536095514237	0.0690971270822387	0.2826675989336798	48	0.2826675989336798	1	1	0.2215482811030644	12.0	67.448	74.624	117.259	24.813	12.4065	2.0	115.126	0.053
88	0.88	0.1127808556680622	0.1012558614909223	0.1227799928576119	0.0897324430403705	0.1165825590351967	0.2734922217459051	76	302	26	46	2.19148760829794	1.8008665302214102	0.1379797665030436	0.2732653684116801	50	0.2732653684116801	1	1	0.2952267356032147	12.0	67.555	74.492	118.173	23.874000000000024	11.937000000000012	2.0	116.219	0.064
89	0.89	0.0998617856948676	0.0898928908241595	0.108529346766649	0.0808185668842322	0.1027955358343789	0.2664209052218637	91	321	25	47	2.20760861407529	1.8075342509254797	0.1428007811472786	0.2999342127214292	52	0.2999342127214292	1	1	0.3104716704339283	12.0	68.787	75.365	119.746	24.40599999999999	12.202999999999996	2.0	117.574	0.053
90	0.9	0.1098970171501815	0.1150680749545764	0.1047213751294704	0.0893549615798693	0.0938366162125654	0.2706637031468398	84	347	28	47	2.176256316342734	1.7923339712176865	0.1142445138663855	0.2606802694078081	53	0.2606802694078081	1	1	0.2556165134641273	12.0	68.49	73.803	117.372	24.921000000000006	12.460500000000003	2.0	115.277	0.053
91	0.91	0.1096632813294248	0.1015566186208939	0.1168803642087339	0.083660430751458	0.1057994748314253	0.272837019773571	89	351	31	46	2.164641344743016	1.794148044978579	0.1186211937467828	0.2839046070575906	58	0.2839046070575906	1	1	0.2310293005618575	11.0	67.064	75.206	117.361	24.908999999999978	12.454499999999989	2.0	115.367	0.053
92	0.92	0.1222832377856399	0.1042582958548949	0.137303445617518	0.0874456708560586	0.1160320293852046	0.2714133815748569	94	373	29	55	2.153756864323163	1.7926120212447565	0.0892300009994047	0.2815337200479962	54	0.2815337200479962	1	1	0.271645249109184	12.0	67.487	74.342	115.811	26.018	13.009	2.0	113.87	0.053
93	0.93	0.1012383899301145	0.095790344386547	0.1061799022673858	0.0852962674560411	0.0968032859805954	0.2711104335003749	93	332	33	48	2.178285152015346	1.7931751777131866	0.087663135413177	0.2810572211680828	62	0.2810572211680828	1	1	0.2515410245306634	13.0	66.91	77.045	118.635	25.31999999999998	12.65999999999999	2.0	117.038	0.0
94	0.94	0.1045991531962086	0.1017223451407941	0.1072741044137214	0.0926473701476733	0.0960299744359781	0.2697722524122206	96	353	28	45	2.190657296836508	1.7969366341494797	0.0888516593496671	0.2965823761452588	61	0.2965823761452588	1	1	0.185744759960134	12.0	67.063	74.738	116.476	25.32499999999999	12.662499999999994	2.0	114.641	0.053
95	0.95	0.098557404405002	0.1041249049874698	0.0929304749983362	0.0932501807724809	0.0850886219334582	0.2636704493899819	92	361	29	47	2.156418028989968	1.7905975491823356	0.0536202735947131	0.2942075929134768	67	0.2942075929134768	1	1	0.2342654760461719	12.0	67.186	74.885	116.083	25.988000000000028	12.994000000000014	2.0	114.428	0.0
96	0.96	0.1143560764122769	0.1145799175112608	0.1141419313170885	0.104693749505829	0.1085417088770553	0.2762768989922596	101	354	29	46	2.18619947166561	1.7973397970257334	0.1040476418610475	0.2879660699242469	54	0.2879660699242469	1	1	0.2626068209462249	11.0	66.972	75.822	118.231	24.562999999999988	12.281499999999994	2.0	116.278	0.053
97	0.97	0.0994133615195144	0.0891065256034101	0.1083436104990427	0.0809213129861127	0.1004856878889543	0.2680192409380169	91	334	27	46	2.220831868893256	1.81019961381315	0.1155501534928801	0.269687305605522	51	0.269687305605522	1	1	0.2969399125238469	13.0	67.374	76.41	119.093	24.69099999999999	12.345499999999994	2.0	116.812	0.0
98	0.98	0.1248380867400218	0.1194052791257519	0.1298135921159685	0.1010227783036209	0.0987308175047581	0.2812281670662731	79	322	25	48	2.2302966385595124	1.813806561342996	0.1076995223573541	0.273863049388016	61	0.273863049388016	1	1	0.260814449304365	10.0	67.053	76.844	119.673	24.22399999999999	12.111999999999997	2.0	117.758	0.053
99	0.99	0.1191820565151953	0.1123207780860313	0.1253836380695242	0.0977217073870317	0.1120915319186205	0.276247967288597	92	350	29	53	2.218159074667032	1.8097747770507675	0.1114593123048506	0.2598859873272525	50	0.2598859873272525	1	1	0.2699157080978671	11.0	67.948	76.836	119.001	25.782999999999987	12.891499999999994	2.0	117.079	0.124
100	1.0	0.1200529712182483	0.1024975611791585	0.1346970490725908	0.093890086714838	0.1160622897157358	0.2650307277226061	94	361	30	50	2.2117558764929948	1.8078877477931063	0.0776776315722786	0.2820446671626926	49	0.2820446671626926	1	1	0.2652438727303854	11.0	66.924	75.866	117.548	25.24200000000002	12.62100000000001	2.0	115.468	0.027
101	1.01	0.1218493542075639	0.1010163222899744	0.1388546653004046	0.0972545643744659	0.1325596178074038	0.2717273259621516	86	353	31	52	2.2001561139173957	1.80342939396931	0.1341088769628592	0.2829644615445098	67	0.2829644615445098	1	1	0.3107918635039359	13.0	68.861	75.41	118.267	26.00400000000002	13.00200000000001	2.0	116.399	0.087
102	1.02	0.1134097923914908	0.1024088061656174	0.1229992288368937	0.0951596812228264	0.1205759929458226	0.2716504585515654	95	390	30	54	2.1852187159467493	1.7942407775702232	0.0866956275863691	0.2755793271974993	51	0.2755793271974993	1	1	0.2632926566681378	14.0	67.583	75.483	117.349	25.717	12.8585	2.0	115.275	0.06
103	1.03	0.1167692421541282	0.1045910690833951	0.1273150233292034	0.0950446466325081	0.1151773236674175	0.2652635229361459	101	367	29	52	2.196619453930819	1.8036383245304384	0.0873584250450638	0.2743534766724994	52	0.2743534766724994	1	1	0.2603074239048745	12.0	69.252	77.003	121.041	25.214	12.607	2.0	119.101	0.06
104	1.04	0.1192954429097712	0.1070154475102106	0.1299424190668052	0.1010396084836565	0.1229846742382746	0.2726812679163461	90	356	29	51	2.205622705976215	1.8051687228086564	0.1034332774548233	0.2725637866890697	45	0.2725637866890697	1	1	0.2659319089791783	11.0	68.335	78.105	121.138	25.301999999999992	12.650999999999996	2.0	118.943	0.027
105	1.05	0.1146134433010019	0.1059219320533386	0.122337608610223	0.1000431187175935	0.1186856449462405	0.2620342968714553	94	359	34	45	2.213274685690108	1.8055190372283016	0.1119696909624445	0.292119536576877	57	0.292119536576877	1	1	0.2497501031134315	11.0	68.653	76.902	120.286	25.269000000000005	12.634500000000005	2.0	118.28	0.087
106	1.06	0.1171463454677406	0.10833868754492	0.124978398607244	0.0975946788222724	0.1205705017618364	0.2686371938262833	88	343	28	48	2.213356953536016	1.8088679918517816	0.0849636750449591	0.3081965392252898	41	0.3081965392252898	1	1	0.2431650421639228	13.0	68.194	76.681	120.026	24.849000000000004	12.424500000000002	2.0	117.639	0.0
107	1.07	0.1100308797029312	0.1051880734457617	0.11446398292435	0.0975326597224476	0.1117286628134307	0.2742861001021576	93	380	31	51	2.1748819484623687	1.7950373045348411	0.0677989389200191	0.2710644719232031	50	0.2710644719232031	1	1	0.2479297052725816	11.0	68.378	77.774	121.008	25.14399999999999	12.571999999999996	2.0	118.718	0.027
108	1.08	0.115544073909696	0.1131709971890632	0.1177653924580702	0.1037040584935704	0.1117829504011843	0.2659734937542223	93	363	34	52	2.2076995787697857	1.802316525213019	0.1172795283723881	0.2686825219591351	45	0.2686825219591351	1	1	0.2917664447043583	10.0	69.127	75.871	119.285	25.712999999999997	12.856499999999995	2.0	117.301	0.027
109	1.09	0.110689515700659	0.1138184464029103	0.1076169747076042	0.0992439095208126	0.1036795947705058	0.269903674272312	99	404	35	54	2.167212283605708	1.7906510638826454	0.0899800860205082	0.273674977201866	49	0.273674977201866	1	1	0.2594772086669645	16.0	66.381	77.602	116.757	27.226	13.613	2.0	114.629	0.027
110	1.1	0.1161470724893999	0.1127464565679243	0.1193037307208877	0.1035365232716604	0.1158847735503128	0.2741693259097083	135	436	39	59	2.156360546604787	1.785589992756708	0.0989897563665824	0.3089257144622855	55	0.3089257144622855	1	1	0.2340802471971761	15.0	66.127	75.052	113.788	27.391000000000005	13.695500000000004	2.0	111.729	0.027
111	1.11	0.1152635150265847	0.1068307455286185	0.1227761933979784	0.0998978043815994	0.119412398540027	0.2707582944327006	109	412	36	53	2.175613687071549	1.79113394406581	0.0972045452994196	0.2971814210902577	62	0.2971814210902577	1	1	0.2124279338794084	14.0	65.941	77.847	116.407	27.38100000000001	13.690500000000007	2.0	114.538	0.0
112	1.12	0.1183084386228211	0.1056179253344255	0.1292684488370645	0.0910677983338863	0.1241884210309591	0.2783826691219351	90	383	27	52	2.204646569643736	1.800716951182519	0.0887301758240301	0.2721198976395669	60	0.2721198976395669	1	1	0.2528474983774976	17.0	68.447	76.222	118.326	26.34299999999999	13.171499999999996	2.0	116.367	0.053
113	1.13	0.1265456908087157	0.116718315859723	0.1352646613054357	0.1113271449895362	0.1314003682174138	0.276436410018061	95	367	31	50	2.1684383713651174	1.7885774831502268	0.0567524951170082	0.2637746992798447	50	0.2637746992798447	1	1	0.2398912073073112	15.0	67.031	76.697	117.043	26.685	13.3425	2.0	114.814	0.053
114	1.14	0.1216016080071988	0.1117732714422176	0.1302961452873959	0.1029885639917891	0.1211810917952616	0.2584919962889513	106	367	31	53	2.207447842945069	1.8012972370865428	0.0833329128772315	0.2989919920581897	57	0.2989919920581897	1	1	0.2192892269169681	13.0	67.498	75.778	116.883	26.39300000000001	13.196500000000007	2.0	114.817	0.053
115	1.15	0.1238222082166424	0.1093089588722758	0.1362449135654685	0.0960885347612446	0.1313180723913651	0.2670376997603697	101	378	32	51	2.1934945171076423	1.7959368716004742	0.0604459071491117	0.2848524957514339	57	0.2848524957514339	1	1	0.2534596800511615	13.0	66.128	74.57	114.623	26.07499999999997	13.037499999999987	2.0	112.668	0.053
116	1.16	0.1201037070025216	0.1140262342456482	0.1256327133736701	0.0950187164936338	0.1151886736346616	0.2706235977270774	103	344	29	50	2.2247953894441856	1.8112340279433716	0.1419347510176143	0.2723398535910217	48	0.2723398535910217	1	1	0.2837283078821736	12.0	67.267	76.78	118.75	25.297	12.6485	2.0	116.64	0.053
117	1.17	0.1178560384120091	0.1109019102188034	0.1241331459796244	0.0965642040004214	0.1196664318298446	0.264821098489117	106	352	33	49	2.181465923636466	1.7897757337336295	0.0857859696400688	0.2784870742974028	44	0.2784870742974028	1	1	0.2323392610957488	11.0	67.179	75.801	117.751	25.229000000000013	12.614500000000008	2.0	115.736	0.027
118	1.18	0.1153011689570577	0.1028086187880641	0.1260797112901726	0.0898252003618804	0.1160322767356474	0.27756968040925	75	376	30	50	2.1947458311636256	1.8028095642035429	0.0986250649040802	0.2754016360970295	54	0.2754016360970295	1	1	0.2547338966510514	9.0	66.429	77.588	118.958	25.059	12.5295	2.0	117.257	0.08
119	1.19	0.1170547581151784	0.1008753011533557	0.1306469268827869	0.0883237498284955	0.1234112638180762	0.2839805449832966	92	378	31	55	2.1750282914216106	1.7931100659652788	0.0994262795621824	0.2792594338741553	63	0.2792594338741553	1	1	0.3005547900392871	12.0	67.005	77.004	117.494	26.51500000000001	13.257500000000007	2.0	115.579	0.113
120	1.2	0.1077734972599463	0.104734393228669	0.1105974820046383	0.1033846687003352	0.1077142213803878	0.2769568898663443	104	410	35	53	2.148170956102574	1.7841566465220695	0.0872660985230519	0.3002418210628543	42	0.3002418210628543	1	1	0.2572045899652841	8.0	68.602	77.73	119.683	26.648999999999987	13.324499999999992	2.0	117.346	0.0
121	1.21	0.119816150325982	0.1068277780108773	0.1310219278229421	0.0961350807665355	0.1169588980577272	0.2761409567273408	108	383	34	51	2.1920570589265616	1.7949911857213685	0.0930054709220495	0.2549115610483732	38	0.2549115610483732	1	1	0.2672683680336889	9.0	67.161	78.317	118.098	27.38000000000001	13.690000000000005	2.0	115.872	0.0
122	1.22	0.1199286722105654	0.1131552285744959	0.1260570914435161	0.1065568821075775	0.1159833086653162	0.260401611519847	95	399	30	56	2.1686591314412107	1.7864689887936869	0.0956747977668064	0.2680567265649022	46	0.2680567265649022	1	1	0.2469164173470812	10.0	66.605	74.991	115.477	26.119	13.0595	2.0	113.456	0.053
123	1.23	0.1077300907369522	0.1069747426290202	0.1084464272537299	0.104113674971748	0.1054177766933088	0.267301799933122	103	400	36	55	2.165017559641316	1.7896157868300873	0.1010859976763434	0.2815120608886663	56	0.2815120608886663	1	1	0.2551143855221872	9.0	66.108	76.262	116.03	26.340000000000003	13.170000000000002	2.0	114.168	0.0
124	1.24	0.1114352417407459	0.0951274558826182	0.1250372463267176	0.0925095537325538	0.122238917210749	0.2681306721813883	96	395	33	56	2.182653883939696	1.7918630760225482	0.1071164446028664	0.2835857808776158	45	0.2835857808776158	1	1	0.272933536409537	13.0	67.755	76.181	117.609	26.326999999999984	13.163499999999992	2.0	115.51	0.0
125	1.25	0.1242794081714834	0.1207703684940637	0.1275399525377346	0.1185630310653516	0.1245913757663241	0.2650069428536187	124	429	37	54	2.150927287759498	1.7834566693743248	0.1520826072300817	0.2734881141870874	59	0.2734881141870874	1	1	0.29892493022727	11.0	68.117	74.312	116.762	25.667	12.8335	2.0	114.75	0.0
126	1.26	0.1237416691619314	0.1075678650099561	0.1374199944823302	0.0944447757711111	0.1336975809555997	0.2690520788664064	102	362	32	53	2.179721736087578	1.797161646047393	0.0902244938060018	0.2800381529708037	57	0.2800381529708037	1	1	0.2629329003509317	12.0	68.196	73.676	116.364	25.50800000000001	12.754000000000003	2.0	114.39	0.087
127	1.27	0.1384415098494904	0.1156609285357216	0.1571410719992806	0.1097865172671553	0.1476895070438733	0.2852140947860833	99	369	30	49	2.1855353126188537	1.7970258891760398	0.0960663172400562	0.2805514227655867	67	0.2805514227655867	1	1	0.2596677996057164	11.0	66.292	74.74	115.443	25.588999999999984	12.794499999999992	2.0	113.498	0.033
128	1.28	0.1211558350356095	0.1085736482885505	0.1320558179068865	0.101470546828891	0.1250929354136775	0.2609906953035688	99	385	31	53	2.194638347533796	1.7936629527982926	0.1132343820709611	0.2747083887403118	49	0.2747083887403118	1	1	0.2188337945291936	11.0	67.404	73.644	115.894	25.154	12.576999999999998	2.0	113.754	0.053
129	1.29	0.1243993226565444	0.1146207867472595	0.1330674199716544	0.1103261232811534	0.1312541336665552	0.2681308439977585	83	338	34	54	2.155847012847093	1.788560630730739	0.0899829800969416	0.2856188681602415	46	0.2856188681602415	1	1	0.2501775850986958	10.0	69.132	74.535	117.811	25.855999999999995	12.927999999999995	2.0	115.944	0.027
130	1.3	0.1208618674070722	0.1066245590024749	0.1330419649477421	0.1020422926589146	0.1289828598604968	0.2622327025868112	98	370	33	54	2.1259909424622885	1.7773971368466843	0.0666544705506247	0.3014658840249617	56	0.3014658840249617	1	1	0.2301463670113484	10.0	67.543	74.064	116.386	25.221000000000004	12.610500000000002	2.0	114.636	0.033
131	1.31	0.1231022462504775	0.1095026284442122	0.1348135234249785	0.1024160420114526	0.1289749258995269	0.264263015716473	107	367	32	54	2.1404762131404285	1.7851468537622452	0.0863349257248368	0.2726205347582306	47	0.2726205347582306	1	1	0.2556913456417934	11.0	67.525	75.014	117.166	25.37299999999999	12.686499999999995	2.0	115.275	0.027
132	1.32	0.1166798507797031	0.1084635385681434	0.1240182299410442	0.1069164448877722	0.1205985504701335	0.264419820036344	87	366	27	56	2.1558160774812354	1.7877126488111947	0.0953568249821644	0.2843829747217703	53	0.2843829747217703	1	1	0.2633411405380779	11.0	67.467	74.621	117.124	24.964	12.482	2.0	114.983	0.053
133	1.33	0.1206857354241297	0.1039945657577194	0.1347067761645025	0.0992213632376813	0.1283407005313586	0.2704405935530634	108	399	33	54	2.1769742999707864	1.7970087378326198	0.0827625562644328	0.2764693291105141	56	0.2764693291105141	1	1	0.2465661446922322	10.0	66.959	74.223	115.61	25.572000000000017	12.786000000000008	2.0	113.781	0.053
