frame	time_ns	whole_protein_backbone_rmsd_nm	chain_A_backbone_rmsd_global_fit_nm	chain_B_backbone_rmsd_global_fit_nm	chain_A_backbone_rmsd_self_fit_nm	chain_B_backbone_rmsd_self_fit_nm	interface_min_heavy_distance_nm	interface_heavy_atom_contact_pairs_le_0_40_nm	interface_heavy_atom_contact_pairs_le_0_50_nm	interface_residue_contact_pairs_le_0_40_nm	interface_residue_contact_pairs_le_0_50_nm	chain_A_B_com_distance_nm	protein_radius_of_gyration_nm	butin_heavy_rmsd_after_protein_fit_nm	protein_butin_min_heavy_distance_nm	protein_butin_heavy_contact_pairs_le_0_40_nm	pocket_butin_min_heavy_distance_nm	pocket_occupied_le_0_50_nm	pocket_occupied_le_0_40_nm	pocket_butin_com_distance_nm	interface_hydrogen_bond_count	chain_A_sasa_nm2	chain_B_sasa_nm2	protein_AB_sasa_nm2	interface_buried_sasa_total_loss_nm2	interface_buried_sasa_per_side_nm2	protein_butin_hydrogen_bond_count	protein_butin_surface_sasa_nm2	butin_sasa_nm2
5587	55.87	0.1512978229510438	0.1234606979710168	0.1737648248338504	0.1202736130046142	0.1655498411932478	0.2634593937776298	87	299	26	46	2.156723594669459	1.78021159678023	0.1769398846777453	0.262494976648607	44	0.262494976648607	1	1	0.3227176881763084	12.0	67.326	71.39	115.569	23.14700000000001	11.573500000000005	3.0	113.83	0.0
5588	55.88	0.1542342586573927	0.1342300002929592	0.1711671706513001	0.129351828631773	0.163767321669091	0.2644187069052851	90	323	27	44	2.1574653641182158	1.776331966923688	0.1745929451868952	0.2865056187717801	41	0.2865056187717801	1	1	0.3201837641654014	12.0	68.92	72.889	117.96	23.849000000000004	11.924500000000002	2.0	115.686	0.0
5589	55.89	0.1569828025365323	0.1302652661272958	0.1788062631118701	0.1216685127752717	0.1720304389257464	0.2593028992347262	84	335	26	51	2.1373280398337764	1.7683712381320298	0.1935668764144038	0.3119326885601069	47	0.3119326885601069	1	1	0.3419174503934888	10.0	70.049	72.743	118.918	23.873999999999995	11.936999999999998	1.0	116.713	0.0
5590	55.9	0.1646641851248681	0.13624390564355	0.1878299655717302	0.1319040478992237	0.1783485495636435	0.2732213770085767	89	319	22	41	2.150395563028127	1.777808083077207	0.1674729839633507	0.2716952745858032	37	0.2716952745858032	1	1	0.3281372830317206	12.0	68.606	71.894	116.559	23.941000000000003	11.9705	1.0	114.384	0.0
5591	55.91	0.1688535908069329	0.1328051330795569	0.1972179667244038	0.1235678338000245	0.1813674649469942	0.2666644749409035	77	318	25	43	2.139478950944244	1.774654557364182	0.2235144086427351	0.2832113770115606	48	0.2832113770115606	1	1	0.3742888151758173	13.0	67.089	73.181	115.884	24.38599999999998	12.19299999999999	1.0	113.722	0.027
5592	55.92	0.1705354621640291	0.1453073919680839	0.1915482071412118	0.134564816026785	0.1772235820614224	0.2661693451523811	95	366	30	47	2.1142442768505965	1.7655778466602772	0.2145299316267172	0.3023605835255151	56	0.3023605835255151	1	1	0.3807905282260752	13.0	68.924	71.615	115.132	25.406999999999982	12.703499999999991	1.0	113.337	0.0
5593	55.93	0.166908931016656	0.1385082540450625	0.1901079716480472	0.1290267254957746	0.1812554660280927	0.2654678959379584	94	381	30	50	2.122129793095586	1.7650856088685056	0.2666202304233108	0.2942283628160944	40	0.2942283628160944	1	1	0.4115408720597378	9.0	68.08	72.723	115.932	24.870999999999995	12.435499999999998	1.0	113.904	0.027
5594	55.94	0.1674043458107767	0.1456424778911986	0.185820174600823	0.1292069952357569	0.1713369927925682	0.2675161198374574	94	369	26	50	2.138167703976578	1.7744291785215616	0.2167620402195014	0.2829593780056131	50	0.2829593780056131	1	1	0.3642794395092378	11.0	67.892	73.344	117.071	24.164999999999992	12.082499999999996	0.0	115.069	0.0
5595	55.95	0.1525741168776901	0.1383454691688541	0.1650193122905738	0.1267478781768803	0.1529112649090182	0.2794224194373296	81	324	26	48	2.182074959407025	1.7819351824835234	0.2100614205010412	0.3090439754474955	66	0.3090439754474955	1	1	0.3418664116654271	10.0	68.818	72.585	118.118	23.285	11.642499999999998	1.0	116.437	0.027
5596	55.96	0.1681503444224849	0.1475402543424029	0.1857073149245883	0.1254433695926204	0.1744267321393359	0.2696685057998123	99	366	28	49	2.1586646991433582	1.783785094252678	0.2430663601493673	0.3014648493861457	53	0.3014648493861457	1	1	0.3740655117754888	12.0	69.402	75.652	119.628	25.426	12.713	1.0	117.451	0.06
5597	55.97	0.1682048741264329	0.1481865862828554	0.1853120422542767	0.1371206549892199	0.1729104298742995	0.2749439047919989	83	311	24	43	2.1806161818297154	1.7860832749653202	0.2594437542488458	0.2883057794269161	55	0.2883057794269161	1	1	0.3901928699626565	11.0	68.865	73.149	117.441	24.573000000000008	12.286500000000004	1.0	115.48	0.0
5598	55.98	0.1710977700642018	0.1456872036723509	0.1922516984855684	0.1352245690188415	0.1784031144517409	0.2667021873356093	87	321	25	44	2.1664628999407705	1.7872327799424668	0.2658029276210425	0.2885029724537834	49	0.2885029724537834	1	1	0.3882346588123003	11.0	70.152	74.339	118.71	25.78099999999999	12.890499999999996	1.0	116.855	0.06
5599	55.99	0.1637884659747272	0.1456338583100851	0.179417093434394	0.1388328557774212	0.166868630708086	0.2843995324209187	86	324	24	51	2.1568325293965542	1.7814105543096432	0.2604311961413	0.2743602362227729	46	0.2743602362227729	1	1	0.4024156192171768	10.0	69.632	74.408	119.262	24.77800000000002	12.38900000000001	1.0	117.193	0.033
5600	56.0	0.168168446837405	0.1452658708804759	0.1874433143958885	0.1355631327322554	0.1818224517708236	0.277475258249659	89	323	25	48	2.1556831536177645	1.7747570938119168	0.2765814697144743	0.311618295923713	46	0.311618295923713	1	1	0.4165986401486303	11.0	68.953	73.024	117.056	24.921000000000006	12.460500000000003	1.0	115.258	0.113
5601	56.01	0.1550703436556199	0.1365377976978861	0.1709007576277273	0.1260870738847007	0.1624508336914237	0.2708965057689411	97	338	25	50	2.1303128193868184	1.7703517673915652	0.2242059571496949	0.2903949046400986	60	0.2903949046400986	1	1	0.3633300143628076	10.0	68.605	72.572	117.154	24.023000000000025	12.011500000000012	1.0	115.492	0.033
5602	56.02	0.1634714527578027	0.1370184760408948	0.1852374267193133	0.1239994561785921	0.1778289163463685	0.2614804384751681	72	327	23	49	2.133939280903477	1.7674092484175248	0.2053398943177148	0.2960766508760087	54	0.2960766508760087	1	1	0.3575652203062591	14.0	68.635	73.283	116.614	25.304	12.652	1.0	114.683	0.027
5603	56.03	0.161571332212409	0.141683729820479	0.1785049883154728	0.1318044589516536	0.1692102284097091	0.2715987955487474	86	307	27	46	2.183141435550725	1.7849321283689945	0.2673584679192407	0.2814854038083364	59	0.2814854038083364	1	1	0.3986480866647951	12.0	68.391	71.721	116.216	23.89600000000003	11.948000000000016	1.0	114.255	0.094
5604	56.04	0.1659561444418989	0.1419462374185667	0.1860118084685364	0.1336129378476581	0.1796204348784786	0.2670171210224414	83	287	21	45	2.1755135994557384	1.782961352279467	0.2555261377985386	0.2803247188552324	52	0.2803247188552324	1	1	0.4038946611777129	12.0	68.18	72.964	118.38	22.76400000000001	11.382000000000003	1.0	116.722	0.06
5605	56.05	0.1652099779016242	0.1490091944841648	0.1793184591008874	0.1342387478504184	0.170442588878145	0.267688387740523	93	325	28	47	2.1635578637757678	1.7782486775759536	0.290104236231928	0.2802591403008613	46	0.2802591403008613	1	1	0.4242744767966854	9.0	68.654	72.508	116.745	24.416999999999973	12.208499999999988	1.0	114.526	0.053
5606	56.06	0.1613354354819563	0.1421512162625045	0.1777313308968466	0.1247380781415564	0.1643899149400536	0.2686725387651984	88	329	28	49	2.143353688094532	1.770844580782292	0.2208726927836263	0.2706681878968763	61	0.2706681878968763	1	1	0.3669670009525749	11.0	68.206	71.637	116.386	23.457000000000026	11.728500000000013	1.0	114.627	0.0
5607	56.07	0.1550768185806519	0.1471354761175879	0.1622973818020096	0.1200007183089588	0.1461170494747132	0.2612833220709139	91	325	27	45	2.147690935886032	1.7782912974032428	0.2612918918425114	0.2742605632345369	44	0.2742605632345369	1	1	0.3948998314108951	9.0	69.058	73.252	118.676	23.634	11.817	1.0	116.626	0.147
5608	56.08	0.1667666890390553	0.1506519343599271	0.1808184745749896	0.1303216089482635	0.1699125889833524	0.2816272366769288	96	343	30	48	2.145211500896439	1.771584883275536	0.2148510798177711	0.2896792324907007	55	0.2896792324907007	1	1	0.3553029297836659	13.0	67.989	74.424	118.697	23.716000000000008	11.858000000000004	2.0	116.792	0.0
5609	56.09	0.1768831579472693	0.1559571555074716	0.1947773627688302	0.1408902160747417	0.1833798021159626	0.26873384719359	96	389	30	51	2.144650513240891	1.7693848264149712	0.208563558446987	0.2798477909974253	47	0.2798477909974253	1	1	0.3412751876241975	11.0	68.239	72.619	116.866	23.992000000000004	11.996000000000002	1.0	114.94	0.027
5610	56.1	0.163395998235483	0.1411803792663179	0.1820964752803274	0.1364441738169346	0.1776968551248982	0.2693603745099901	86	340	25	49	2.155162259491621	1.7732330172264177	0.2358662952023603	0.2860559942556382	62	0.2860559942556382	1	1	0.3963642353100136	10.0	68.195	71.188	114.291	25.091999999999985	12.545999999999992	1.0	112.198	0.0
5611	56.11	0.1745764883151721	0.150402761748107	0.1948800629727671	0.1387142534000233	0.1801934783335225	0.2706969891150769	95	343	29	47	2.144398123828798	1.7761733772726778	0.2604358376750352	0.2580620822472607	42	0.2580620822472607	1	1	0.3916605620770155	11.0	69.949	73.098	117.511	25.536	12.768	1.0	115.182	0.027
5612	56.12	0.1656351889762214	0.1541671736543829	0.175888995316669	0.1420923338264403	0.1621631829710841	0.2688009254296762	99	357	30	48	2.1567238177215384	1.7825851650150704	0.2620317798294872	0.2946552231430939	47	0.2946552231430939	1	1	0.4031560154253964	9.0	68.272	75.208	118.568	24.91200000000002	12.45600000000001	1.0	116.532	0.053
5613	56.13	0.1618687926564278	0.1480825927426035	0.1740162161924267	0.1365095768422344	0.1631247252553907	0.2658797827094067	103	352	32	49	2.1437366506304825	1.770130627855154	0.2493156292769534	0.3139901175709	50	0.3139901175709	1	1	0.3836859346790652	10.0	68.558	70.692	113.523	25.727000000000004	12.863500000000002	1.0	111.632	0.053
5614	56.14	0.158834750271084	0.1358854613889435	0.1780077017951169	0.1266716868352351	0.1729821294893029	0.270427129199326	90	326	25	48	2.148614282743132	1.7744076141720115	0.2298816199775534	0.2971949291029705	50	0.2971949291029705	1	1	0.3706858089537289	11.0	67.281	73.289	114.917	25.65299999999999	12.826499999999996	2.0	113.101	0.0
5615	56.15	0.1624685795472325	0.1406184883628735	0.1808854226073268	0.1311470730089123	0.1733207155055821	0.2658518102633913	102	360	32	48	2.145862401832088	1.7793442440766782	0.1923504731055261	0.2854984045987235	47	0.2854984045987235	1	1	0.3308782412449599	13.0	68.048	72.903	115.028	25.923000000000016	12.961500000000008	1.0	112.679	0.027
5616	56.16	0.1678838172060423	0.1437344453798303	0.1880707708721076	0.1307749350725797	0.1735470361856735	0.2669941813448405	106	346	26	49	2.141585718834943	1.7669781537110538	0.2416559036277017	0.2848381575127793	64	0.2848381575127793	1	1	0.398641252778547	11.0	66.91	73.063	114.188	25.78500000000001	12.892500000000004	1.0	112.344	0.087
5617	56.17	0.1676882095985314	0.1457598732545729	0.186232165157983	0.1329869785703606	0.175176658592736	0.2745086344033521	100	353	24	47	2.1557734609711825	1.7762578093825725	0.2393607585363938	0.2836818110276806	58	0.2836818110276806	1	1	0.3880972730727754	14.0	68.382	72.603	114.608	26.37700000000001	13.188500000000005	1.0	112.437	0.0
5618	56.18	0.1748645305512987	0.1517234956879345	0.1944067610059232	0.1326063423823562	0.1799629884905247	0.2516840453962535	117	377	28	48	2.1421004804857686	1.7708435091447283	0.2082116362048541	0.3077157953151773	45	0.3077157953151773	1	1	0.3392404793224312	14.0	69.948	71.823	116.312	25.45899999999999	12.729499999999994	0.0	114.043	0.094
5619	56.19	0.1819207714511361	0.1527578605170997	0.2059483648779643	0.1291288507736434	0.186310137150912	0.2742704073183034	100	323	29	48	2.1694449844592905	1.778182057469543	0.3007233541051102	0.3086477401910797	61	0.3086477401910797	1	1	0.4401868588422269	11.0	68.768	72.831	117.077	24.52199999999999	12.260999999999996	1.0	114.928	0.0
5620	56.2	0.1875539280582279	0.1553322977918156	0.2138364612010394	0.1316508453190313	0.1973822909216395	0.2638733041255306	93	337	31	51	2.1383637540237923	1.7674208554319883	0.2460734892801256	0.277858203136017	49	0.277858203136017	1	1	0.3815491227590588	12.0	66.462	73.236	115.542	24.15600000000001	12.078000000000005	1.0	113.34	0.06
5621	56.21	0.1757033924866667	0.1450154821941942	0.2006726972714156	0.1294516287739748	0.1882351763046048	0.2773751075449974	99	353	27	46	2.1659389694824016	1.7793569348753002	0.2394993549270185	0.2648948949117031	47	0.2648948949117031	1	1	0.3883317020449605	12.0	66.963	72.549	115.738	23.774	11.887	1.0	113.583	0.033
5622	56.22	0.1637176649813398	0.1254118980542971	0.1933359475046811	0.1167302190938053	0.1863750433497958	0.2702350313578098	92	355	28	47	2.145268953192537	1.7745049482447992	0.178723600905486	0.2782563739051654	52	0.2782563739051654	1	1	0.3414420459807182	11.0	65.452	72.961	113.347	25.066000000000017	12.533000000000008	1.0	111.518	0.027
5623	56.23	0.1725687427174924	0.1456585355138974	0.1948253478471943	0.1306945077915906	0.1815241205379134	0.271413107297508	83	343	23	48	2.159134516926403	1.7758943034616403	0.2065514054283813	0.274056930965333	56	0.274056930965333	1	1	0.3620774451872112	14.0	65.134	72.329	112.281	25.181999999999988	12.590999999999994	1.0	110.452	0.0
5624	56.24	0.167252650312811	0.1389317759632863	0.1904031877155212	0.1283091400228379	0.1839416430466215	0.2738415428807371	78	323	25	46	2.18059504310778	1.7830713770291329	0.2610506490021982	0.286044187588788	52	0.286044187588788	1	1	0.4012629405087052	11.0	66.521	72.15	114.003	24.667999999999992	12.333999999999996	1.0	111.898	0.027
5625	56.25	0.1653482838089886	0.1391196415969136	0.1869901157761951	0.1268860168214471	0.1828523803247976	0.2715030833650108	71	323	24	47	2.15246143529568	1.7789085922772796	0.2162337404590421	0.2930705060407763	55	0.2930705060407763	1	1	0.3661625282304933	13.0	68.011	74.016	115.942	26.084999999999997	13.042499999999997	1.0	114.022	0.0
5626	56.26	0.1684236182582285	0.1378854374442142	0.1931277519016158	0.1310461018625969	0.1889840687240406	0.2711350878435165	97	334	24	48	2.16429017668813	1.7847054956692188	0.167313265502705	0.2767850246329256	46	0.2767850246329256	1	1	0.3021838119727827	13.0	68.347	72.661	116.136	24.871999999999986	12.435999999999993	2.0	114.181	0.033
5627	56.27	0.179533213719874	0.1434425214230641	0.2082362686731299	0.1327901890883565	0.1970316176926237	0.2762353501901066	74	308	23	48	2.149611645347401	1.7802657449770904	0.2195761260443729	0.2830179383245281	51	0.2830179383245281	1	1	0.3775955425751658	14.0	68.423	75.525	118.404	25.54400000000001	12.772000000000006	1.0	116.264	0.0
5628	56.28	0.1731497810644224	0.1587794164337492	0.1858371409095407	0.1510571915543844	0.1754297717663476	0.258978819340539	90	318	29	45	2.1438943085306774	1.773907421127629	0.1902989401176067	0.2934866613444257	58	0.2934866613444257	1	1	0.3533754791152266	12.0	68.093	72.2	114.432	25.861000000000004	12.930500000000002	1.0	112.45	0.06
5629	56.29	0.1608488041889065	0.1382262678361981	0.1798130115344306	0.1338137986363472	0.171987521362881	0.2652005671781588	90	334	26	47	2.168639796781888	1.781302571839912	0.2329723862873807	0.2970485802091865	41	0.2970485802091865	1	1	0.3864869657627474	13.0	68.651	72.36	116.6	24.411	12.2055	1.0	114.301	0.06
5630	56.3	0.1685767444476361	0.1458743703973669	0.1877088509878231	0.1398941365487572	0.1775542461959398	0.265341492959427	94	332	29	48	2.1378662301192533	1.77142541116053	0.1934163316660333	0.271200624798643	44	0.271200624798643	1	1	0.3523998878484046	12.0	68.675	72.068	114.71	26.033	13.0165	1.0	112.738	0.0
5631	56.31	0.1608565701916436	0.1392925035816035	0.1790392737800665	0.1357457692734684	0.1705436289646117	0.2769919265712773	100	371	32	51	2.129566980017282	1.767819445245196	0.2530733945520013	0.2799376577797648	56	0.2799376577797648	1	1	0.3987838608917907	12.0	66.997	71.809	112.055	26.750999999999976	13.375499999999988	1.0	110.02	0.0
5632	56.32	0.1663714607538838	0.1374576650877242	0.1899150042641385	0.1298046264377557	0.1815341262859078	0.2488118373363306	105	378	27	48	2.1427630630200585	1.7709151360559807	0.2761386540026255	0.2758291795933424	52	0.2758291795933424	1	1	0.4195877961599278	12.0	67.02	71.895	112.967	25.947999999999997	12.973999999999997	1.0	111.132	0.0
5633	56.33	0.157454306391804	0.1450855006769216	0.1684190402287299	0.1397737947037445	0.1598601050252791	0.2847965399113824	87	355	30	47	2.130550797356946	1.7688584606231506	0.2489465943738035	0.2972504260507442	52	0.2972504260507442	1	1	0.3813036518662475	10.0	67.131	70.417	111.33	26.218000000000004	13.109000000000002	1.0	109.483	0.0
5634	56.34	0.1649779775764797	0.1474366830091319	0.180140166248135	0.1426108160441025	0.1702536992549441	0.2681138820998275	100	346	30	49	2.1686921927627694	1.7809387803940802	0.2322171521791908	0.322187872359659	53	0.322187872359659	1	1	0.3601922946816616	10.0	65.967	75.275	116.109	25.133000000000024	12.566500000000012	1.0	114.192	0.0
5635	56.35	0.1692810686072784	0.1430875518715216	0.1909678530070037	0.1323605892247721	0.1744598539269884	0.2658193160440848	91	354	27	49	2.162948890059006	1.7782519247318966	0.2450722373946083	0.2874211285490779	61	0.2874211285490779	1	1	0.392265642682326	16.0	66.672	72.843	113.754	25.76099999999998	12.88049999999999	1.0	111.836	0.0
5636	56.36	0.165848921896683	0.1370955441630049	0.1892703965734096	0.1303580939935055	0.1814839225581557	0.2665366947201337	88	380	29	50	2.165818312904373	1.77820553552756	0.2580053467932875	0.2946867689407204	39	0.2946867689407204	1	1	0.3830176522612384	12.0	68.05	72.94	115.046	25.944000000000003	12.972	1.0	112.669	0.06
5637	56.37	0.1682964496217913	0.1404338856896139	0.1911474840843031	0.1294510982440985	0.1820166420632948	0.2606396264998347	106	383	34	49	2.1492166756833684	1.77275983885085	0.2585754959896931	0.2814857703340822	56	0.2814857703340822	1	1	0.3909289883326196	11.0	68.771	73.25	115.571	26.450000000000017	13.225000000000009	1.0	113.321	0.027
5638	56.38	0.1845309589977391	0.1520551767118605	0.2109243433630448	0.1431272438227422	0.1973945915798446	0.2662503812395989	90	336	26	45	2.131221669748613	1.7718315652192167	0.217187020044148	0.2737687944106236	43	0.2737687944106236	1	1	0.3717141870171895	12.0	68.245	73.346	115.493	26.098000000000013	13.049000000000008	1.0	113.181	0.06
5639	56.39	0.1838568301479353	0.1405972026403986	0.2172680969300295	0.1287055050015645	0.2026498309914701	0.2714056182328725	86	336	29	45	2.14246453596155	1.778629705511587	0.1877494732098956	0.317146323817175	49	0.317146323817175	1	1	0.3175863408060616	13.0	67.585	74.425	115.329	26.681	13.3405	1.0	113.184	0.0
5640	56.4	0.1846846143997367	0.1407063389080809	0.2185691746740902	0.1319546460182253	0.1997369457912415	0.2689740685215892	96	348	29	46	2.134790376213338	1.7747554289799772	0.2331173132088781	0.2699070447297341	54	0.2699070447297341	1	1	0.3796661463788057	13.0	67.267	74.249	115.625	25.89099999999999	12.945499999999996	1.0	113.545	0.0
5641	56.41	0.1879946073867562	0.1417591725806544	0.2233829913764731	0.1315610877608405	0.1983312387948937	0.2680109077311531	90	323	22	45	2.147747049012941	1.7804706322050976	0.2576577029658002	0.2614895967449528	68	0.2614895967449528	1	1	0.3963339400701363	14.0	68.148	74.376	116.964	25.56	12.78	1.0	115.134	0.067
5642	56.42	0.1812139136653862	0.1390355907507796	0.2138603426891055	0.1296081833425233	0.1964605934161177	0.2748635217332901	96	359	30	51	2.1284058884164145	1.7729255661128902	0.1974350026804122	0.3067332188898315	52	0.3067332188898315	1	1	0.3337954184035839	13.0	66.81	74.986	115.521	26.27499999999999	13.137499999999996	0.0	113.409	0.094
5643	56.43	0.1887667340239695	0.1450898384003875	0.2226126167956024	0.1306153903267192	0.1937571708082861	0.2680630232348555	103	348	29	48	2.133816389623036	1.7767834047444122	0.2006257074912887	0.2759073459835289	51	0.2759073459835289	1	1	0.3426622420164595	16.0	68.116	73.686	115.217	26.585000000000026	13.292500000000013	1.0	112.804	0.0
5644	56.44	0.1899255384413043	0.1379260095387198	0.2288015933229016	0.1231043056061928	0.2053797035087831	0.2699499557906035	113	389	30	49	2.135815276421245	1.7749360186240746	0.2011537051704193	0.2692162095303916	46	0.2692162095303916	1	1	0.3509458388009711	15.0	69.095	71.523	113.384	27.233999999999995	13.616999999999996	1.0	110.873	0.0
5645	56.45	0.1897327383365707	0.1561045110882265	0.2170330711685134	0.137295961316863	0.1955662610662859	0.268152904211333	93	374	26	46	2.1047575157792284	1.7659585761394871	0.2364044551365129	0.2790141851552084	47	0.2790141851552084	1	1	0.398155349721821	14.0	67.777	73.749	114.321	27.205000000000013	13.602500000000006	1.0	112.431	0.0
5646	56.46	0.1826972393553678	0.1434101069792753	0.2135689394599142	0.126032629143298	0.1941570605030352	0.2610825417993394	95	384	30	48	2.1226777669638235	1.7681850377662678	0.1794118425023305	0.2856540537769116	47	0.2856540537769116	1	1	0.3350875122119953	12.0	67.979	72.803	113.516	27.265999999999977	13.632999999999988	1.0	111.083	0.0
5647	56.47	0.1777500823473421	0.1446318185193908	0.2044255396464512	0.1362823147479893	0.1913254361326538	0.2636830302711726	96	350	27	48	2.136239894422371	1.7734178355036867	0.1920545970229497	0.3285195407598026	51	0.3285195407598026	1	1	0.3423894694140356	14.0	68.007	72.366	114.071	26.301999999999992	13.150999999999996	0.0	111.961	0.033
5648	56.48	0.170428364995699	0.1441714590106807	0.1921804224203093	0.1375105866807201	0.1752194023710735	0.2588336694235937	98	351	28	49	2.1237833934657417	1.7715358282123803	0.2632206347195354	0.2958546107814384	54	0.3124900688676251	1	1	0.4061301645773296	13.0	68.597	73.347	114.788	27.15599999999999	13.577999999999996	1.0	112.495	0.033
5649	56.49	0.1654863786947504	0.124290168961524	0.1969377797463977	0.1199136741890557	0.1926590691309059	0.2610809351064797	94	361	29	49	2.157739462193721	1.7800591866324535	0.2603631111576607	0.2820288506574989	63	0.2820288506574989	1	1	0.4149573184675525	14.0	67.328	73.681	114.17	26.839000000000013	13.419500000000006	1.0	112.44	0.0
5650	56.5	0.1877158423276772	0.1457092537064712	0.2204789353973731	0.1405710336898817	0.2093622414529036	0.2680035121652383	85	313	24	46	2.186437652124189	1.7869426763997396	0.2352451907652243	0.28977533378122	54	0.28977533378122	1	1	0.370429311623218	13.0	66.978	72.452	115.516	23.914	11.957	1.0	113.402	0.087
5651	56.51	0.1810729184016442	0.1256832172792137	0.2213852716775775	0.1218025036676321	0.2131532635680937	0.2690781894594918	84	306	26	45	2.151038417086856	1.7769608446629992	0.214434951635564	0.2816326663453446	47	0.2816326663453446	1	1	0.3653694922123936	10.0	68.085	73.239	115.516	25.808000000000007	12.904000000000003	1.0	113.468	0.027
5652	56.52	0.1821849186626578	0.139391735538181	0.2152471976585465	0.1353994972616002	0.2053222146491221	0.2694163424015473	80	337	26	46	2.159821935959094	1.7782365089293968	0.2545480491639401	0.3153242224975017	48	0.3153242224975017	1	1	0.3867718565144107	12.0	68.071	72.472	113.479	27.064000000000007	13.532000000000004	0.0	111.401	0.0
5653	56.53	0.1793079300001626	0.1328678272951002	0.2144628044264871	0.1235682906641795	0.1987106466111769	0.2693475466412975	93	337	26	48	2.156192290659752	1.7763959084510443	0.2389009788851443	0.2668654369583034	47	0.2668654369583034	1	1	0.37965821792788	14.0	68.811	72.877	116.003	25.684999999999988	12.842499999999994	1.0	114.028	0.06
5654	56.54	0.1857457239485179	0.151141709875705	0.2136184130338815	0.1335393641054817	0.1951074526095813	0.2608025392828714	92	371	28	49	2.1028517718688784	1.7631257751484548	0.228509379261784	0.2933948496096832	58	0.2933948496096832	1	1	0.3634848263514406	13.0	66.168	73.918	114.259	25.82700000000001	12.913500000000006	0.0	112.218	0.0
5655	56.55	0.1741384751175355	0.1415002783086366	0.2004020761360507	0.1242828234454761	0.183930374628979	0.2698948046034007	105	363	32	47	2.1201136713501025	1.76865331140378	0.2463365188798341	0.2804799907793299	47	0.2804799907793299	1	1	0.4011879360458159	14.0	67.372	73.617	115.974	25.015	12.5075	1.0	113.696	0.0
5656	56.56	0.1779035965358569	0.1470209139956486	0.2030546810816094	0.1206003996017591	0.1852359697327793	0.2524498839236425	90	357	26	51	2.100822789326667	1.7593130487579327	0.1816984886356139	0.3111283926141842	54	0.3111283926141842	1	1	0.3184009207484773	14.0	66.552	73.255	113.592	26.215000000000018	13.107500000000009	1.0	111.556	0.0
5657	56.57	0.1834810858617359	0.1552899010512019	0.2068441371619992	0.1327009919872288	0.1895046958500873	0.2706666058441384	87	329	24	44	2.1238074782498764	1.7687481743236078	0.2010133834262986	0.3038188572849933	43	0.3038188572849933	1	1	0.3239420938534433	13.0	67.19	73.006	114.269	25.926999999999992	12.963499999999996	0.0	112.203	0.0
5658	56.58	0.1797564915055495	0.1449439361582513	0.2076191825818817	0.1253063740029565	0.189188253131044	0.2616100171882324	85	324	25	46	2.1224553022945	1.7665513761389413	0.1823110979089505	0.3067330761743113	49	0.3067330761743113	1	1	0.3283748212316087	12.0	66.757	72.796	113.813	25.739999999999995	12.869999999999996	1.0	111.824	0.027
5659	56.59	0.1869127909126183	0.1504002679405597	0.2160937489153153	0.1286745935528485	0.1941498343140943	0.2576838318098925	113	385	34	46	2.109530846092613	1.7669681453790116	0.2238174491860999	0.3193456845418693	50	0.3193456845418693	1	1	0.3605267740886783	15.0	68.08	74.414	116.479	26.015	13.0075	1.0	114.522	0.0
5660	56.6	0.1912817120995028	0.1469380344886218	0.225631323975562	0.122678775301961	0.2043188869389916	0.263948571843152	82	342	27	47	2.131382550860056	1.771417108843211	0.2050431616625184	0.3152794248618814	50	0.3184177785618062	1	1	0.3557914750219421	13.0	67.504	73.347	115.757	25.093999999999998	12.546999999999995	1.0	113.84	0.033
5661	56.61	0.1942737854900202	0.1537639175139302	0.2262846507580078	0.1319712494505862	0.202917737148542	0.2718322639156231	103	366	34	48	2.14011305266732	1.7765005264629223	0.1822242930548348	0.2705808399859234	41	0.2705808399859234	1	1	0.3273697270693042	13.0	66.091	73.581	114.039	25.633	12.816499999999998	1.0	112.166	0.0
5662	56.62	0.1956677406010376	0.162235587305476	0.2229599547603525	0.1299066116124329	0.1945441665073055	0.2543915646660587	93	356	29	46	2.1274120550811864	1.7700425086475309	0.1650270526333041	0.2765852949709012	51	0.2765852949709012	1	1	0.3109060494050804	14.0	67.327	72.533	114.543	25.317000000000007	12.658500000000004	1.0	112.134	0.0
5663	56.63	0.1884231652779803	0.1462755998470027	0.2212987895676382	0.1252209771576696	0.197128893114249	0.2662355664747351	90	330	27	46	2.132496953359517	1.7737946160993925	0.2252228108662989	0.2795464158057777	44	0.2795464158057777	1	1	0.3626036457097451	16.0	67.208	72.121	114.742	24.587000000000003	12.293500000000002	1.0	112.207	0.033
5664	56.64	0.1962642462615165	0.1569428545048153	0.2275548824921742	0.1270049206432139	0.2030170713614824	0.2631459595218823	97	356	33	47	2.101904606232418	1.761705176087076	0.2266800159267873	0.2693300975728102	38	0.2693300975728102	1	1	0.3684328755830279	16.0	67.392	72.028	114.108	25.31200000000001	12.656000000000006	1.0	111.882	0.033
5665	56.65	0.2038292255617629	0.1736056013223745	0.2289951803409573	0.1413281377978835	0.1971798544414096	0.2684846709207388	98	380	35	51	2.131025048560068	1.7693372883044922	0.2334205951842462	0.3170026259781358	62	0.3170026259781358	1	1	0.3604486025216546	15.0	67.638	71.607	114.533	24.712000000000003	12.356000000000002	0.0	112.74	0.0
